WKT,Polygon_GBK_Senayan
"POLYGON ((106.798059488773 -6.21444636686823,106.807067794443 -6.21227762322118,106.810327780609 -6.21638541348137,106.812380431033 -6.21944707967533,106.809121343182 -6.22225359135761,106.800805638597 -6.22812170370746,106.798983855201 -6.22937192081126,106.798265202974 -6.22832584650366,106.798316406945 -6.2232742266467,106.798085539917 -6.21587504474619,106.798059488773 -6.21444636686823))",
