WKT,WKT,id
"POLYGON ((106.872921687685 -6.24716563381235,106.872991757852 -6.24691023513596,106.864076755848 -6.24374108627256,106.864110701145 -6.24366496613553,106.843311430699 -6.24417952440506,106.843323556379 -6.24401938147791,106.831677126827 -6.24088530459085,106.826241427477 -6.23723556924445,106.827028173436 -6.23574248836927,106.827342191966 -6.23587823454815,106.828148690407 -6.2345338007374,106.830699654576 -6.23320661110956,106.832678439866 -6.23038632200242,106.832759354064 -6.23040355834513,106.832702280652 -6.23038632200242,106.832583076719 -6.22610845959851,106.83233274846 -6.22375028786099,106.83197513666 -6.22202016518119,106.832051638535 -6.22201675990204,106.830312241793 -6.21765928274783,106.830002311567 -6.2103831647216,106.830038185208 -6.21038397524685,106.829853170736 -6.2089071338472,106.829817545471 -6.20891963371769,106.829179804429 -6.20724871480572,106.829233943863 -6.20722834970997,106.827953910646 -6.20541370914794,106.824843761362 -6.20491119700941,106.824921243918 -6.20430681809741,106.828080148146 -6.20482824308213,106.828518042103 -6.20515615291466,106.828530142993 -6.20515117079694,106.829619666962 -6.20708325606436,106.829620858981 -6.20708280767413,106.829631342828 -6.20710396122487,106.829632779374 -6.20710650869612,106.829632638394 -6.20710657532646,106.83042548553 -6.20870632521557,106.830381360836 -6.2087218072884,106.830410585038 -6.20871817569018,106.831007372534 -6.21040587296294,106.831051306179 -6.21040686559507,106.831623485058 -6.21709046932916,106.83276150399 -6.22198516211397,106.832773803012 -6.22198461465544,106.833429424644 -6.22444944540982,106.833584389757 -6.22737641690949,106.833642562019 -6.23059169930607,106.833679752904 -6.23059962170844,106.832201624133 -6.23358580848874,106.829217872471 -6.23668906714997,106.840021402145 -6.24135929432928,106.843473012632 -6.24204552423043,106.843478316206 -6.24197548034812,106.854325874119 -6.24202287924262,106.865030387312 -6.24235467138407,106.864863924193 -6.24269175198096,106.869595897951 -6.24441651783737,106.873373121272 -6.24552020403593,106.873386583024 -6.24547113731037,106.877391835176 -6.24634801031088,106.881230201823 -6.24717748341893,106.877372523415 -6.24905550523344,106.877391835176 -6.24906156745151,106.873999143514 -6.25306784862278,106.874054125049 -6.25304300573024,106.873816208167 -6.27352362534848,106.883709643631 -6.2974529423303,106.883652685697 -6.29746404315667,106.888213750652 -6.31770496009514,106.887486960639 -6.31761896289984,106.887705454594 -6.3306798520408,106.890416366905 -6.34071953239823,106.890003589121 -6.34073954472287,106.895337963662 -6.36235389752297,106.894890839397 -6.3623794360478,106.897532511723 -6.37566443329646,106.89527341813 -6.37592101854576,106.892789028541 -6.36249948578123,106.892530233053 -6.36251426747736,106.888172572358 -6.34082831621992,106.887770000125 -6.34084783375822,106.886156361844 -6.33183458559915,106.885381815469 -6.31707946264212,106.885436150235 -6.31708195517371,106.881178287748 -6.29778490104365,106.88121219855 -6.29777913551441,106.871121708295 -6.27508256157921,106.871337837595 -6.2749274031407,106.871431638521 -6.25422795174608,106.871699475813 -6.25410693197017,106.872599837065 -6.25133667875024,106.875466060516 -6.24860145821979,106.872921687685 -6.24716563381235))","POLYGON ((106.872921687685 -6.24716563381235,106.872991757852 -6.24691023513596,106.864076755848 -6.24374108627256,106.864110701145 -6.24366496613553,106.843311430699 -6.24417952440506,106.843323556379 -6.24401938147791,106.831677126827 -6.24088530459085,106.826241427477 -6.23723556924445,106.827028173436 -6.23574248836927,106.827342191966 -6.23587823454815,106.828148690407 -6.2345338007374,106.830699654576 -6.23320661110956,106.832678439866 -6.23038632200242,106.832759354064 -6.23040355834513,106.832702280652 -6.23038632200242,106.832583076719 -6.22610845959851,106.83233274846 -6.22375028786099,106.83197513666 -6.22202016518119,106.832051638535 -6.22201675990204,106.830312241793 -6.21765928274783,106.830002311567 -6.2103831647216,106.830038185208 -6.21038397524685,106.829853170736 -6.2089071338472,106.829817545471 -6.20891963371769,106.829179804429 -6.20724871480572,106.829233943863 -6.20722834970997,106.827953910646 -6.20541370914794,106.824843761362 -6.20491119700941,106.824921243918 -6.20430681809741,106.828080148146 -6.20482824308213,106.828518042103 -6.20515615291466,106.828530142993 -6.20515117079694,106.829619666962 -6.20708325606436,106.829620858981 -6.20708280767413,106.829631342828 -6.20710396122487,106.829632779374 -6.20710650869612,106.829632638394 -6.20710657532646,106.83042548553 -6.20870632521557,106.830381360836 -6.2087218072884,106.830410585038 -6.20871817569018,106.831007372534 -6.21040587296294,106.831051306179 -6.21040686559507,106.831623485058 -6.21709046932916,106.83276150399 -6.22198516211397,106.832773803012 -6.22198461465544,106.833429424644 -6.22444944540982,106.833584389757 -6.22737641690949,106.833642562019 -6.23059169930607,106.833679752904 -6.23059962170844,106.832201624133 -6.23358580848874,106.829217872471 -6.23668906714997,106.840021402145 -6.24135929432928,106.843473012632 -6.24204552423043,106.843478316206 -6.24197548034812,106.854325874119 -6.24202287924262,106.865030387312 -6.24235467138407,106.864863924193 -6.24269175198096,106.869595897951 -6.24441651783737,106.873373121272 -6.24552020403593,106.873386583024 -6.24547113731037,106.877391835176 -6.24634801031088,106.881230201823 -6.24717748341893,106.877372523415 -6.24905550523344,106.877391835176 -6.24906156745151,106.873999143514 -6.25306784862278,106.874054125049 -6.25304300573024,106.873816208167 -6.27352362534848,106.883709643631 -6.2974529423303,106.883652685697 -6.29746404315667,106.888213750652 -6.31770496009514,106.887486960639 -6.31761896289984,106.887705454594 -6.3306798520408,106.890416366905 -6.34071953239823,106.890003589121 -6.34073954472287,106.895337963662 -6.36235389752297,106.894890839397 -6.3623794360478,106.897532511723 -6.37566443329646,106.89527341813 -6.37592101854576,106.892789028541 -6.36249948578123,106.892530233053 -6.36251426747736,106.888172572358 -6.34082831621992,106.887770000125 -6.34084783375822,106.886156361844 -6.33183458559915,106.885381815469 -6.31707946264212,106.885436150235 -6.31708195517371,106.881178287748 -6.29778490104365,106.88121219855 -6.29777913551441,106.871121708295 -6.27508256157921,106.871337837595 -6.2749274031407,106.871431638521 -6.25422795174608,106.871699475813 -6.25410693197017,106.872599837065 -6.25133667875024,106.875466060516 -6.24860145821979,106.872921687685 -6.24716563381235))",LRT Dukuh Atas - Harjamukti
"POLYGON ((106.994333873658 -6.25514332070464,106.994334477793 -6.25514163919764,106.981281042983 -6.24966885724274,106.981361360411 -6.24954069273985,106.974218209946 -6.2499887949956,106.961487229889 -6.25660079806845,106.961300782933 -6.25624865815213,106.955336306941 -6.25759614612751,106.918931425768 -6.25905361665022,106.918922154368 -6.25877252396124,106.9121010404 -6.258840328535,106.901909104119 -6.25365029089882,106.89629459887 -6.24622062682429,106.896434566071 -6.24610877200542,106.892861525596 -6.24479866952101,106.886388752028 -6.24782032417352,106.878449770083 -6.24863794537492,106.878378247723 -6.24558074651575,106.889464213502 -6.24355445371287,106.894649584593 -6.24287902103623,106.897806094857 -6.24501271448146,106.898118419046 -6.24476312053895,106.904162058455 -6.25240609613717,106.913424204058 -6.25670744259403,106.918870175555 -6.25719661701677,106.918859903408 -6.25688518342164,106.947897981514 -6.25610312332801,106.960444660116 -6.25463171023651,106.960414394491 -6.25457454794806,106.97160764381 -6.24853129920371,106.978581073898 -6.24764258026505,106.982085669531 -6.24856684792986,106.982054975917 -6.2486256910292,106.994798768998 -6.25416574214704,106.994791903544 -6.25418426602608,107.017900491235 -6.26253731020291,107.017886303233 -6.26256199102383,107.021968325452 -6.26390145427952,107.021659885275 -6.26457241634482,107.017544846237 -6.26315597453094,107.017542879436 -6.2631593958917,106.994424810924 -6.25517472920029,106.994423276608 -6.25517886898138,106.994360064325 -6.25515236660495,106.994333873658 -6.25514332070464))","POLYGON ((106.994333873658 -6.25514332070464,106.994334477793 -6.25514163919764,106.981281042983 -6.24966885724274,106.981361360411 -6.24954069273985,106.974218209946 -6.2499887949956,106.961487229889 -6.25660079806845,106.961300782933 -6.25624865815213,106.955336306941 -6.25759614612751,106.918931425768 -6.25905361665022,106.918922154368 -6.25877252396124,106.9121010404 -6.258840328535,106.901909104119 -6.25365029089882,106.89629459887 -6.24622062682429,106.896434566071 -6.24610877200542,106.892861525596 -6.24479866952101,106.886388752028 -6.24782032417352,106.878449770083 -6.24863794537492,106.878378247723 -6.24558074651575,106.889464213502 -6.24355445371287,106.894649584593 -6.24287902103623,106.897806094857 -6.24501271448146,106.898118419046 -6.24476312053895,106.904162058455 -6.25240609613717,106.913424204058 -6.25670744259403,106.918870175555 -6.25719661701677,106.918859903408 -6.25688518342164,106.947897981514 -6.25610312332801,106.960444660116 -6.25463171023651,106.960414394491 -6.25457454794806,106.97160764381 -6.24853129920371,106.978581073898 -6.24764258026505,106.982085669531 -6.24856684792986,106.982054975917 -6.2486256910292,106.994798768998 -6.25416574214704,106.994791903544 -6.25418426602608,107.017900491235 -6.26253731020291,107.017886303233 -6.26256199102383,107.021968325452 -6.26390145427952,107.021659885275 -6.26457241634482,107.017544846237 -6.26315597453094,107.017542879436 -6.2631593958917,106.994424810924 -6.25517472920029,106.994423276608 -6.25517886898138,106.994360064325 -6.25515236660495,106.994333873658 -6.25514332070464))",LRT Cawang Uki - Jatimulya
