WKT,Kabkota_no,Kab_kota,Prop_no,Propinsi,Pendd,Kode_pos,POC,Luas_kab,Perimeter_Kab,BPS_Kab_Kota,BPS_Provinsi,XL_Region
"POLYGON ((110.5472 -7.798519,110.5465 -7.797195,110.5458 -7.79593,110.5425 -7.793517,110.5407 -7.79519,110.5388 -7.795942,110.5358 -7.795833,110.5337 -7.794684,110.5315 -7.793421,110.529 -7.79141,110.5277 -7.78961,110.5263 -7.787441,110.5256 -7.786233,110.524 -7.783471,110.522 -7.781862,110.5197 -7.7806,110.5168 -7.779049,110.515 -7.777325,110.5139 -7.775081,110.5129 -7.773067,110.5115 -7.771813,110.5105 -7.770883,110.5075 -7.769851,110.5063 -7.769681,110.5028 -7.769341,110.499 -7.769233,110.4955 -7.768663,110.494 -7.76786,110.4939 -7.767672,110.4935 -7.766594,110.4937 -7.764693,110.4939 -7.763137,110.4945 -7.760257,110.495 -7.756858,110.4949 -7.751896,110.4945 -7.749948,110.493899 -7.745962,110.4935 -7.741714,110.4932 -7.740742,110.4922 -7.737511,110.4915 -7.734863,110.4909 -7.732849,110.4899 -7.729798,110.4887 -7.726748,110.4878 -7.722948,110.4875 -7.719608,110.487 -7.715635,110.4868 -7.709991,110.486 -7.705474,110.485 -7.70124,110.4844 -7.698372,110.4838 -7.695138,110.4833 -7.690186,110.4821 -7.687078,110.4809 -7.683509,110.4795 -7.679365,110.4786 -7.676191,110.4778 -7.672769,110.4769 -7.668023,110.4759 -7.66359,110.4752 -7.660424,110.4744 -7.655933,110.4732 -7.650349,110.4724 -7.646606,110.4721 -7.645219,110.4717 -7.643095,110.4706 -7.637856,110.4702 -7.634228,110.4702 -7.630081,110.4706 -7.627316,110.4705 -7.621672,110.4699 -7.617987,110.4683 -7.612806,110.4671 -7.610332,110.4659 -7.606591,110.4652 -7.603539,110.465 -7.599739,110.4645 -7.596169,110.4632 -7.591276,110.4613 -7.586902,110.4588 -7.581492,110.457 -7.576485,110.456 -7.571995,110.4556 -7.566639,110.4564 -7.561685,110.4567 -7.558056,110.4564 -7.554831,110.4553 -7.551781,110.453248 -7.547878,110.4516 -7.544744,110.4479 -7.543097,110.4452 -7.544542,110.4432 -7.546504,110.4405 -7.548524,110.4378 -7.55043,110.4366 -7.551386,110.4353 -7.552392,110.4324 -7.554874,110.4295 -7.557644,110.4274 -7.559548,110.4254 -7.560935,110.4226 -7.563013,110.4218 -7.563479,110.418 -7.565785,110.4141 -7.568096,110.4099 -7.571387,110.4054 -7.575023,110.4016 -7.578313,110.3977 -7.582294,110.3943 -7.586044,110.3929 -7.587615,110.3912 -7.589505,110.3871 -7.593256,110.3843 -7.595123,110.3829 -7.596028,110.38 -7.597761,110.3772 -7.599494,110.3747 -7.602033,110.3734 -7.603532,110.3712 -7.606071,110.3698 -7.607513,110.3666 -7.612069,110.3629 -7.616913,110.3587 -7.620894,110.3544 -7.624531,110.35 -7.627476,110.3482 -7.628599,110.3458 -7.63019,110.3413 -7.633482,110.3375 -7.636714,110.3349 -7.639598,110.3344 -7.640047,110.3323 -7.641906,110.3293 -7.643985,110.3262 -7.645776,110.3229 -7.64728,110.3208 -7.648198,110.3184 -7.649246,110.3143 -7.650636,110.3109 -7.652485,110.3077 -7.654737,110.3062 -7.656813,110.3049 -7.659407,110.3048 -7.660228,110.3044 -7.661942,110.3036 -7.66465,110.3017 -7.667533,110.2989 -7.670361,110.2976 -7.671622,110.2958 -7.673707,110.2946 -7.675609,110.2924 -7.679472,110.2917 -7.68125,110.291 -7.683218,110.2895 -7.686446,110.2878 -7.690077,110.2857 -7.693422,110.2838 -7.695671,110.2817 -7.697288,110.2815 -7.69736,110.2792 -7.698099,110.2776 -7.698274,110.2788 -7.701498,110.279 -7.703176,110.2792 -7.705009,110.2789 -7.708005,110.2768 -7.710255,110.2748 -7.711123,110.2728 -7.711356,110.2723 -7.711415,110.2701 -7.710958,110.267 -7.710157,110.2629 -7.710856,110.2584 -7.712315,110.2577 -7.71252,110.2568 -7.712834,110.2532 -7.714041,110.2486 -7.715317,110.2451 -7.716648,110.2432 -7.718033,110.2413 -7.721032,110.2408 -7.722337,110.2396 -7.725496,110.2374 -7.726337,110.2352 -7.727378,110.2338 -7.729166,110.2326 -7.731357,110.2312 -7.733951,110.2301 -7.736084,110.2271 -7.737308,110.2263 -7.740015,110.2262 -7.740261,110.2258 -7.741448,110.2265 -7.743811,110.2264 -7.743909,110.227 -7.744692,110.2281 -7.746454,110.2284 -7.748009,110.2284 -7.748987,110.2284 -7.751176,110.2284 -7.75348,110.2292 -7.755955,110.23 -7.758257,110.2305 -7.760215,110.2309 -7.76223,110.2312 -7.764821,110.231 -7.767701,110.2307 -7.76971,110.2302 -7.772598,110.2311 -7.776225,110.2338 -7.779618,110.237 -7.782607,110.2395 -7.784906,110.2418 -7.787955,110.2422 -7.788965,110.2433 -7.792099,110.2437 -7.795842,110.2434 -7.798491,110.2422 -7.800625,110.241 -7.805102,110.2411 -7.805389,110.2417 -7.808285,110.2423 -7.810531,110.2436 -7.816806,110.246 -7.813807,110.2497 -7.810632,110.2525 -7.808266,110.2548 -7.806649,110.2567 -7.805321,110.2589 -7.803244,110.2605 -7.801225,110.262 -7.798976,110.2636 -7.797476,110.2649 -7.796322,110.2674 -7.795331,110.2696 -7.794758,110.271 -7.794399,110.2736 -7.793484,110.2751 -7.792732,110.2771 -7.791232,110.2777 -7.790539,110.281 -7.789314,110.2844 -7.788136,110.2868 -7.78802,110.2895 -7.788454,110.2897 -7.788551,110.2915 -7.789426,110.2918 -7.789649,110.2925 -7.791024,110.293 -7.792124,110.2931 -7.792309,110.2933 -7.793815,110.2933 -7.796195,110.2925 -7.799403,110.2916 -7.801697,110.2902 -7.804905,110.2892 -7.807181,110.2889 -7.810856,110.2901 -7.813751,110.292 -7.815338,110.2935 -7.816492,110.2949 -7.817839,110.2954 -7.818753,110.2958 -7.820047,110.2957 -7.821964,110.2953 -7.824802,110.2955 -7.828063,110.297 -7.829964,110.298 -7.830348,110.2997 -7.830412,110.3005 -7.830439,110.3027 -7.829912,110.3047 -7.828479,110.3065 -7.827035,110.3083 -7.825914,110.3105 -7.82555,110.3125 -7.825077,110.3137 -7.824097,110.3141 -7.823315,110.3141 -7.822914,110.3146 -7.822203,110.3152 -7.821046,110.3166 -7.820177,110.3177 -7.818728,110.3188 -7.817137,110.3201 -7.815107,110.3227 -7.812937,110.3245 -7.811054,110.3274 -7.808881,110.3307 -7.80671,110.3321 -7.805225,110.332 -7.804102,110.3323 -7.803233,110.3325 -7.801528,110.3329 -7.800115,110.3339 -7.799077,110.3369 -7.798611,110.3409 -7.798923,110.3426 -7.799061,110.346 -7.799343,110.3519 -7.799458,110.3516 -7.798398,110.3515 -7.795427,110.3512 -7.79406,110.3509 -7.792806,110.3497 -7.789781,110.3495 -7.787468,110.3498 -7.786172,110.3506 -7.783949,110.3519 -7.782523,110.3522 -7.781764,110.3526 -7.780777,110.3529 -7.78001,110.353 -7.779818,110.3534 -7.777611,110.3545 -7.775119,110.3555 -7.772817,110.3562 -7.771647,110.3576 -7.76961,110.3586 -7.768262,110.3606 -7.766648,110.3622 -7.767145,110.3646 -7.768587,110.365 -7.768813,110.3671 -7.770039,110.3695 -7.770694,110.3725 -7.771048,110.3739 -7.771445,110.3746 -7.771641,110.3757 -7.772288,110.3765 -7.772829,110.3766 -7.773012,110.3782 -7.774401,110.3808 -7.776517,110.3818 -7.777309,110.384 -7.779007,110.3864 -7.780621,110.3871 -7.781082,110.3883 -7.781668,110.3912 -7.782234,110.394 -7.781684,110.3963 -7.781243,110.3986 -7.781391,110.3998 -7.78249,110.3998 -7.784589,110.3995 -7.787331,110.3993 -7.79103,110.3996 -7.791074,110.4019 -7.791591,110.404 -7.791938,110.4059 -7.791776,110.4076 -7.79089,110.4094 -7.789011,110.4111 -7.788428,110.413 -7.788778,110.4158 -7.789648,110.417 -7.790694,110.4184 -7.79174,110.4196 -7.79257,110.4198 -7.795709,110.4202 -7.797596,110.4209 -7.799819,110.4211 -7.802371,110.4209 -7.803449,110.4205 -7.8061,110.4198 -7.80901,110.4195 -7.810828,110.4193 -7.814017,110.4194 -7.817144,110.4199 -7.818891,110.4206 -7.820158,110.4215 -7.821765,110.4224 -7.822628,110.4239 -7.823216,110.4256 -7.823533,110.4268 -7.823914,110.4278 -7.826301,110.4281 -7.82811,110.4282 -7.829615,110.4285 -7.830639,110.4296 -7.832015,110.4312 -7.832104,110.4327 -7.832023,110.4348 -7.831819,110.4359 -7.831573,110.439 -7.830553,110.4405 -7.830112,110.4424 -7.829751,110.4433 -7.828943,110.4441 -7.827214,110.4453 -7.824455,110.4457 -7.823583,110.4468 -7.823005,110.4495 -7.823691,110.4511 -7.82461,110.4529 -7.824664,110.4559 -7.822787,110.456 -7.8227,110.4585 -7.821889,110.4599 -7.822117,110.4611 -7.822806,110.4618 -7.823956,110.4628 -7.824358,110.4639 -7.824158,110.4663 -7.825216,110.467 -7.827172,110.4734 -7.824339,110.4765 -7.824737,110.4783 -7.825136,110.4798 -7.825364,110.4827 -7.82438,110.4858 -7.822589,110.4882 -7.822585,110.4888 -7.822583,110.4931 -7.824188,110.4967 -7.827177,110.499 -7.830167,110.5001 -7.831893,110.5016 -7.834136,110.5044 -7.83753,110.5051 -7.837471,110.5073 -7.836891,110.511 -7.836078,110.5146 -7.83538,110.5179 -7.834798,110.5199 -7.833641,110.5202 -7.833469,110.5209 -7.831798,110.5209 -7.830128,110.5214 -7.828802,110.5222 -7.827937,110.523 -7.827475,110.5244 -7.827012,110.5259 -7.826663,110.5278 -7.826141,110.529 -7.825333,110.53 -7.824294,110.5313 -7.823255,110.5333 -7.82233,110.535 -7.821867,110.538 -7.821861,110.5395 -7.821813,110.541 -7.821762,110.5417 -7.821739,110.5432 -7.820988,110.5447 -7.819257,110.5454 -7.817413,110.546 -7.814936,110.5462 -7.812343,110.5462 -7.809406,110.5458 -7.806642,110.5453 -7.804167,110.5456 -7.801574,110.5464 -7.800536,110.5471 -7.799498,110.5472 -7.798519))","04",SLEMAN,"34",DAERAH ISTIMEWA YOGYAKARTA,1093110,"570.203",YOGYAKARTA,570203423.501841,131672.661709013,Kab. Sleman,D I Yogyakarta,Central
"POLYGON ((110.403 -7.830471,110.4015 -7.828223,110.3998 -7.826248,110.3986 -7.823863,110.3983 -7.821445,110.3986 -7.819285,110.3989 -7.817618,110.3991 -7.816797,110.3992 -7.814583,110.3984 -7.811276,110.397 -7.808512,110.3957 -7.806588,110.3944 -7.804395,110.3942 -7.803941,110.3936 -7.802214,110.3933 -7.800787,110.3931 -7.798425,110.393 -7.795718,110.3931 -7.793922,110.3937 -7.792635,110.3946 -7.79161,110.3956 -7.791053,110.3959 -7.790922,110.3978 -7.790797,110.3993 -7.79103,110.3995 -7.787331,110.3998 -7.784589,110.3998 -7.78249,110.3986 -7.781391,110.3963 -7.781243,110.394 -7.781684,110.3912 -7.782234,110.3883 -7.781668,110.3871 -7.781082,110.3864 -7.780621,110.384 -7.779007,110.3818 -7.777309,110.3808 -7.776517,110.3782 -7.774401,110.3766 -7.773012,110.3765 -7.772829,110.3757 -7.772288,110.3746 -7.771641,110.3739 -7.771445,110.3725 -7.771048,110.3695 -7.770694,110.3671 -7.770039,110.365 -7.768813,110.3646 -7.768587,110.3622 -7.767145,110.3606 -7.766648,110.3586 -7.768262,110.3576 -7.76961,110.3562 -7.771647,110.3555 -7.772817,110.3545 -7.775119,110.3534 -7.777611,110.353 -7.779818,110.3529 -7.78001,110.3526 -7.780777,110.3522 -7.781764,110.3519 -7.782523,110.3506 -7.783949,110.3498 -7.786172,110.3495 -7.787468,110.3497 -7.789781,110.3509 -7.792806,110.3512 -7.79406,110.3515 -7.795427,110.3516 -7.798398,110.3519 -7.799458,110.3516 -7.800474,110.3508 -7.80247,110.3501 -7.805151,110.3499 -7.809028,110.3503 -7.812779,110.3508 -7.814088,110.3515 -7.815736,110.3531 -7.818058,110.3541 -7.819988,110.3547 -7.821103,110.3549 -7.823256,110.355 -7.824857,110.3549 -7.826518,110.355 -7.828196,110.3554 -7.830014,110.3575 -7.829758,110.3577 -7.829736,110.3593 -7.829576,110.3606 -7.829513,110.361 -7.829493,110.3622 -7.829341,110.3638 -7.828953,110.3665 -7.828319,110.3681 -7.827976,110.3687 -7.827826,110.3704 -7.827647,110.3716 -7.82805,110.3718 -7.828139,110.3727 -7.829212,110.374 -7.831443,110.3749 -7.832784,110.3772 -7.833816,110.3797 -7.833567,110.3802 -7.83352,110.382 -7.833111,110.3841 -7.832734,110.3859 -7.832686,110.387 -7.833222,110.3882 -7.834748,110.389 -7.836243,110.3897 -7.837471,110.391 -7.83871,110.3923 -7.838938,110.3937 -7.838331,110.3939 -7.836852,110.3934 -7.835505,110.3928 -7.83397,110.3925 -7.832506,110.3925 -7.831841,110.3925 -7.831075,110.3932 -7.829996,110.3941 -7.829658,110.3944 -7.829537,110.3962 -7.829872,110.398 -7.830855,110.3991 -7.831429,110.4004 -7.832267,110.403 -7.832092,110.403 -7.830471))","71",YOGYAKARTA,"34",DAERAH ISTIMEWA YOGYAKARTA,440552,"31.7439",YOGYAKARTA,31743924.6307114,25896.0159051198,Kota Yogyakarta,D I Yogyakarta,Central
