Polygon_Name,Concatenate,rsrp-pop ,Sum of rsrp-pop,RSRP-AVG,Review (Detail Reason)
163_Univtrsakti1,163_Univtrsakti1|4425105E_C2|421025|16,5,12%,-100.6,NOT GO -> Covered by Surrounding
1060_PASAR KEBAYORAN LAMA,1060_PASAR KEBAYORAN LAMA|4431415E_CO|430075|6,1,12%,-101,OK -> GO
271_Cibuburjnct,271_Cibuburjnct|444PC411E-LTE-CBBRJUNCT|440279|4,26,16%,-83.88461538,NOT GO -> Have Pico
1187_Pasar Ciawi,1187_Pasar Ciawi|4453026E_CO|450908|8,276,7%,-96.71376812,"NOT GO -> Small Building, covered by Surrounding"
271_Cibuburjnct,271_Cibuburjnct|444PC411E-LTE-CBBRJUNCT|440279|7,37,11%,-86.40540541,NOT GO -> Have Pico
45_PTIK,45_PTIK|4435568E|431089|8,275,11%,-101.0690909,NOT GO -> Hard Sitaq
272_Pasarciracas,272_Pasarciracas|441PX342E_BB|440937|14,1,29%,-78,NOT GO -> Have Pico
272_Pasarciracas,272_Pasarciracas|441PX342E_BB|440937|17,1,24%,-71,NOT GO -> Have Pico
272_Pasarciracas,272_Pasarciracas|441PX342E|440570|4,1,23%,-80,NOT GO -> Have Pico
272_Pasarciracas,272_Pasarciracas|441PX342E|440570|7,666,8%,-77.76726727,NOT GO -> Have Pico
1131_PASAR SERDANG,1131_PASAR SERDANG|4415073E_CO|410209|17,9,12%,-95.77777778,"NOT GO -> Small Building, covered by Surrounding"
273_Aptharmoni,273_Aptharmoni|441PC222E-LTE-MENARABTN|410331|4,5,41%,-86,NOT GO -> Have Pico
273_Aptharmoni,273_Aptharmoni|441PC222E-LTE-MENARABTN|410331|5,1,35%,-89,NOT GO -> Have Pico
274_Balaikotaabf,274_Balaikotaabf|4424952E_CO|421017|3,3,14%,-85,NOT GO -> Have Pico
274_Balaikotaabf,274_Balaikotaabf|4424952E_CO|421017|6,30,51%,-84.26666667,NOT GO -> Have Pico
274_Balaikotaabf,274_Balaikotaabf|4424952E_CO|421017|9,17,28%,-84.94117647,NOT GO -> Have Pico
275_Balaikotag,275_Balaikotag|441PC350E-LTE-BALAI-KOTA|420515|4,24,16%,-93.5,NOT GO -> Have Pico
275_Balaikotag,275_Balaikotag|441PL223E_CO|420968|4,26,45%,-77,NOT GO -> Have Pico
275_Balaikotag,275_Balaikotag|441PL223E_CO|420968|5,10,22%,-85.3,NOT GO -> Have Pico
275_Balaikotag,275_Balaikotag|4424952E_CO|421017|6,17,7%,-92.52941176,NOT GO -> Have Pico
276_Bankduta,276_Bankduta|4424952E_CO|421017|3,9,5%,-75.11111111,NOT GO -> Covered by Surrounding
276_Bankduta,276_Bankduta|4424952E_CO|421017|4,41,24%,-77.80487805,NOT GO -> Covered by Surrounding
276_Bankduta,276_Bankduta|4424952E_CO|421017|5,16,7%,-76.875,NOT GO -> Covered by Surrounding
276_Bankduta,276_Bankduta|4424952E_CO|421017|6,61,28%,-78.60655738,NOT GO -> Covered by Surrounding
276_Bankduta,276_Bankduta|4424952E_CO|421017|7,13,9%,-80.53846154,NOT GO -> Covered by Surrounding
276_Bankduta,276_Bankduta|4424952E_CO|421017|9,33,12%,-80.3030303,NOT GO -> Covered by Surrounding
277_Bankindonesia,277_Bankindonesia|441PX072E_CO|420975|4,17,7%,-85.88235294,NOT GO -> Have Pico
277_Bankindonesia,277_Bankindonesia|441PX072E_CO|420975|5,17,12%,-78.88235294,NOT GO -> Have Pico
193_Manhattansquare-ACA,193_Manhattansquare-ACA|MC4431749E_CO|430236|3,274,8%,-98.17883212,OK -> GO
277_Bankindonesia,277_Bankindonesia|441PX087E|421011|25,9,12%,-92.33333333,NOT GO -> Have Pico
270_Rsislmpdkopi,270_Rsislmpdkopi|4443988E|440940|7,1,12%,-104,NOT GO -> Have Pico
332_Mansionpsbaru-IBS,332_Mansionpsbaru-IBS|4412388E_CO|410369|7,268,5%,-97.55223881,OK -> GO
278_Buanaharmoni,278_Buanaharmoni|441PC222E-LTE-MENARABTN|410331|4,194,19%,-88.17010309,NOT GO -> Good Coverage from Surrounding
278_Buanaharmoni,278_Buanaharmoni|441PL282E_CO|421006|26,1,32%,-70,NOT GO -> Good Coverage from Surrounding
607_Megaplaza,607_Megaplaza|SH4431853EB-LTE-POLE-R2S1-KARBELLA|430454|5,4,12%,-96.5,NOT GO -> Covered by Surrounding
279_Crfrdtmerlin,279_Crfrdtmerlin|4415033E|410203|15,3,10%,-87,OK -> GO
279_Crfrdtmerlin,279_Crfrdtmerlin|4415033E|410203|8,10,16%,-85.4,OK -> GO
643_Plzsemanggi,643_Plzsemanggi|4425023E|421413|18,27,12%,-95.40740741,NOT GO -> Have Pico
338_Aptgreenpramukainf,338_Aptgreenpramukainf|441A486E_CO|410133|4,10,12%,-98.3,NOT GO -> Have Pico
279_Crfrdtmerlin,279_Crfrdtmerlin|441PC222E-LTE-MENARABTN|410331|4,2,7%,-80.5,OK -> GO
28_ARYADUTA MENTENG TUGU TANI,28_ARYADUTA MENTENG TUGU TANI|4415002E_CO|410121|4,4,12%,-92.5,NOT GO -> Covered by Solution at Surrounding
927_Rsbogormedicalcenter,927_Rsbogormedicalcenter|MC4464714E|460028|1,266,9%,-96.2481203,"NOT GO -> Small Building, covered by Surrounding"
1221_Universitas Pamulang (Kampus 2),1221_Universitas Pamulang (Kampus 2)|4462125E_CO|461115|7,2,12%,-105.5,OK -> GO
337_Rshusada,337_Rshusada|4425704E_CO|420254|9,4,12%,-98.25,NOT GO -> Have Pico
28_ARYADUTA MENTENG TUGU TANI,28_ARYADUTA MENTENG TUGU TANI|4415084E_CO|410090|8,2,7%,-88,NOT GO -> Covered by Solution at Surrounding
28_ARYADUTA MENTENG TUGU TANI,28_ARYADUTA MENTENG TUGU TANI|441PX350E-LTE-DEPARTEMEN-PERDAGANGAN|410316|4,1,7%,-66,NOT GO -> Covered by Solution at Surrounding
280_Depbudayapar,280_Depbudayapar|4425013E-LTE-BUDI-KEMULIAAN|420008|4,160,41%,-82.33125,NOT GO -> Have Pico
280_Depbudayapar,280_Depbudayapar|4425013E-LTE-BUDI-KEMULIAAN|420008|5,79,19%,-90.62025316,NOT GO -> Have Pico
280_Depbudayapar,280_Depbudayapar|4425013E-LTE-BUDI-KEMULIAAN|420008|7,66,18%,-90.96969697,NOT GO -> Have Pico
280_Depbudayapar,280_Depbudayapar|4425013E-LTE-BUDI-KEMULIAAN|420008|8,29,11%,-94.4137931,NOT GO -> Have Pico
973_Rsherminadpk,973_Rsherminadpk|4465293E-LTE-DEPOK|460404|8,265,11%,-96.55849057,NOT GO -> Have Pico
281_Depdlmnegeri,281_Depdlmnegeri|4415012E_CO|410080|6,1,11%,-90,NOT GO -> Have Pico
281_Depdlmnegeri,281_Depdlmnegeri|441PX373E_CO|410751|4,9,63%,-79.11111111,NOT GO -> Have Pico
513_Wismaakr,513_Wismaakr|441PL014E_CO|421019|11,72,12%,-102.8194444,NOT GO -> Have Pico
282_Dephub,282_Dephub|441PL282E_CO|421006|22,7,19%,-92.85714286,NOT GO -> Have Pico
282_Dephub,282_Dephub|441PL282E_CO|421006|24,2,10%,-84.5,NOT GO -> Have Pico
282_Dephub,282_Dephub|441PL282E_CO|421006|25,7,35%,-77.85714286,NOT GO -> Have Pico
179_Univbudiluhur,179_Univbudiluhur|4475046E|472227|1,11,12%,-103.1818182,OK -> GO
283_Depkominfo,283_Depkominfo|441PL282E_CO|421006|25,3,24%,-86.66666667,OK -> GO with Change SOW
283_Depkominfo,283_Depkominfo|441PX205E-LTE-DEPARTEMEN-PERHUBUNGAN|410297|4,7,63%,-84.71428571,OK -> GO with Change SOW
724_Blokmsquare,724_Blokmsquare|MC4431405E_C2|430895|9,40,12%,-99.6,NOT GO -> Have Pico
284_Deptesdm,284_Deptesdm|441PL503E_CO|421240|27,5,5%,-81.4,NOT GO -> Have Pico
839_Grahaunileverbsd-IBS,839_Grahaunileverbsd-IBS|441PL030E_CO|471503|22,32,12%,-113.9375,NOT GO -> Have Pico
284_Deptesdm,284_Deptesdm|4424974E_BB|421266|6,6,13%,-93.33333333,NOT GO -> Have Pico
284_Deptesdm,284_Deptesdm|4424974E_BB|421266|9,17,20%,-92.23529412,NOT GO -> Have Pico
284_Deptesdm,284_Deptesdm|4425013E-LTE-BUDI-KEMULIAAN|420008|4,3,16%,-89.33333333,NOT GO -> Have Pico
934_Lippoplzkbnraya-PWU,934_Lippoplzkbnraya-PWU|441A444E_BB|451771|6,27,12%,-114.4814815,OK -> GO
285_Deptkelautan,285_Deptkelautan|4415014E_CO|410059|4,35,18%,-82.97142857,NOT GO -> Have Pico
285_Deptkelautan,285_Deptkelautan|4415014E_CO|410059|7,10,16%,-87.8,NOT GO -> Have Pico
285_Deptkelautan,285_Deptkelautan|441PC889E-LTE-DEPT-KELAUTAN|410312|4,28,9%,-83.53571429,NOT GO -> Have Pico
285_Deptkelautan,285_Deptkelautan|441PC889E-LTE-DEPT-KELAUTAN|410312|5,51,19%,-75.09803922,NOT GO -> Have Pico
285_Deptkelautan,285_Deptkelautan|441PL714E_CO|411232|24,1,7%,-64,NOT GO -> Have Pico
1337_APARTMENT BAYVIEW GREEN BAY PLUIT,1337_APARTMENT BAYVIEW GREEN BAY PLUIT|441PX189E|421080|7,13,12%,-96.69230769,OK -> GO with Change SOW
939_Plzjambudua,939_Plzjambudua|441PC458E-LTE-PLAZA-JAMBU-DUA|450002|5,259,10%,-98.98841699,NOT GO -> Have Pico
286_Deptkelautan2,286_Deptkelautan2|4415084E_CO|410090|5,25,22%,-94.52,NOT GO -> Have Pico
286_Deptkelautan2,286_Deptkelautan2|MC4412145E_CO|410344|2,2,8%,-86.5,NOT GO -> Have Pico
286_Deptkelautan2,286_Deptkelautan2|MC4412145E_CO|410344|5,5,7%,-89,NOT GO -> Have Pico
286_Deptkelautan2,286_Deptkelautan2|MC4412145E_CO|410344|8,12,10%,-91.25,NOT GO -> Have Pico
412_Htlatletcentury,412_Htlatletcentury|441PC256E_CO|421026|35,45,12%,-97.4,NOT GO -> Have Pico
723_Blokmplaza1,723_Blokmplaza1|441PX398E_CO|430440|24,6,12%,-97.83333333,NOT GO -> Have Pico
287_Deptperdagangangambir,287_Deptperdagangangambir|441PX350E-LTE-DEPARTEMEN-PERDAGANGAN|410316|5,13,11%,-87.30769231,NOT GO -> Have Pico
253_Rsbudiasih,253_Rsbudiasih|MC4431795E|430115|5,35,12%,-104.1714286,OK -> GO
288_Dispenda,288_Dispenda|441PL472E_CO|411034|24,34,85%,-79.91176471,NOT GO -> Covered by Surrounding
29_CAPITOL PARK RESIDENCE,29_CAPITOL PARK RESIDENCE|441PL135E-LTE-APT-MENTENG-SQUARE-TOWER-A|410356|26,2,12%,-100.5,OK -> GO
289_Dprdprovinsidkijkt-MAC,289_Dprdprovinsidkijkt-MAC|441PL223E_CO|420968|4,5,6%,-82.6,NOT GO -> Have Pico
289_Dprdprovinsidkijkt-MAC,289_Dprdprovinsidkijkt-MAC|441PL223E_CO|420968|5,31,68%,-91.83870968,NOT GO -> Have Pico
289_Dprdprovinsidkijkt-MAC,289_Dprdprovinsidkijkt-MAC|4424952E_CO|421017|6,25,13%,-84.68,NOT GO -> Have Pico
253_Rsbudiasih,253_Rsbudiasih|4435173E_CO|430200|1,11,12%,-111,OK -> GO
764_Seibu,764_Seibu|443PC306E_CO|430291|4,4,12%,-95.5,NOT GO -> Have Pico
29_CAPITOL PARK RESIDENCE,29_CAPITOL PARK RESIDENCE|4412152E_CO|410367|9,3,10%,-89.33333333,OK -> GO
50_TRANS PARK JUANDA BEKASI,50_TRANS PARK JUANDA BEKASI|MC4451385E|450217|9,15,12%,-95.8,OK -> GO
617_Milleniumcentennialctr-TBG,617_Milleniumcentennialctr-TBG|4424949E_CO|420028|7,34,12%,-100.6764706,NOT GO -> Have Pico
861_Plazatgr,861_Plazatgr|MC4472929E-LTE-PENGAIRAN-SUKARASA|470641|5,1,12%,-105,NOT GO -> Have Pico
652_Rssiloamsemanggi,652_Rssiloamsemanggi|4435023E_CO|430018|8,60,12%,-95.6,NOT GO -> Have Pico
290_Gajahmadaplz,290_Gajahmadaplz|4415033E|410203|7,19,9%,-80.84210526,NOT GO -> Have Pico
290_Gajahmadaplz,290_Gajahmadaplz|441PC160E-LTE-MILLENIUM-CAFEGMPLAZA|410326|4,79,47%,-89.20253165,NOT GO -> Have Pico
290_Gajahmadaplz,290_Gajahmadaplz|441PC160E-LTE-MILLENIUM-CAFEGMPLAZA|410326|5,8,10%,-89,NOT GO -> Have Pico
290_Gajahmadaplz,290_Gajahmadaplz|441PL615E|411115|25,16,6%,-78.8125,NOT GO -> Have Pico
16_PASAR PERNIAGAAN,16_PASAR PERNIAGAAN|4425486E_C2|421081|6,1,12%,-95,NOT GO -> Good Coverage from Surrounding
245_Rsmitrajtngr,245_Rsmitrajtngr|SH4433661E|430870|6,2,12%,-97,NOT GO -> Have Pico
292_Gdggaruda,292_Gdggaruda|441PL503E_CO|421240|21,2,9%,-91.5,NOT GO -> Have Pico
292_Gdggaruda,292_Gdggaruda|441PL503E_CO|421240|24,17,42%,-87.17647059,NOT GO -> Have Pico
1220_LapSchool Cirendeu,1220_LapSchool Cirendeu|4472908E-LTE-TARUMANEGARA CIRENDEU|470114|4,1,12%,-97,NOT GO -> Good Coverage from Surrounding
387_Apthilton,387_Apthilton|541PL065N_CO|420998|8,1,12%,-103,NOT GO -> Have Pico
293_Gdgrripusat,293_Gdgrripusat|4415012E_CO|410080|5,2,9%,-90.5,NOT GO -> Covered by Surrounding
680_Aptkemangvillage,680_Aptkemangvillage|441PX052E_CO|431025|16,4,12%,-103.5,NOT GO -> Have Pico
293_Gdgrripusat,293_Gdgrripusat|441PL282E_CO|421006|24,12,50%,-91.5,NOT GO -> Covered by Surrounding
294_Gdgseknegara,294_Gdgseknegara|441PC887E-LTE-SEKNEG-RI|410387|4,21,91%,-75.04761905,NOT GO -> Have Pico
794_Aeropolis 2,794_Aeropolis 2|4472954E|471766|7,91,12%,-107.2747253,OK -> GO
1159_PASAR PALMERIAM,1159_PASAR PALMERIAM|4415732E_CO|410250|1,3,12%,-108,OK -> GO with Change SOW
295_Grahabaramulti,295_Grahabaramulti|4415792E_CO|410256|4,1,10%,-94,NOT GO -> Covered by Surrounding
295_Grahabaramulti,295_Grahabaramulti|4415792E_CO|410256|1,1,12%,-98,NOT GO -> Covered by Surrounding
707_Mrtlebakbulus-TBG,707_Mrtlebakbulus-TBG|SH4431554E_CO|430456|7,17,12%,-97.52941176,OK -> GO
918_Herminagrandwisata,918_Herminagrandwisata|4455372E_CO|450310|7,24,12%,-99.79166667,OK -> GO
296_Hotellosariroxy,296_Hotellosariroxy|4415849E-LTE-PETOJO-BARAT|410145|5,8,41%,-87.125,NOT GO -> Have Pico
1245_Hotel Puri Denpasar,1245_Hotel Puri Denpasar|4432031E_CO|431144|9,2,12%,-100.5,OK -> GO
296_Hotellosariroxy,296_Hotellosariroxy|4422180E_CO|420093|6,3,8%,-79,NOT GO -> Have Pico
296_Hotellosariroxy,296_Hotellosariroxy|4425024E|421392|5,5,11%,-80.8,NOT GO -> Have Pico
293_Gdgrripusat,293_Gdgrripusat|4415012E_CO|410080|8,2,12%,-98,NOT GO -> Covered by Surrounding
297_Htlalilapcng,297_Htlalilapcng|4412153E-LTE-JALAN-KINGKIT|410056|6,7,43%,-84.14285714,NOT GO -> Good Coverage from Surrounding
297_Htlalilapcng,297_Htlalilapcng|4412153E-LTE-JALAN-KINGKIT|410056|9,17,54%,-82.88235294,NOT GO -> Good Coverage from Surrounding
298_Htlaryaduta,298_Htlaryaduta|4415002E_CO|410121|1,2,11%,-76.5,OK -> GO with Change SOW
298_Htlaryaduta,298_Htlaryaduta|4415002E_CO|410121|4,6,30%,-94.16666667,OK -> GO with Change SOW
1247_PROMENADE 57,1247_PROMENADE 57|4413443E_CO|420055|6,7,12%,-96.42857143,OK -> GO
298_Htlaryaduta,298_Htlaryaduta|MC4412156E_C2|411087|3,1012,12%,-89.45355731,OK -> GO with Change SOW
298_Htlaryaduta,298_Htlaryaduta|MC4412156E_C2|411087|6,372,6%,-94.53763441,OK -> GO with Change SOW
401_Depdiknasgedungeil1,401_Depdiknasgedungeil1|441PX427E_CO|430027|6,13,11%,-96,NOT GO -> Have Pico
299_Htlemporiumpecenongan,299_Htlemporiumpecenongan|4412153E-LTE-JALAN-KINGKIT|410056|6,3,30%,-81.33333333,NOT GO -> Have Pico
299_Htlemporiumpecenongan,299_Htlemporiumpecenongan|4412153E-LTE-JALAN-KINGKIT|410056|9,10,37%,-84.2,NOT GO -> Have Pico
1333_SENTRALAND CENGKARENG,1333_SENTRALAND CENGKARENG|4424200E_CO|421227|8,4,11%,-96.25,OK -> GO with Change SOW
603_Kedubesaustraliapatra,603_Kedubesaustraliapatra|SH4433705E|430984|4,1,11%,-107,NOT GO -> Hard Sitaq
919_Rskaryamedikatambun-DMT,919_Rskaryamedikatambun-DMT|4424021E_CO|451445|8,7,11%,-102.8571429,OK -> GO
1221_Universitas Pamulang (Kampus 2),1221_Universitas Pamulang (Kampus 2)|4462125E_CO|461115|1,5,11%,-113.2,OK -> GO
30_LIPPO THAMRIN,30_LIPPO THAMRIN|441PC430E_CO|420869|22,6,8%,-89.5,NOT GO -> Have Pico
30_LIPPO THAMRIN,30_LIPPO THAMRIN|441PC430E_CO|420869|25,14,40%,-80.64285714,NOT GO -> Have Pico
30_LIPPO THAMRIN,30_LIPPO THAMRIN|441PC430E_CO|420869|28,16,22%,-88.5625,NOT GO -> Have Pico
30_LIPPO THAMRIN,30_LIPPO THAMRIN|441PC430E_CO|420869|35,2,7%,-65,NOT GO -> Have Pico
30_LIPPO THAMRIN,30_LIPPO THAMRIN|441PC430E_CO|420869|38,8,8%,-81.625,NOT GO -> Have Pico
300_Htlmalioboro,300_Htlmalioboro|4415033E|410203|15,52,31%,-75.65384615,NOT GO -> Have Pico
300_Htlmalioboro,300_Htlmalioboro|4415033E|410203|8,25,20%,-81.64,NOT GO -> Have Pico
300_Htlmalioboro,300_Htlmalioboro|441PX149E_CO|410303|4,105,45%,-76.21904762,NOT GO -> Have Pico
1209_Pasar Parungpanjang ,1209_Pasar Parungpanjang |4461014E|461702|1,1,11%,-102,"NOT GO -> Under Construction, Covered by Surrounding"
301_Htlredtop,301_Htlredtop|4412153E-LTE-JALAN-KINGKIT|410056|9,8,32%,-93.875,NOT GO -> Covered by Surrounding
301_Htlredtop,301_Htlredtop|441PL681E|411141|24,65,9%,-92.06153846,NOT GO -> Covered by Surrounding
90_Apartmutiara,90_Apartmutiara|4413412E_C2|421333|19,255,9%,-103.9176471,OK -> GO
871_JIAC1C,871_JIAC1C|4462741E_CO|460917|8,4,11%,-96.75,NOT GO -> Have Pico
302_Istananegara,302_Istananegara|4412153E-LTE-JALAN-KINGKIT|410056|5,1,14%,-91,NOT GO -> Hard Sitaq
1333_SENTRALAND CENGKARENG,1333_SENTRALAND CENGKARENG|4424607E_CO|421360|2,255,7%,-100.8196078,OK -> GO with Change SOW
34_APTKEMANG,34_APTKEMANG|443A092E-LTE_Kemang_VI|430219|5,9,11%,-105.4444444,OK -> GO
695_Wismamulia2,695_Wismamulia2|441PL420E_CO|430938|22,2,11%,-100,NOT GO -> Have Pico
302_Istananegara,302_Istananegara|SH4411228E-LTE-KEBON-KELAPA-JUANDA-RELOC|410328|5,49,45%,-93.71428571,NOT GO -> Hard Sitaq
303_Itcroxymas,303_Itcroxymas|4420230E_CO|420138|3,1,6%,-88,NOT GO -> Have Pico
303_Itcroxymas,303_Itcroxymas|442PC005E_CO|421097|14,52,17%,-84.98076923,NOT GO -> Have Pico
303_Itcroxymas,303_Itcroxymas|442PC005E_CO|421097|24,13,9%,-82.69230769,NOT GO -> Have Pico
303_Itcroxymas,303_Itcroxymas|442PC005E_CO|421097|27,9,12%,-91.55555556,NOT GO -> Have Pico
303_Itcroxymas,303_Itcroxymas|442PC005E_CO|421097|37,17,5%,-90.64705882,NOT GO -> Have Pico
303_Itcroxymas,303_Itcroxymas|442PC412E_C2|421203|24,27,12%,-82.33333333,NOT GO -> Have Pico
303_Itcroxymas,303_Itcroxymas|442PC412E_C2|421203|27,7,13%,-84.28571429,NOT GO -> Have Pico
304_Kemenkelperikanan-KAS,304_Kemenkelperikanan-KAS|4415084E_CO|410090|5,14,25%,-90.5,NOT GO -> Have Pico
712_Rsupfatmawati-IBS,712_Rsupfatmawati-IBS|4431876E-LTE-TAMAN-CILANDAK-RAYA|430305|8,1,11%,-96,NOT GO -> Have Pico
304_Kemenkelperikanan-KAS,304_Kemenkelperikanan-KAS|441PL714E_CO|411232|24,15,8%,-83.53333333,NOT GO -> Have Pico
304_Kemenkelperikanan-KAS,304_Kemenkelperikanan-KAS|441PL714E_CO|411232|27,11,12%,-77.72727273,NOT GO -> Have Pico
304_Kemenkelperikanan-KAS,304_Kemenkelperikanan-KAS|441PL714E_CO|411232|34,4,10%,-89.75,NOT GO -> Have Pico
304_Kemenkelperikanan-KAS,304_Kemenkelperikanan-KAS|441PL714E_CO|411232|37,11,8%,-92.63636364,NOT GO -> Have Pico
305_Mabesad,305_Mabesad|4411233E_BB|410976|6,1,14%,-89,NOT GO -> Hard Sitaq
305_Mabesad,305_Mabesad|4413444E_CO|410093|17,83,7%,-94.09638554,NOT GO -> Hard Sitaq
305_Mabesad,305_Mabesad|4415012E_CO|410080|6,5,18%,-94.4,NOT GO -> Hard Sitaq
208_Cmbtaptpakubuwonospring,208_Cmbtaptpakubuwonospring|4431525E_LTE_PATAL_SIMPRUG_RELOCATION|430072|5,3,11%,-96.66666667,NOT GO -> Have Pico
305_Mabesad,305_Mabesad|441PX373E_CO|410751|4,11,38%,-88.90909091,NOT GO -> Hard Sitaq
306_Menarabtn,306_Menarabtn|441PC222E-LTE-MENARABTN|410331|4,182,51%,-86.83516484,NOT GO -> Have Pico
306_Menarabtn,306_Menarabtn|441PC222E-LTE-MENARABTN|410331|5,126,43%,-78.49206349,NOT GO -> Have Pico
307_Menaramerdeka,307_Menaramerdeka|4425013E-LTE-BUDI-KEMULIAAN|420008|4,12,5%,-86.41666667,NOT GO -> Have Pico
307_Menaramerdeka,307_Menaramerdeka|4425013E-LTE-BUDI-KEMULIAAN|420008|5,41,33%,-81.53658537,NOT GO -> Have Pico
307_Menaramerdeka,307_Menaramerdeka|4425013E-LTE-BUDI-KEMULIAAN|420008|6,32,19%,-88.59375,NOT GO -> Have Pico
307_Menaramerdeka,307_Menaramerdeka|4425013E-LTE-BUDI-KEMULIAAN|420008|8,22,20%,-89.40909091,NOT GO -> Have Pico
307_Menaramerdeka,307_Menaramerdeka|4425013E-LTE-BUDI-KEMULIAAN|420008|9,35,14%,-90.45714286,NOT GO -> Have Pico
308_Menkopolhukm,308_Menkopolhukm|4425013E-LTE-BUDI-KEMULIAAN|420008|5,8,17%,-87.375,NOT GO -> Hard Sitaq
308_Menkopolhukm,308_Menkopolhukm|4425013E-LTE-BUDI-KEMULIAAN|420008|6,63,45%,-88.79365079,NOT GO -> Hard Sitaq
308_Menkopolhukm,308_Menkopolhukm|4425013E-LTE-BUDI-KEMULIAAN|420008|8,3,8%,-91.33333333,NOT GO -> Hard Sitaq
308_Menkopolhukm,308_Menkopolhukm|4425013E-LTE-BUDI-KEMULIAAN|420008|9,14,22%,-91.85714286,NOT GO -> Hard Sitaq
309_Merlyenparkhotel,309_Merlyenparkhotel|4412246E_CO|410168|15,78,23%,-94.61538462,NOT GO -> Covered by Surrounding
1321_CASA DOMAIN,1321_CASA DOMAIN|4413443E_CO|420055|2,36,11%,-102.6388889,NOT GO -> Good Coverage from Surrounding
309_Merlyenparkhotel,309_Merlyenparkhotel|4415792E_CO|410256|3,20,11%,-93.5,NOT GO -> Covered by Surrounding
309_Merlyenparkhotel,309_Merlyenparkhotel|4415792E_CO|410256|6,30,11%,-88.1,NOT GO -> Covered by Surrounding
309_Merlyenparkhotel,309_Merlyenparkhotel|4415792E_CO|410256|9,57,13%,-92.10526316,NOT GO -> Covered by Surrounding
31_ROSEVILLE SOHO & SUITE,31_ROSEVILLE SOHO & SUITE|441PC476E_CO|471381|24,2,11%,-85.5,OK -> GO
31_ROSEVILLE SOHO & SUITE,31_ROSEVILLE SOHO & SUITE|4475844E_CO|470150|14,6,46%,-89.83333333,OK -> GO
31_ROSEVILLE SOHO & SUITE,31_ROSEVILLE SOHO & SUITE|4475844E_CO|470150|17,2,15%,-84.5,OK -> GO
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PL503E_CO|421240|21,6,17%,-92.16666667,OK -> GO
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PL503E_CO|421240|24,1,7%,-94,OK -> GO
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PL503E_CO|421240|26,3,6%,-91.66666667,OK -> GO
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PL503E_CO|421240|27,10,14%,-91.5,OK -> GO
296_Hotellosariroxy,296_Hotellosariroxy|4415849E-LTE-PETOJO-BARAT|410145|9,3,11%,-103.6666667,NOT GO -> Have Pico
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PX087E|421011|17,6,25%,-86.66666667,OK -> GO
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PX087E|421011|24,3,8%,-85.33333333,OK -> GO
310_Mrtbundaranhi-TBG,310_Mrtbundaranhi-TBG|441PX094E_CO|420976|6,1391,10%,-91.10424155,OK -> GO
311_Pelnigajahmada,311_Pelnigajahmada|4415033E|410203|15,11,25%,-73.81818182,NOT GO -> Good Coverage from Surrounding
311_Pelnigajahmada,311_Pelnigajahmada|4415033E|410203|5,6,7%,-89.66666667,NOT GO -> Good Coverage from Surrounding
311_Pelnigajahmada,311_Pelnigajahmada|4415033E|410203|8,14,19%,-79.21428571,NOT GO -> Good Coverage from Surrounding
311_Pelnigajahmada,311_Pelnigajahmada|441PX149E_CO|410303|4,106,44%,-75.49056604,NOT GO -> Good Coverage from Surrounding
889_Itcbsd,889_Itcbsd|4472173E-LTE-GRHA-SERPONG-BSD|470535|1,3,11%,-103.6666667,NOT GO -> Have Pico
312_Pertamina,312_Pertamina|4411233E-LTE-Lapangan-Banteng|410079|8,6,34%,-93.83333333,NOT GO -> Have Pico
313_Rsbudikemuliaan,313_Rsbudikemuliaan|441PX138E-LTE-MENARA-MERDEKA-JAKARTA|420498|14,2,16%,-92,OK -> GO
313_Rsbudikemuliaan,313_Rsbudikemuliaan|MC4424766E_CO|420311|4,20,25%,-93.6,OK -> GO
313_Rsbudikemuliaan,313_Rsbudikemuliaan|MC4424766E_CO|420311|6,2,21%,-81,OK -> GO
313_Rsbudikemuliaan,313_Rsbudikemuliaan|MC4424766E_CO|420311|7,30,24%,-93.4,OK -> GO
313_Rsbudikemuliaan,313_Rsbudikemuliaan|MC4424766E_CO|420311|9,5,7%,-88.4,OK -> GO
314_Rsudtarakan,314_Rsudtarakan|4425056E_CO|420193|6,34,8%,-94.91176471,OK -> GO
398_Davinci,398_Davinci|SH4421104E|420018|1,3,11%,-96.33333333,OK -> GO
499_Seasoncity2,499_Seasoncity2|4425478E_CO|420902|2,24,11%,-104.1666667,NOT GO -> Have Pico
314_Rsudtarakan,314_Rsudtarakan|MC4424765E|420310|4,13,16%,-87.46153846,OK -> GO
429_Mnrbatavia,429_Mnrbatavia|SH4421104E|420018|8,2,11%,-99.5,NOT GO -> Have Pico
315_Snipergrhapertamina-GTI,315_Snipergrhapertamina-GTI|4415014E_CO|410059|6,2,61%,-91.5,NOT GO -> Have Pico
