polygon_name,WKT
25_LIPPO PLAZA KRAMAT JATI,"POLYGON ((106.8688265 -6.270819, 106.86882505782563 -6.270848356133529, 106.86882074519148 -6.270877429551444, 106.86881360363056 -6.270905940260838, 106.86880370191999 -6.270933613687994, 106.86879113541868 -6.270960183322679, 106.86877602514889 -6.27098539328479, 106.86875851663078 -6.271009000788608, 106.86873877848096 -6.271030778480966, 106.8687170007886 -6.271050516630782, 106.86869339328479 -6.271068025148885, 106.86866818332268 -6.271083135418673, 106.868641613688 -6.271095701919988, 106.86861394026084 -6.271105603630552, 106.86858542955144 -6.271112745191481, 106.86855635613352 -6.271117057825639, 106.868527 -6.2711185, 106.86849764386648 -6.271117057825639, 106.86846857044856 -6.271112745191481, 106.86844005973916 -6.271105603630552, 106.868412386312 -6.271095701919988, 106.86838581667732 -6.271083135418673, 106.86836060671521 -6.271068025148885, 106.8683369992114 -6.271050516630782, 106.86831522151904 -6.271030778480966, 106.86829548336922 -6.271009000788608, 106.86827797485111 -6.27098539328479, 106.86826286458133 -6.270960183322679, 106.86825029808001 -6.270933613687994, 106.86824039636944 -6.270905940260838, 106.86823325480852 -6.270877429551444, 106.86822894217437 -6.270848356133529, 106.8682275 -6.270819, 106.86822894217437 -6.270789643866472, 106.86823325480852 -6.270760570448557, 106.86824039636944 -6.270732059739163, 106.86825029808001 -6.270704386312007, 106.86826286458133 -6.270677816677321, 106.86827797485111 -6.270652606715211, 106.86829548336922 -6.270628999211393, 106.86831522151904 -6.270607221519035, 106.8683369992114 -6.270587483369218, 106.86836060671521 -6.2705699748511154, 106.86838581667732 -6.270554864581328, 106.868412386312 -6.270542298080013, 106.86844005973916 -6.270532396369449, 106.86846857044856 -6.270525254808519, 106.86849764386648 -6.270520942174362, 106.868527 -6.270519500000001, 106.86855635613352 -6.270520942174362, 106.86858542955144 -6.270525254808519, 106.86861394026084 -6.270532396369449, 106.868641613688 -6.270542298080013, 106.86866818332268 -6.270554864581328, 106.86869339328479 -6.2705699748511154, 106.8687170007886 -6.270587483369218, 106.86873877848096 -6.270607221519035, 106.86875851663078 -6.270628999211393, 106.86877602514889 -6.270652606715211, 106.86879113541868 -6.270677816677321, 106.86880370191999 -6.270704386312007, 106.86881360363056 -6.270732059739163, 106.86882074519148 -6.270760570448557, 106.86882505782563 -6.270789643866472, 106.8688265 -6.270819))"
26_PX PAVILLION,"POLYGON ((106.73797549999999 -6.18862, 106.73797405782562 -6.188649356133529, 106.73796974519148 -6.188678429551444, 106.73796260363055 -6.188706940260838, 106.73795270191998 -6.188734613687994, 106.73794013541867 -6.188761183322679, 106.73792502514888 -6.18878639328479, 106.73790751663077 -6.1888100007886075, 106.73788777848095 -6.188831778480965, 106.7378660007886 -6.188851516630782, 106.73784239328478 -6.188869025148885, 106.73781718332268 -6.1888841354186725, 106.73779061368799 -6.188896701919988, 106.73776294026084 -6.188906603630552, 106.73773442955144 -6.188913745191481, 106.73770535613352 -6.188918057825639, 106.737676 -6.1889195, 106.73764664386647 -6.188918057825639, 106.73761757044855 -6.188913745191481, 106.73758905973915 -6.188906603630552, 106.737561386312 -6.188896701919988, 106.73753481667731 -6.1888841354186725, 106.73750960671521 -6.188869025148885, 106.73748599921139 -6.188851516630782, 106.73746422151903 -6.188831778480965, 106.73744448336922 -6.1888100007886075, 106.7374269748511 -6.18878639328479, 106.73741186458132 -6.188761183322679, 106.73739929808 -6.188734613687994, 106.73738939636944 -6.188706940260838, 106.73738225480851 -6.188678429551444, 106.73737794217436 -6.188649356133529, 106.7373765 -6.18862, 106.73737794217436 -6.188590643866472, 106.73738225480851 -6.188561570448557, 106.73738939636944 -6.188533059739163, 106.73739929808 -6.1885053863120065, 106.73741186458132 -6.188478816677321, 106.7374269748511 -6.1884536067152105, 106.73744448336922 -6.188429999211393, 106.73746422151903 -6.188408221519035, 106.73748599921139 -6.188388483369218, 106.73750960671521 -6.188370974851115, 106.73753481667731 -6.188355864581328, 106.737561386312 -6.188343298080013, 106.73758905973915 -6.1883333963694485, 106.73761757044855 -6.188326254808519, 106.73764664386647 -6.188321942174362, 106.737676 -6.188320500000001, 106.73770535613352 -6.188321942174362, 106.73773442955144 -6.188326254808519, 106.73776294026084 -6.1883333963694485, 106.73779061368799 -6.188343298080013, 106.73781718332268 -6.188355864581328, 106.73784239328478 -6.188370974851115, 106.7378660007886 -6.188388483369218, 106.73788777848095 -6.188408221519035, 106.73790751663077 -6.188429999211393, 106.73792502514888 -6.1884536067152105, 106.73794013541867 -6.188478816677321, 106.73795270191998 -6.1885053863120065, 106.73796260363055 -6.188533059739163, 106.73796974519148 -6.188561570448557, 106.73797405782562 -6.188590643866472, 106.73797549999999 -6.18862))"
27_SILOAM HOSPITAL TB SIMATUPANG,"POLYGON ((106.7843185 -6.2924, 106.78431705782563 -6.292429356133528, 106.78431274519149 -6.292458429551443, 106.78430560363056 -6.292486940260837, 106.78429570191999 -6.2925146136879935, 106.78428313541868 -6.292541183322679, 106.78426802514889 -6.2925663932847895, 106.78425051663078 -6.292590000788607, 106.78423077848096 -6.292611778480965, 106.78420900078861 -6.292631516630782, 106.78418539328479 -6.292649025148885, 106.78416018332268 -6.292664135418672, 106.784133613688 -6.292676701919987, 106.78410594026084 -6.2926866036305515, 106.78407742955144 -6.292693745191481, 106.78404835613352 -6.292698057825638, 106.784019 -6.2926994999999994, 106.78398964386648 -6.292698057825638, 106.78396057044856 -6.292693745191481, 106.78393205973916 -6.2926866036305515, 106.783904386312 -6.292676701919987, 106.78387781667732 -6.292664135418672, 106.78385260671521 -6.292649025148885, 106.7838289992114 -6.292631516630782, 106.78380722151904 -6.292611778480965, 106.78378748336922 -6.292590000788607, 106.78376997485111 -6.2925663932847895, 106.78375486458133 -6.292541183322679, 106.78374229808001 -6.2925146136879935, 106.78373239636944 -6.292486940260837, 106.78372525480852 -6.292458429551443, 106.78372094217437 -6.292429356133528, 106.7837195 -6.2924, 106.78372094217437 -6.292370643866471, 106.78372525480852 -6.292341570448556, 106.78373239636944 -6.292313059739162, 106.78374229808001 -6.292285386312006, 106.78375486458133 -6.292258816677321, 106.78376997485111 -6.29223360671521, 106.78378748336922 -6.2922099992113925, 106.78380722151904 -6.292188221519035, 106.7838289992114 -6.292168483369218, 106.78385260671521 -6.292150974851115, 106.78387781667732 -6.2921358645813275, 106.783904386312 -6.292123298080012, 106.78393205973916 -6.292113396369448, 106.78396057044856 -6.292106254808519, 106.78398964386648 -6.292101942174361, 106.784019 -6.2921005, 106.78404835613352 -6.292101942174361, 106.78407742955144 -6.292106254808519, 106.78410594026084 -6.292113396369448, 106.784133613688 -6.292123298080012, 106.78416018332268 -6.2921358645813275, 106.78418539328479 -6.292150974851115, 106.78420900078861 -6.292168483369218, 106.78423077848096 -6.292188221519035, 106.78425051663078 -6.2922099992113925, 106.78426802514889 -6.29223360671521, 106.78428313541868 -6.292258816677321, 106.78429570191999 -6.292285386312006, 106.78430560363056 -6.292313059739162, 106.78431274519149 -6.292341570448556, 106.78431705782563 -6.292370643866471, 106.7843185 -6.2924))"
28_ARYADUTA MENTENG TUGU TANI,"POLYGON ((106.8355965 -6.181606, 106.83559505782563 -6.181635356133529, 106.83559074519148 -6.181664429551444, 106.83558360363055 -6.181692940260838, 106.83557370191998 -6.181720613687994, 106.83556113541867 -6.181747183322679, 106.83554602514889 -6.18177239328479, 106.83552851663077 -6.181796000788608, 106.83550877848096 -6.181817778480966, 106.8354870007886 -6.181837516630782, 106.83546339328478 -6.181855025148885, 106.83543818332268 -6.181870135418673, 106.835411613688 -6.181882701919988, 106.83538394026084 -6.181892603630552, 106.83535542955144 -6.181899745191481, 106.83532635613352 -6.181904057825639, 106.835297 -6.1819055, 106.83526764386647 -6.181904057825639, 106.83523857044855 -6.181899745191481, 106.83521005973915 -6.181892603630552, 106.835182386312 -6.181882701919988, 106.83515581667731 -6.181870135418673, 106.83513060671521 -6.181855025148885, 106.83510699921139 -6.181837516630782, 106.83508522151904 -6.181817778480966, 106.83506548336922 -6.181796000788608, 106.83504797485111 -6.18177239328479, 106.83503286458132 -6.181747183322679, 106.83502029808001 -6.181720613687994, 106.83501039636944 -6.181692940260838, 106.83500325480851 -6.181664429551444, 106.83499894217437 -6.181635356133529, 106.8349975 -6.181606, 106.83499894217437 -6.181576643866472, 106.83500325480851 -6.181547570448557, 106.83501039636944 -6.181519059739163, 106.83502029808001 -6.181491386312007, 106.83503286458132 -6.181464816677321, 106.83504797485111 -6.181439606715211, 106.83506548336922 -6.181415999211393, 106.83508522151904 -6.181394221519035, 106.83510699921139 -6.181374483369218, 106.83513060671521 -6.1813569748511155, 106.83515581667731 -6.181341864581328, 106.835182386312 -6.181329298080013, 106.83521005973915 -6.181319396369449, 106.83523857044855 -6.181312254808519, 106.83526764386647 -6.181307942174362, 106.835297 -6.181306500000001, 106.83532635613352 -6.181307942174362, 106.83535542955144 -6.181312254808519, 106.83538394026084 -6.181319396369449, 106.835411613688 -6.181329298080013, 106.83543818332268 -6.181341864581328, 106.83546339328478 -6.1813569748511155, 106.8354870007886 -6.181374483369218, 106.83550877848096 -6.181394221519035, 106.83552851663077 -6.181415999211393, 106.83554602514889 -6.181439606715211, 106.83556113541867 -6.181464816677321, 106.83557370191998 -6.181491386312007, 106.83558360363055 -6.181519059739163, 106.83559074519148 -6.181547570448557, 106.83559505782563 -6.181576643866472, 106.8355965 -6.181606))"
29_CAPITOL PARK RESIDENCE,"POLYGON ((106.8500195 -6.198178, 106.85001805782564 -6.198207356133529, 106.85001374519149 -6.198236429551444, 106.85000660363056 -6.198264940260838, 106.84999670191999 -6.198292613687994, 106.84998413541868 -6.198319183322679, 106.8499690251489 -6.19834439328479, 106.84995151663078 -6.198368000788608, 106.84993177848096 -6.198389778480966, 106.84991000078861 -6.198409516630782, 106.84988639328479 -6.198427025148885, 106.84986118332269 -6.198442135418673, 106.849834613688 -6.198454701919988, 106.84980694026085 -6.198464603630552, 106.84977842955145 -6.1984717451914815, 106.84974935613353 -6.198476057825639, 106.84972 -6.1984775, 106.84969064386648 -6.198476057825639, 106.84966157044856 -6.1984717451914815, 106.84963305973916 -6.198464603630552, 106.849605386312 -6.198454701919988, 106.84957881667732 -6.198442135418673, 106.84955360671522 -6.198427025148885, 106.8495299992114 -6.198409516630782, 106.84950822151905 -6.198389778480966, 106.84948848336923 -6.198368000788608, 106.84947097485112 -6.19834439328479, 106.84945586458133 -6.198319183322679, 106.84944329808002 -6.198292613687994, 106.84943339636945 -6.198264940260838, 106.84942625480852 -6.198236429551444, 106.84942194217437 -6.198207356133529, 106.84942050000001 -6.198178, 106.84942194217437 -6.198148643866472, 106.84942625480852 -6.198119570448557, 106.84943339636945 -6.198091059739163, 106.84944329808002 -6.198063386312007, 106.84945586458133 -6.198036816677321, 106.84947097485112 -6.198011606715211, 106.84948848336923 -6.197987999211393, 106.84950822151905 -6.197966221519035, 106.8495299992114 -6.197946483369218, 106.84955360671522 -6.1979289748511155, 106.84957881667732 -6.197913864581328, 106.849605386312 -6.197901298080013, 106.84963305973916 -6.197891396369449, 106.84966157044856 -6.197884254808519, 106.84969064386648 -6.197879942174362, 106.84972 -6.197878500000001, 106.84974935613353 -6.197879942174362, 106.84977842955145 -6.197884254808519, 106.84980694026085 -6.197891396369449, 106.849834613688 -6.197901298080013, 106.84986118332269 -6.197913864581328, 106.84988639328479 -6.1979289748511155, 106.84991000078861 -6.197946483369218, 106.84993177848096 -6.197966221519035, 106.84995151663078 -6.197987999211393, 106.8499690251489 -6.198011606715211, 106.84998413541868 -6.198036816677321, 106.84999670191999 -6.198063386312007, 106.85000660363056 -6.198091059739163, 106.85001374519149 -6.198119570448557, 106.85001805782564 -6.198148643866472, 106.8500195 -6.198178))"
30_LIPPO THAMRIN,"POLYGON ((106.8229659 -6.1895533, 106.82296445782563 -6.1895826561335285, 106.82296014519149 -6.1896117295514435, 106.82295300363056 -6.189640240260838, 106.82294310191999 -6.189667913687994, 106.82293053541868 -6.189694483322679, 106.82291542514889 -6.18971969328479, 106.82289791663078 -6.189743300788607, 106.82287817848096 -6.189765078480965, 106.82285640078861 -6.189784816630782, 106.82283279328479 -6.189802325148885, 106.82280758332269 -6.189817435418672, 106.822781013688 -6.1898300019199874, 106.82275334026085 -6.189839903630552, 106.82272482955145 -6.189847045191481, 106.82269575613353 -6.1898513578256384, 106.8226664 -6.1898528, 106.82263704386648 -6.1898513578256384, 106.82260797044856 -6.189847045191481, 106.82257945973916 -6.189839903630552, 106.822551786312 -6.1898300019199874, 106.82252521667732 -6.189817435418672, 106.82250000671522 -6.189802325148885, 106.8224763992114 -6.189784816630782, 106.82245462151904 -6.189765078480965, 106.82243488336923 -6.189743300788607, 106.82241737485111 -6.18971969328479, 106.82240226458133 -6.189694483322679, 106.82238969808002 -6.189667913687994, 106.82237979636945 -6.189640240260838, 106.82237265480852 -6.1896117295514435, 106.82236834217437 -6.1895826561335285, 106.8223669 -6.1895533, 106.82236834217437 -6.1895239438664715, 106.82237265480852 -6.189494870448557, 106.82237979636945 -6.189466359739162, 106.82238969808002 -6.189438686312006, 106.82240226458133 -6.189412116677321, 106.82241737485111 -6.18938690671521, 106.82243488336923 -6.189363299211393, 106.82245462151904 -6.189341521519035, 106.8224763992114 -6.189321783369218, 106.82250000671522 -6.189304274851115, 106.82252521667732 -6.189289164581328, 106.822551786312 -6.189276598080013, 106.82257945973916 -6.189266696369448, 106.82260797044856 -6.189259554808519, 106.82263704386648 -6.189255242174362, 106.8226664 -6.1892538, 106.82269575613353 -6.189255242174362, 106.82272482955145 -6.189259554808519, 106.82275334026085 -6.189266696369448, 106.822781013688 -6.189276598080013, 106.82280758332269 -6.189289164581328, 106.82283279328479 -6.189304274851115, 106.82285640078861 -6.189321783369218, 106.82287817848096 -6.189341521519035, 106.82289791663078 -6.189363299211393, 106.82291542514889 -6.18938690671521, 106.82293053541868 -6.189412116677321, 106.82294310191999 -6.189438686312006, 106.82295300363056 -6.189466359739162, 106.82296014519149 -6.189494870448557, 106.82296445782563 -6.1895239438664715, 106.8229659 -6.1895533))"
31_ROSEVILLE SOHO & SUITE,"POLYGON ((106.66492149999999 -6.294579, 106.66492005782563 -6.294608356133528, 106.66491574519148 -6.294637429551443, 106.66490860363055 -6.294665940260837, 106.66489870191998 -6.294693613687993, 106.66488613541867 -6.294720183322679, 106.66487102514888 -6.294745393284789, 106.66485351663077 -6.294769000788607, 106.66483377848095 -6.294790778480965, 106.6648120007886 -6.294810516630782, 106.66478839328478 -6.294828025148885, 106.66476318332268 -6.294843135418672, 106.66473661368799 -6.294855701919987, 106.66470894026084 -6.2948656036305515, 106.66468042955144 -6.294872745191481, 106.66465135613352 -6.294877057825638, 106.664622 -6.294878499999999, 106.66459264386647 -6.294877057825638, 106.66456357044855 -6.294872745191481, 106.66453505973915 -6.2948656036305515, 106.664507386312 -6.294855701919987, 106.66448081667731 -6.294843135418672, 106.66445560671521 -6.294828025148885, 106.66443199921139 -6.294810516630782, 106.66441022151903 -6.294790778480965, 106.66439048336922 -6.294769000788607, 106.6643729748511 -6.294745393284789, 106.66435786458132 -6.294720183322679, 106.66434529808001 -6.294693613687993, 106.66433539636944 -6.294665940260837, 106.66432825480851 -6.294637429551443, 106.66432394217436 -6.294608356133528, 106.6643225 -6.294579, 106.66432394217436 -6.294549643866471, 106.66432825480851 -6.294520570448556, 106.66433539636944 -6.294492059739162, 106.66434529808001 -6.294464386312006, 106.66435786458132 -6.294437816677321, 106.6643729748511 -6.29441260671521, 106.66439048336922 -6.294388999211392, 106.66441022151903 -6.2943672215190345, 106.66443199921139 -6.294347483369218, 106.66445560671521 -6.294329974851115, 106.66448081667731 -6.294314864581327, 106.664507386312 -6.294302298080012, 106.66453505973915 -6.294292396369448, 106.66456357044855 -6.294285254808519, 106.66459264386647 -6.294280942174361, 106.664622 -6.2942795, 106.66465135613352 -6.294280942174361, 106.66468042955144 -6.294285254808519, 106.66470894026084 -6.294292396369448, 106.66473661368799 -6.294302298080012, 106.66476318332268 -6.294314864581327, 106.66478839328478 -6.294329974851115, 106.6648120007886 -6.294347483369218, 106.66483377848095 -6.2943672215190345, 106.66485351663077 -6.294388999211392, 106.66487102514888 -6.29441260671521, 106.66488613541867 -6.294437816677321, 106.66489870191998 -6.294464386312006, 106.66490860363055 -6.294492059739162, 106.66491574519148 -6.294520570448556, 106.66492005782563 -6.294549643866471, 106.66492149999999 -6.294579))"
32_BINUS UNIVERSITY ALAM SUTERA,"POLYGON ((106.6490622 -6.2235171, 106.64906075782564 -6.223546456133528, 106.64905644519149 -6.223575529551443, 106.64904930363056 -6.223604040260837, 106.64903940191999 -6.223631713687993, 106.64902683541868 -6.223658283322679, 106.6490117251489 -6.223683493284789, 106.64899421663078 -6.223707100788607, 106.64897447848097 -6.223728878480965, 106.64895270078861 -6.223748616630782, 106.64892909328479 -6.2237661251488845, 106.64890388332269 -6.223781235418672, 106.648877313688 -6.223793801919987, 106.64884964026085 -6.223803703630551, 106.64882112955145 -6.223810845191481, 106.64879205613353 -6.223815157825638, 106.6487627 -6.223816599999999, 106.64873334386648 -6.223815157825638, 106.64870427044856 -6.223810845191481, 106.64867575973916 -6.223803703630551, 106.64864808631201 -6.223793801919987, 106.64862151667732 -6.223781235418672, 106.64859630671522 -6.2237661251488845, 106.6485726992114 -6.223748616630782, 106.64855092151905 -6.223728878480965, 106.64853118336923 -6.223707100788607, 106.64851367485112 -6.223683493284789, 106.64849856458133 -6.223658283322679, 106.64848599808002 -6.223631713687993, 106.64847609636945 -6.223604040260837, 106.64846895480852 -6.223575529551443, 106.64846464217437 -6.223546456133528, 106.64846320000001 -6.2235171, 106.64846464217437 -6.223487743866471, 106.64846895480852 -6.223458670448556, 106.64847609636945 -6.223430159739162, 106.64848599808002 -6.223402486312006, 106.64849856458133 -6.223375916677321, 106.64851367485112 -6.22335070671521, 106.64853118336923 -6.223327099211392, 106.64855092151905 -6.223305321519034, 106.6485726992114 -6.2232855833692176, 106.64859630671522 -6.223268074851115, 106.64862151667732 -6.223252964581327, 106.64864808631201 -6.223240398080012, 106.64867575973916 -6.223230496369448, 106.64870427044856 -6.2232233548085185, 106.64873334386648 -6.223219042174361, 106.6487627 -6.2232176, 106.64879205613353 -6.223219042174361, 106.64882112955145 -6.2232233548085185, 106.64884964026085 -6.223230496369448, 106.648877313688 -6.223240398080012, 106.64890388332269 -6.223252964581327, 106.64892909328479 -6.223268074851115, 106.64895270078861 -6.2232855833692176, 106.64897447848097 -6.223305321519034, 106.64899421663078 -6.223327099211392, 106.6490117251489 -6.22335070671521, 106.64902683541868 -6.223375916677321, 106.64903940191999 -6.223402486312006, 106.64904930363056 -6.223430159739162, 106.64905644519149 -6.223458670448556, 106.64906075782564 -6.223487743866471, 106.6490622 -6.2235171))"
33_SPRINGWOOD RESIDENCE,"POLYGON ((106.6382844 -6.2248439, 106.63828295782564 -6.224873256133528, 106.63827864519149 -6.224902329551443, 106.63827150363056 -6.224930840260837, 106.63826160192 -6.2249585136879935, 106.63824903541868 -6.224985083322679, 106.6382339251489 -6.2250102932847895, 106.63821641663078 -6.225033900788607, 106.63819667848097 -6.225055678480965, 106.63817490078861 -6.225075416630782, 106.63815129328479 -6.225092925148885, 106.63812608332269 -6.225108035418672, 106.638099513688 -6.225120601919987, 106.63807184026085 -6.2251305036305515, 106.63804332955145 -6.225137645191481, 106.63801425613353 -6.225141957825638, 106.6379849 -6.225143399999999, 106.63795554386648 -6.225141957825638, 106.63792647044856 -6.225137645191481, 106.63789795973916 -6.2251305036305515, 106.63787028631201 -6.225120601919987, 106.63784371667732 -6.225108035418672, 106.63781850671522 -6.225092925148885, 106.6377948992114 -6.225075416630782, 106.63777312151905 -6.225055678480965, 106.63775338336923 -6.225033900788607, 106.63773587485112 -6.2250102932847895, 106.63772076458133 -6.224985083322679, 106.63770819808002 -6.2249585136879935, 106.63769829636945 -6.224930840260837, 106.63769115480852 -6.224902329551443, 106.63768684217438 -6.224873256133528, 106.63768540000001 -6.2248439, 106.63768684217438 -6.224814543866471, 106.63769115480852 -6.224785470448556, 106.63769829636945 -6.224756959739162, 106.63770819808002 -6.224729286312006, 106.63772076458133 -6.224702716677321, 106.63773587485112 -6.22467750671521, 106.63775338336923 -6.2246538992113924, 106.63777312151905 -6.2246321215190346, 106.6377948992114 -6.224612383369218, 106.63781850671522 -6.224594874851115, 106.63784371667732 -6.2245797645813274, 106.63787028631201 -6.224567198080012, 106.63789795973916 -6.224557296369448, 106.63792647044856 -6.224550154808519, 106.63795554386648 -6.224545842174361, 106.6379849 -6.2245444, 106.63801425613353 -6.224545842174361, 106.63804332955145 -6.224550154808519, 106.63807184026085 -6.224557296369448, 106.638099513688 -6.224567198080012, 106.63812608332269 -6.2245797645813274, 106.63815129328479 -6.224594874851115, 106.63817490078861 -6.224612383369218, 106.63819667848097 -6.2246321215190346, 106.63821641663078 -6.2246538992113924, 106.6382339251489 -6.22467750671521, 106.63824903541868 -6.224702716677321, 106.63826160192 -6.224729286312006, 106.63827150363056 -6.224756959739162, 106.63827864519149 -6.224785470448556, 106.63828295782564 -6.224814543866471, 106.6382844 -6.2248439))"
34_APTKEMANG,"POLYGON ((106.81393849999999 -6.264472, 106.81393705782563 -6.264501356133528, 106.81393274519148 -6.264530429551443, 106.81392560363055 -6.264558940260837, 106.81391570191998 -6.264586613687993, 106.81390313541867 -6.264613183322679, 106.81388802514888 -6.264638393284789, 106.81387051663077 -6.264662000788607, 106.81385077848095 -6.264683778480965, 106.8138290007886 -6.264703516630782, 106.81380539328478 -6.2647210251488845, 106.81378018332268 -6.264736135418672, 106.813753613688 -6.264748701919987, 106.81372594026084 -6.264758603630551, 106.81369742955144 -6.264765745191481, 106.81366835613352 -6.264770057825638, 106.813639 -6.264771499999999, 106.81360964386647 -6.264770057825638, 106.81358057044855 -6.264765745191481, 106.81355205973915 -6.264758603630551, 106.813524386312 -6.264748701919987, 106.81349781667731 -6.264736135418672, 106.81347260671521 -6.2647210251488845, 106.81344899921139 -6.264703516630782, 106.81342722151904 -6.264683778480965, 106.81340748336922 -6.264662000788607, 106.8133899748511 -6.264638393284789, 106.81337486458132 -6.264613183322679, 106.81336229808001 -6.264586613687993, 106.81335239636944 -6.264558940260837, 106.81334525480851 -6.264530429551443, 106.81334094217436 -6.264501356133528, 106.8133395 -6.264472, 106.81334094217436 -6.264442643866471, 106.81334525480851 -6.264413570448556, 106.81335239636944 -6.264385059739162, 106.81336229808001 -6.264357386312006, 106.81337486458132 -6.264330816677321, 106.8133899748511 -6.26430560671521, 106.81340748336922 -6.264281999211392, 106.81342722151904 -6.264260221519034, 106.81344899921139 -6.264240483369218, 106.81347260671521 -6.264222974851115, 106.81349781667731 -6.264207864581327, 106.813524386312 -6.264195298080012, 106.81355205973915 -6.264185396369448, 106.81358057044855 -6.2641782548085185, 106.81360964386647 -6.264173942174361, 106.813639 -6.2641725, 106.81366835613352 -6.264173942174361, 106.81369742955144 -6.2641782548085185, 106.81372594026084 -6.264185396369448, 106.813753613688 -6.264195298080012, 106.81378018332268 -6.264207864581327, 106.81380539328478 -6.264222974851115, 106.8138290007886 -6.264240483369218, 106.81385077848095 -6.264260221519034, 106.81387051663077 -6.264281999211392, 106.81388802514888 -6.26430560671521, 106.81390313541867 -6.264330816677321, 106.81391570191998 -6.264357386312006, 106.81392560363055 -6.264385059739162, 106.81393274519148 -6.264413570448556, 106.81393705782563 -6.264442643866471, 106.81393849999999 -6.264472))"
35_BANKBUKOPIN,"POLYGON ((106.8498875 -6.243697, 106.84988605782563 -6.2437263561335286, 106.84988174519148 -6.2437554295514435, 106.84987460363055 -6.243783940260838, 106.84986470191998 -6.243811613687994, 106.84985213541867 -6.243838183322679, 106.84983702514889 -6.24386339328479, 106.84981951663077 -6.243887000788607, 106.84979977848096 -6.243908778480965, 106.8497780007886 -6.243928516630782, 106.84975439328478 -6.243946025148885, 106.84972918332268 -6.243961135418672, 106.849702613688 -6.2439737019199875, 106.84967494026084 -6.243983603630552, 106.84964642955144 -6.243990745191481, 106.84961735613352 -6.2439950578256385, 106.849588 -6.2439965, 106.84955864386647 -6.2439950578256385, 106.84952957044855 -6.243990745191481, 106.84950105973915 -6.243983603630552, 106.849473386312 -6.2439737019199875, 106.84944681667731 -6.243961135418672, 106.84942160671521 -6.243946025148885, 106.84939799921139 -6.243928516630782, 106.84937622151904 -6.243908778480965, 106.84935648336922 -6.243887000788607, 106.84933897485111 -6.24386339328479, 106.84932386458132 -6.243838183322679, 106.84931129808001 -6.243811613687994, 106.84930139636944 -6.243783940260838, 106.84929425480851 -6.2437554295514435, 106.84928994217437 -6.2437263561335286, 106.8492885 -6.243697, 106.84928994217437 -6.2436676438664716, 106.84929425480851 -6.243638570448557, 106.84930139636944 -6.243610059739162, 106.84931129808001 -6.243582386312006, 106.84932386458132 -6.243555816677321, 106.84933897485111 -6.24353060671521, 106.84935648336922 -6.243506999211393, 106.84937622151904 -6.243485221519035, 106.84939799921139 -6.243465483369218, 106.84942160671521 -6.243447974851115, 106.84944681667731 -6.243432864581328, 106.849473386312 -6.243420298080013, 106.84950105973915 -6.243410396369448, 106.84952957044855 -6.243403254808519, 106.84955864386647 -6.243398942174362, 106.849588 -6.2433975, 106.84961735613352 -6.243398942174362, 106.84964642955144 -6.243403254808519, 106.84967494026084 -6.243410396369448, 106.849702613688 -6.243420298080013, 106.84972918332268 -6.243432864581328, 106.84975439328478 -6.243447974851115, 106.8497780007886 -6.243465483369218, 106.84979977848096 -6.243485221519035, 106.84981951663077 -6.243506999211393, 106.84983702514889 -6.24353060671521, 106.84985213541867 -6.243555816677321, 106.84986470191998 -6.243582386312006, 106.84987460363055 -6.243610059739162, 106.84988174519148 -6.243638570448557, 106.84988605782563 -6.2436676438664716, 106.8498875 -6.243697))"
