WKT,polygon_name
"MULTIPOLYGON (((106.832599879805 -6.34700302685942,106.826853969534 -6.34673013402332,106.825004362534 -6.3529460264011,106.822275434173 -6.36158005252097,106.819406269216 -6.37118436428029,106.822286804708 -6.37240480168617,106.825955697282 -6.37360249802237,106.830109732676 -6.37502760505533,106.832277714652 -6.36970619475143,106.832732536045 -6.36658308784942,106.83212610752 -6.36205003462758,106.831565161135 -6.35795664208611,106.830412946938 -6.35662249933186,106.832019982529 -6.35469708876606,106.832599879805 -6.34700302685942)))",Universitas Indonesia
