WKT,VIP_Route_Name
"POLYGON ((11889544.8945506 -686626.907242029,11889477.4349391 -686375.210079902,11889293.0898624 -686190.916480763,11889041.3964937 -686123.402018328,11888789.703125 -686190.916480763,11888605.3580483 -686375.210079902,11888546.1360792 -686536.103561184,11888525.8759318 -686647.172940647,11888522.3137081 -686670.013846814,11888511.404398 -686750.069052881,11888433.9260325 -686792.391988588,11888247.4658854 -686795.19112561,11887622.8522225 -686760.817732111,11887595.3563083 -686760.033974185,11887271.5279096 -686760.033974185,11886379.8587883 -686725.212739601,11885925.4526269 -686701.14019385,11885376.6475373 -686633.737117587,11884969.9974374 -686566.781977924,11884173.2838418 -686392.564609835,11884130.3145184 -686385.174938406,11883660.1009893 -686324.602060227,11883596.0922821 -686320.459370257,11883551.7871247 -686322.474732909,11882879.4174003 -686382.151891268,11882354.1007233 -686406.896096435,11882266.6036035 -686418.764361388,11881867.1892706 -686509.679828061,11881811.9748031 -686525.578852516,11881491.8199476 -686638.327690125,11880659.7067539 -686782.539027321,11880332.5387705 -686837.849990124,11880330.8689781 -686838.073921252,11879744.3265811 -686939.178911734,11878631.2429927 -687131.312457227,11878081.4360277 -687227.155530292,11877325.4653657 -687353.117748085,11877311.2164709 -687358.156242351,11877308.5448031 -687358.38017544,11876840.7803028 -687437.988441856,11876186.7782944 -687527.89776554,11876156.0541149 -687533.048241504,11875514.9651674 -687662.146187099,11874566.6344254 -687806.807878474,11874553.7213644 -687808.935258917,11874158.9824501 -685826.137758739,11873538.4876084 -684585.145474929,11872652.2731422 -684894.4954284,11871951.7395866 -684522.783047436,11875584.4285297 -682975.275236161,11874796.2865349 -681700.755402953,11871207.5687907 -683193.25846446,11870268.4775663 -683629.339265742,11869849.1370445 -684819.928843322,11869983.3883504 -685826.137758739,11870939.1774984 -686530.505311661,11872230.4835916 -686513.710566253,11872683.2199606 -685876.40946333,11872632.9035508 -686983.293435435,11872029.2179522 -687553.426216,11871044.4857367 -688383.442736677,11871041.7027494 -688383.890610589,11870637.3903588 -688459.021507229,11870115.1906275 -688433.380698723,11870091.8135344 -688432.820855867,11869840.1201658 -688500.337942507,11869655.775089 -688684.638706233,11869588.3154776 -688936.345656438,11869655.775089 -689188.05367545,11869840.1201658 -689372.356577366,11870068.4364414 -689439.314881776,11870609.3378471 -689464.620213852,11870632.7149402 -689465.180066454,11870714.2008075 -689458.461835582,11871203.783928 -689377.73115419,11872122.0584075 -689231.386080184,11872127.7357016 -689230.490319558,11873245.7173476 -689039.245736099,11874180.6897508 -688898.611939671,11874194.6046871 -688896.372550706,11874724.4854633 -688801.310567191,11875678.1595409 -688655.862668332,11875701.536634 -688651.719815777,11876338.9520383 -688523.403498838,11876985.3843213 -688434.500384453,11877001.191689 -688432.149044445,11877476.4145952 -688351.307792297,11877489.5502951 -688346.60511897,11877489.9955731 -688346.493150562,11878248.3039444 -688220.192920872,11878251.9774876 -688219.633080027,11878803.1202865 -688123.564469209,11879914.645402 -687931.651649333,11880500.6312016 -687830.656937286,11880828.021824 -687775.233082952,11880830.1368943 -687774.897180962,11881704.7741335 -687623.293610208,11881785.5920838 -687602.355776716,11882118.2147223 -687485.238405705,11882445.9393032 -687410.668574692,11882937.1922161 -687387.49148412,11882957.8976413 -687386.035918347,11883586.0735279 -687330.276579438,11883980.2558448 -687381.109388304,11884768.2865201 -687553.426216,11884793.890003 -687558.352760334,11885223.694557 -687629.115896768,11885244.0660238 -687631.915073203,11885820.3670276 -687702.678297287,11885854.8760698 -687705.701411587,11886330.2102954 -687730.894036734,11886337.1121039 -687731.229938474,11887242.139564 -687766.61159915,11887261.7317944 -687767.059468408,11887581.441372 -687767.059468408,11888209.951217 -687801.657378767,11888237.4471312 -687802.441150433,11888245.1281761 -687802.329183051,11888573.8546324 -687797.290651105,11888806.5123681 -687736.268464815,11889130.0068084 -687559.472429558,11889141.3613964 -687553.090315264,11889223.0699027 -687494.307715862,11889314.1292462 -687413.355774184,11889416.7658167 -687287.84129433,11889479.5500095 -687104.104697128,11889518.5118313 -686817.0243989,11889536.6569082 -686717.711061508,11889544.8945506 -686626.907242029))",KRL Route Duri - Tangerang Kota
