WKT,Name
"POLYGON ((106.81539 -6.187336,106.815291 -6.186401,106.815012 -6.183818,106.814889 -6.18073,106.81479 -6.179795,106.814498 -6.178901,106.814025 -6.178087,106.813392 -6.177388,106.812627 -6.176836,106.811763 -6.176453,106.810838 -6.176258,106.809892 -6.176258,106.808967 -6.176453,106.808103 -6.176836,106.807338 -6.177388,106.806705 -6.178087,106.806232 -6.178901,106.80594 -6.179795,106.805841 -6.18073,106.805966 -6.183846,106.806065 -6.184781,106.806342 -6.187347,106.805981 -6.193454,106.805637 -6.196272,106.804705 -6.197766,106.800441 -6.199388,106.799577 -6.199771,106.798812 -6.200323,106.798383 -6.200689,106.797855 -6.200689,106.79693 -6.200884,106.796066 -6.201267,106.795301 -6.201819,106.794668 -6.202518,106.794195 -6.203332,106.792189 -6.207944,106.791897 -6.208838,106.791798 -6.209773,106.791798 -6.211284,106.791414 -6.211666,106.790781 -6.212365,106.788399 -6.215606,106.787926 -6.21642,106.786008 -6.221664,106.782381 -6.227073,106.781908 -6.227887,106.778773 -6.233621,106.778481 -6.234515,106.777923 -6.236954,106.777573 -6.237885,106.774858 -6.241033,106.770124 -6.246657,106.767499 -6.249158,106.766262 -6.249977,106.762575 -6.250866,106.761711 -6.251249,106.760946 -6.251801,106.759818 -6.252798,106.759065 -6.253421,106.758432 -6.25412,106.757959 -6.254934,106.757667 -6.255828,106.756876 -6.259236,106.755304 -6.26065,106.751919 -6.263516,106.751286 -6.264215,106.749574 -6.266316,106.743267 -6.271742,106.738001 -6.276229,106.732484 -6.28084,106.728449 -6.283849,106.725369 -6.285953,106.723378 -6.286191,106.722453 -6.286386,106.720823 -6.286884,106.719959 -6.287267,106.719194 -6.287819,106.717102 -6.289784,106.715788 -6.290654,106.714225 -6.290802,106.7133 -6.290997,106.712436 -6.29138,106.709301 -6.293249,106.703408 -6.296614,106.69833 -6.300184,106.694116 -6.301964,106.693252 -6.302347,106.689062 -6.304221,106.68617 -6.305216,106.682252 -6.305757,106.681327 -6.305952,106.680463 -6.306335,106.679698 -6.306887,106.673654 -6.311338,106.670182 -6.31294,106.669417 -6.313492,106.668784 -6.314191,106.667662 -6.315529,106.660436 -6.315851,106.659511 -6.316046,106.657379 -6.316545,106.656515 -6.316928,106.654636 -6.318032,106.644512 -6.318717,106.642757 -6.318967,106.641832 -6.319162,106.640968 -6.319545,106.637228 -6.321355,106.634105 -6.321459,106.629592 -6.321833,106.628667 -6.322028,106.627803 -6.322411,106.627038 -6.322963,106.626235 -6.323602,106.620313 -6.324699,106.619388 -6.324894,106.614373 -6.326514,106.613509 -6.326897,106.612744 -6.327449,106.610848 -6.329244,106.605041 -6.330791,106.596741 -6.332301,106.595816 -6.332496,106.587917 -6.334739,106.580771 -6.337605,106.579907 -6.337988,106.579142 -6.33854,106.57773 -6.339944,106.569727 -6.339653,106.56396 -6.339404,106.563014 -6.339404,106.562089 -6.339599,106.561225 -6.339982,106.56046 -6.340534,106.559827 -6.341233,106.559354 -6.342047,106.559062 -6.342941,106.558963 -6.343876,106.559062 -6.344811,106.559354 -6.345705,106.559827 -6.346519,106.56046 -6.347218,106.561225 -6.34777,106.562089 -6.348153,106.563014 -6.348348,106.568781 -6.348597,106.579063 -6.348971,106.580009 -6.348971,106.580934 -6.348776,106.581798 -6.348393,106.582563 -6.347841,106.584721 -6.345696,106.590713 -6.343293,106.598346 -6.341125,106.60659 -6.339625,106.607515 -6.33943,106.614536 -6.33756,106.6154 -6.337177,106.616165 -6.336625,106.618142 -6.334753,106.622009 -6.333504,106.628657 -6.332272,106.629582 -6.332077,106.630446 -6.331694,106.631211 -6.331142,106.631801 -6.330672,106.635051 -6.330403,106.638813 -6.330278,106.639738 -6.330083,106.640602 -6.3297,106.644546 -6.327791,106.645458 -6.327661,106.656492 -6.326914,106.657417 -6.326719,106.658281 -6.326336,106.660529 -6.325016,106.661493 -6.32479,106.669782 -6.324421,106.670707 -6.324226,106.671571 -6.323843,106.672825 -6.322971,106.67359 -6.322419,106.674223 -6.32172,106.675275 -6.320466,106.678217 -6.319108,106.678982 -6.318556,106.684452 -6.314528,106.687712 -6.314078,106.688637 -6.313883,106.691897 -6.312761,106.692761 -6.312378,106.697075 -6.310449,106.701928 -6.308399,106.702792 -6.308016,106.707932 -6.304402,106.713825 -6.301037,106.716145 -6.299654,106.717804 -6.299497,106.718729 -6.299302,106.719593 -6.298919,106.722226 -6.297174,106.722991 -6.296622,106.724558 -6.295151,106.724792 -6.295079,106.727458 -6.294761,106.728383 -6.294566,106.729247 -6.294183,106.73326 -6.291441,106.734025 -6.290889,106.738538 -6.287524,106.744055 -6.282913,106.749321 -6.278426,106.755841 -6.272817,106.756474 -6.272118,106.758178 -6.270026,106.761358 -6.267334,106.763991 -6.264966,106.764624 -6.264267,106.765097 -6.263453,106.765389 -6.262559,106.766161 -6.259229,106.769509 -6.258422,106.770373 -6.258039,106.77263 -6.256544,106.773395 -6.255992,106.776404 -6.253125,106.777037 -6.252426,106.782178 -6.246319,106.785187 -6.242829,106.78566 -6.242015,106.786412 -6.240021,106.786704 -6.239127,106.787189 -6.237003,106.789851 -6.232135,106.793713 -6.226376,106.794186 -6.225562,106.796067 -6.220418,106.797911 -6.217909,106.799349 -6.21648,106.799982 -6.215781,106.800455 -6.214967,106.800747 -6.214073,106.800846 -6.213138,106.800846 -6.210703,106.801182 -6.20993,106.801468 -6.209803,106.802233 -6.209251,106.804198 -6.207576,106.80913 -6.205699,106.809994 -6.205316,106.810759 -6.204764,106.811392 -6.204065,106.813649 -6.20045,106.814122 -6.199636,106.814414 -6.198742,106.814915 -6.194628,106.815014 -6.193693,106.81539 -6.187336))",TanahAbang-Parung
