rsrp-l900-qty,rsrp-l900-avg,compare,WKT,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
191,-109.5483871,FALSE,"POLYGON ((106.882111 -6.929621, 106.88247 -6.929621, 106.88247 -6.929261, 106.882111 -6.929261, 106.882111 -6.929621))",JAWA BARAT,SUKABUMI,GUNUNGGURUH,32_2_27,26.46812827,KAB. SUKABUMI_gunungguruh,gunungguruh,KAB. SUKABUMI,P2,Urban
264,-115,FALSE,"POLYGON ((106.882111 -6.932855, 106.88247 -6.932855, 106.88247 -6.932496, 106.882111 -6.932496, 106.882111 -6.932855))",JAWA BARAT,SUKABUMI,GUNUNGGURUH,32_2_27,26.46812827,KAB. SUKABUMI_gunungguruh,gunungguruh,KAB. SUKABUMI,P2,Urban
328,-117.5384615,FALSE,"POLYGON ((106.88247 -6.470308, 106.882829 -6.470308, 106.882829 -6.469948, 106.88247 -6.469948, 106.88247 -6.470308))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
202,-108.2527473,FALSE,"POLYGON ((106.882829 -6.897994, 106.883189 -6.897994, 106.883189 -6.897634, 106.882829 -6.897634, 106.882829 -6.897994))",JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
218,-113.0526316,FALSE,"POLYGON ((106.882829 -6.928902, 106.883189 -6.928902, 106.883189 -6.928543, 106.882829 -6.928543, 106.882829 -6.928902))",JAWA BARAT,SUKABUMI,GUNUNGGURUH,32_2_27,26.46812827,KAB. SUKABUMI_gunungguruh,gunungguruh,KAB. SUKABUMI,P2,Urban
520,-112.8148148,FALSE,"POLYGON ((106.883548 -6.700683, 106.883908 -6.700683, 106.883908 -6.700324, 106.883548 -6.700324, 106.883548 -6.700683))",JAWA BARAT,BOGOR,CIAWI,32_1_24,47.25623734,KAB. BOGOR_ciawi,ciawi,KAB. BOGOR,P1,SubUrban
152,-119,FALSE,"POLYGON ((106.883548 -7.089554, 106.883908 -7.089554, 106.883908 -7.089194, 106.883548 -7.089194, 106.883548 -7.089554))",JAWA BARAT,SUKABUMI,PURABAYA,32_2_38,134.6720945,KAB. SUKABUMI_purabaya,purabaya,KAB. SUKABUMI,P2,SubUrban
215,-107.3333333,FALSE,"POLYGON ((106.884267 -6.885774, 106.884626 -6.885774, 106.884626 -6.885415, 106.884267 -6.885415, 106.884267 -6.885774))",JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
160,-115,FALSE,"POLYGON ((106.884626 -7.06799, 106.884986 -7.06799, 106.884986 -7.06763, 106.884626 -7.06763, 106.884626 -7.06799))",JAWA BARAT,SUKABUMI,PURABAYA,32_2_38,134.6720945,KAB. SUKABUMI_purabaya,purabaya,KAB. SUKABUMI,P2,SubUrban
249,-106.5,FALSE,"POLYGON ((106.884986 -6.651445, 106.885345 -6.651445, 106.885345 -6.651086, 106.884986 -6.651086, 106.884986 -6.651445))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
195,-106.2857143,FALSE,"POLYGON ((106.885345 -6.651445, 106.885705 -6.651445, 106.885705 -6.651086, 106.885345 -6.651086, 106.885345 -6.651445))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
193,-109.1666667,FALSE,"POLYGON ((106.887142 -6.699245, 106.887502 -6.699245, 106.887502 -6.698886, 106.887142 -6.698886, 106.887142 -6.699245))",JAWA BARAT,BOGOR,CIAWI,32_1_24,47.25623734,KAB. BOGOR_ciawi,ciawi,KAB. BOGOR,P1,SubUrban
868,-107.3061224,FALSE,"POLYGON ((106.889299 -6.387646, 106.889658 -6.387646, 106.889658 -6.387286, 106.889299 -6.387286, 106.889299 -6.387646))",JAWA BARAT,KOTA DEPOK,TAPOS,32_76_10,33.62670062,KOTA DEPOK_tapos,tapos,KOTA DEPOK,P1,Urban
380,-109.562212,FALSE,"POLYGON ((106.889299 -6.388005, 106.889658 -6.388005, 106.889658 -6.387646, 106.889299 -6.387646, 106.889299 -6.388005))",JAWA BARAT,KOTA DEPOK,TAPOS,32_76_10,33.62670062,KOTA DEPOK_tapos,tapos,KOTA DEPOK,P1,Urban
176,-107,FALSE,"POLYGON ((106.890377 -6.620177, 106.890736 -6.620177, 106.890736 -6.619818, 106.890377 -6.619818, 106.890377 -6.620177))",JAWA BARAT,BOGOR,BABAKAN MADANG,32_1_5,92.55187325,KAB. BOGOR_babakan madang,babakan madang,KAB. BOGOR,P1,Urban
326,-111.5,FALSE,"POLYGON ((106.890377 -6.905182, 106.890736 -6.905182, 106.890736 -6.904822, 106.890377 -6.904822, 106.890377 -6.905182))",JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
200,-118.5,FALSE,"POLYGON ((106.891096 -7.110758, 106.891455 -7.110758, 106.891455 -7.110399, 106.891096 -7.110399, 106.891096 -7.110758))",JAWA BARAT,SUKABUMI,PURABAYA,32_2_38,134.6720945,KAB. SUKABUMI_purabaya,purabaya,KAB. SUKABUMI,P2,SubUrban
185,-111,FALSE,"POLYGON ((106.892174 -6.868163, 106.892533 -6.868163, 106.892533 -6.867804, 106.892174 -6.867804, 106.892174 -6.868163))",JAWA BARAT,SUKABUMI,KADUDAMPIT,32_2_30,68.4888163,KAB. SUKABUMI_kadudampit,kadudampit,KAB. SUKABUMI,P2,SubUrban
176,-106,FALSE,"POLYGON ((106.893611 -6.587113, 106.893971 -6.587113, 106.893971 -6.586753, 106.893611 -6.586753, 106.893611 -6.587113))",JAWA BARAT,BOGOR,BABAKAN MADANG,32_1_5,92.55187325,KAB. BOGOR_babakan madang,babakan madang,KAB. BOGOR,P1,Urban
170,-110,FALSE,"POLYGON ((106.893611 -7.219297, 106.893971 -7.219297, 106.893971 -7.218938, 106.893611 -7.218938, 106.893611 -7.219297))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
163,-108.2777778,FALSE,"POLYGON ((106.89433 -6.690979, 106.89469 -6.690979, 106.89469 -6.69062, 106.89433 -6.69062, 106.89433 -6.690979))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
280,-113,FALSE,"POLYGON ((106.895049 -6.648929, 106.895408 -6.648929, 106.895408 -6.64857, 106.895049 -6.64857, 106.895049 -6.648929))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
680,-116.3333333,FALSE,"POLYGON ((106.895408 -7.222532, 106.895768 -7.222532, 106.895768 -7.222172, 106.895408 -7.222172, 106.895408 -7.222532))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
160,-112.1666667,FALSE,"POLYGON ((106.896127 -6.353503, 106.896487 -6.353503, 106.896487 -6.353143, 106.896127 -6.353143, 106.896127 -6.353503))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
865,-110.8,FALSE,"POLYGON ((106.896127 -6.353862, 106.896487 -6.353862, 106.896487 -6.353503, 106.896127 -6.353503, 106.896127 -6.353862))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
513,-112.8538462,FALSE,"POLYGON ((106.896487 -6.512717, 106.896846 -6.512717, 106.896846 -6.512357, 106.896487 -6.512357, 106.896487 -6.512717))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
243,-111,FALSE,"POLYGON ((106.896487 -6.923152, 106.896846 -6.923152, 106.896846 -6.922792, 106.896487 -6.922792, 106.896487 -6.923152))",JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
161,-117,FALSE,"POLYGON ((106.896846 -6.694933, 106.897205 -6.694933, 106.897205 -6.694573, 106.896846 -6.694573, 106.896846 -6.694933))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
289,-109.0277778,FALSE,"POLYGON ((106.896846 -6.69673, 106.897205 -6.69673, 106.897205 -6.69637, 106.896846 -6.69637, 106.896846 -6.69673))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
302,-112.8888889,FALSE,"POLYGON ((106.897205 -6.510201, 106.897565 -6.510201, 106.897565 -6.509842, 106.897205 -6.509842, 106.897205 -6.510201))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
193,-126,FALSE,"POLYGON ((106.897924 -6.854866, 106.898284 -6.854866, 106.898284 -6.854506, 106.897924 -6.854506, 106.897924 -6.854866))",JAWA BARAT,SUKABUMI,KADUDAMPIT,32_2_30,68.4888163,KAB. SUKABUMI_kadudampit,kadudampit,KAB. SUKABUMI,P2,SubUrban
753,-110,FALSE,"POLYGON ((106.898643 -6.499419, 106.899002 -6.499419, 106.899002 -6.49906, 106.898643 -6.49906, 106.898643 -6.499419))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
319,-107,FALSE,"POLYGON ((106.899002 -7.051817, 106.899362 -7.051817, 106.899362 -7.051457, 106.899002 -7.051457, 106.899002 -7.051817))",JAWA BARAT,SUKABUMI,PURABAYA,32_2_38,134.6720945,KAB. SUKABUMI_purabaya,purabaya,KAB. SUKABUMI,P2,SubUrban
299,-109.5333333,FALSE,"POLYGON ((106.899721 -6.883977, 106.900081 -6.883977, 106.900081 -6.883618, 106.899721 -6.883618, 106.899721 -6.883977))",JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
171,-106,FALSE,"POLYGON ((106.900081 -6.359253, 106.90044 -6.359253, 106.90044 -6.358894, 106.900081 -6.358894, 106.900081 -6.359253))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
867,-113.9655172,FALSE,"POLYGON ((106.90044 -7.214266, 106.900799 -7.214266, 106.900799 -7.213906, 106.90044 -7.213906, 106.90044 -7.214266))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
337,-105.8125,FALSE,"POLYGON ((106.901518 -6.690979, 106.901878 -6.690979, 106.901878 -6.69062, 106.901518 -6.69062, 106.901518 -6.690979))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
1409,-106.9383117,FALSE,"POLYGON ((106.901878 -6.691339, 106.902237 -6.691339, 106.902237 -6.690979, 106.901878 -6.690979, 106.901878 -6.691339))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
230,-110,FALSE,"POLYGON ((106.902956 -6.607239, 106.903315 -6.607239, 106.903315 -6.60688, 106.902956 -6.60688, 106.902956 -6.607239))",JAWA BARAT,BOGOR,BABAKAN MADANG,32_1_5,92.55187325,KAB. BOGOR_babakan madang,babakan madang,KAB. BOGOR,P1,Urban
177,-110.75,FALSE,"POLYGON ((106.902956 -6.881821, 106.903315 -6.881821, 106.903315 -6.881461, 106.902956 -6.881461, 106.902956 -6.881821))",JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
220,-113.5,FALSE,"POLYGON ((106.903675 -7.204921, 106.904034 -7.204921, 106.904034 -7.204562, 106.903675 -7.204562, 106.903675 -7.204921))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
217,-107.7756098,FALSE,"POLYGON ((106.904034 -6.521702, 106.904393 -6.521702, 106.904393 -6.521342, 106.904034 -6.521342, 106.904034 -6.521702))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
192,-114,FALSE,"POLYGON ((106.904034 -7.205999, 106.904393 -7.205999, 106.904393 -7.20564, 106.904034 -7.20564, 106.904034 -7.205999))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
304,-126,FALSE,"POLYGON ((106.904753 -7.165028, 106.905112 -7.165028, 106.905112 -7.164668, 106.904753 -7.164668, 106.904753 -7.165028))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
175,-110.3095238,FALSE,"POLYGON ((106.905112 -6.506248, 106.905472 -6.506248, 106.905472 -6.505888, 106.905112 -6.505888, 106.905112 -6.506248))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
274,-114.8421053,FALSE,"POLYGON ((106.905472 -7.21139, 106.905831 -7.21139, 106.905831 -7.211031, 106.905472 -7.211031, 106.905472 -7.21139))",JAWA BARAT,SUKABUMI,SAGARANTEN,32_2_41,108.7459347,KAB. SUKABUMI_sagaranten,sagaranten,KAB. SUKABUMI,P2,Rural
213,-105.9333333,FALSE,"POLYGON ((106.90619 -6.503372, 106.90655 -6.503372, 106.90655 -6.503013, 106.90619 -6.503013, 106.90619 -6.503372))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
196,-107.6,FALSE,"POLYGON ((106.907269 -6.503372, 106.907628 -6.503372, 106.907628 -6.503013, 106.907269 -6.503013, 106.907269 -6.503372))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
860,-105.7142857,FALSE,"POLYGON ((106.907269 -6.504451, 106.907628 -6.504451, 106.907628 -6.504091, 106.907269 -6.504091, 106.907269 -6.504451))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
195,-106.8571429,FALSE,"POLYGON ((106.907628 -6.503372, 106.907987 -6.503372, 106.907987 -6.503013, 106.907628 -6.503013, 106.907628 -6.503372))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
576,-110.247619,FALSE,"POLYGON ((106.907628 -6.50481, 106.907987 -6.50481, 106.907987 -6.504451, 106.907628 -6.504451, 106.907628 -6.50481))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
160,-107.04,FALSE,"POLYGON ((106.907987 -6.502294, 106.908347 -6.502294, 106.908347 -6.501935, 106.907987 -6.501935, 106.907987 -6.502294))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
151,-107.3888889,FALSE,"POLYGON ((106.907987 -6.503372, 106.908347 -6.503372, 106.908347 -6.503013, 106.907987 -6.503013, 106.907987 -6.503372))",JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
210,-111,FALSE,"POLYGON ((106.908706 -6.509482, 106.909066 -6.509482, 106.909066 -6.509123, 106.908706 -6.509123, 106.908706 -6.509482))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
276,-108.9713376,FALSE,"POLYGON ((106.909784 -6.873914, 106.910144 -6.873914, 106.910144 -6.873554, 106.909784 -6.873554, 106.909784 -6.873914))",JAWA BARAT,SUKABUMI,KADUDAMPIT,32_2_30,68.4888163,KAB. SUKABUMI_kadudampit,kadudampit,KAB. SUKABUMI,P2,SubUrban
194,-109.0384615,FALSE,"POLYGON ((106.910863 -6.664743, 106.911222 -6.664743, 106.911222 -6.664384, 106.910863 -6.664384, 106.910863 -6.664743))",JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
205,-110,FALSE,"POLYGON ((106.910863 -6.874273, 106.911222 -6.874273, 106.911222 -6.873914, 106.910863 -6.873914, 106.910863 -6.874273))",JAWA BARAT,SUKABUMI,KADUDAMPIT,32_2_30,68.4888163,KAB. SUKABUMI_kadudampit,kadudampit,KAB. SUKABUMI,P2,SubUrban
242,-113.625,FALSE,"POLYGON ((106.911222 -6.328704, 106.911581 -6.328704, 106.911581 -6.328345, 106.911222 -6.328345, 106.911222 -6.328704))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
301,-109.3484848,FALSE,"POLYGON ((106.911222 -6.869242, 106.911581 -6.869242, 106.911581 -6.868882, 106.911222 -6.868882, 106.911222 -6.869242))",JAWA BARAT,SUKABUMI,KADUDAMPIT,32_2_30,68.4888163,KAB. SUKABUMI_kadudampit,kadudampit,KAB. SUKABUMI,P2,SubUrban
172,-116.5897436,FALSE,"POLYGON ((106.911941 -6.329423, 106.9123 -6.329423, 106.9123 -6.329063, 106.911941 -6.329063, 106.911941 -6.329423))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
649,-119,FALSE,"POLYGON ((106.911941 -6.490075, 106.9123 -6.490075, 106.9123 -6.489715, 106.911941 -6.489715, 106.911941 -6.490075))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
310,-110.6666667,FALSE,"POLYGON ((106.913019 -6.491872, 106.913378 -6.491872, 106.913378 -6.491512, 106.913019 -6.491512, 106.913019 -6.491872))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
438,-105.1428571,FALSE,"POLYGON ((106.914097 -6.411007, 106.914457 -6.411007, 106.914457 -6.410647, 106.914097 -6.410647, 106.914097 -6.411007))",JAWA BARAT,KOTA DEPOK,TAPOS,32_76_10,33.62670062,KOTA DEPOK_tapos,tapos,KOTA DEPOK,P1,Urban
292,-106.3763441,FALSE,"POLYGON ((106.914457 -6.338048, 106.914816 -6.338048, 106.914816 -6.337689, 106.914457 -6.337689, 106.914457 -6.338048))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
207,-108.5645161,FALSE,"POLYGON ((106.914457 -6.651805, 106.914816 -6.651805, 106.914816 -6.651445, 106.914457 -6.651445, 106.914457 -6.651805))",JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
207,-112,FALSE,"POLYGON ((106.914816 -6.084671, 106.915175 -6.084671, 106.915175 -6.084312, 106.914816 -6.084312, 106.914816 -6.084671))",,,,,,,,,,
700,-108.3125,FALSE,"POLYGON ((106.914816 -6.338408, 106.915175 -6.338408, 106.915175 -6.338048, 106.914816 -6.338048, 106.914816 -6.338408))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
304,-112,FALSE,"POLYGON ((106.915175 -6.359612, 106.915535 -6.359612, 106.915535 -6.359253, 106.915175 -6.359253, 106.915175 -6.359612))",JAWA BARAT,KOTA BEKASI,JATISAMPURNA,32_75_10,19.34806838,KOTA BEKASI_jatisampurna,jatisampurna,KOTA BEKASI,P1,Urban
202,-109.5087719,FALSE,"POLYGON ((106.915175 -6.651805, 106.915535 -6.651805, 106.915535 -6.651445, 106.915175 -6.651445, 106.915175 -6.651805))",JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
247,-114.9090909,FALSE,"POLYGON ((106.915894 -6.698527, 106.916254 -6.698527, 106.916254 -6.698167, 106.915894 -6.698167, 106.915894 -6.698527))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
178,-112.48,FALSE,"POLYGON ((106.916972 -6.509123, 106.917332 -6.509123, 106.917332 -6.508763, 106.916972 -6.508763, 106.916972 -6.509123))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
428,-107.0298507,FALSE,"POLYGON ((106.917332 -6.509482, 106.917691 -6.509482, 106.917691 -6.509123, 106.917332 -6.509123, 106.917332 -6.509482))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
2172,-113.7045455,FALSE,"POLYGON ((106.917691 -6.508045, 106.918051 -6.508045, 106.918051 -6.507685, 106.917691 -6.507685, 106.917691 -6.508045))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
615,-110.4545455,FALSE,"POLYGON ((106.918051 -6.507685, 106.91841 -6.507685, 106.91841 -6.507326, 106.918051 -6.507326, 106.918051 -6.507685))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
6450,-113.699187,FALSE,"POLYGON ((106.918051 -6.508045, 106.91841 -6.508045, 106.91841 -6.507685, 106.918051 -6.507685, 106.918051 -6.508045))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
570,-111.5454545,FALSE,"POLYGON ((106.91841 -6.329063, 106.918769 -6.329063, 106.918769 -6.328704, 106.91841 -6.328704, 106.91841 -6.329063))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
899,-112.425,FALSE,"POLYGON ((106.91841 -6.508045, 106.918769 -6.508045, 106.918769 -6.507685, 106.91841 -6.507685, 106.91841 -6.508045))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
608,-111.4761905,FALSE,"POLYGON ((106.91841 -6.857022, 106.918769 -6.857022, 106.918769 -6.856663, 106.91841 -6.856663, 106.91841 -6.857022))",JAWA BARAT,SUKABUMI,KADUDAMPIT,32_2_30,68.4888163,KAB. SUKABUMI_kadudampit,kadudampit,KAB. SUKABUMI,P2,SubUrban
391,-111.0833333,FALSE,"POLYGON ((106.918769 -6.329063, 106.919129 -6.329063, 106.919129 -6.328704, 106.918769 -6.328704, 106.918769 -6.329063))",DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,31_75_10,27.91780718,KOTA JAKARTA TIMUR_cipayung,cipayung,KOTA JAKARTA TIMUR,P2,Urban
304,-111.2222222,FALSE,"POLYGON ((106.918769 -6.508763, 106.919129 -6.508763, 106.919129 -6.508404, 106.918769 -6.508404, 106.918769 -6.508763))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
288,-107.4285714,FALSE,"POLYGON ((106.918769 -6.685948, 106.919129 -6.685948, 106.919129 -6.685588, 106.918769 -6.685588, 106.918769 -6.685948))",JAWA BARAT,BOGOR,MEGAMENDUNG,32_1_26,60.97729307,KAB. BOGOR_megamendung,megamendung,KAB. BOGOR,P1,SubUrban
279,-107.5,FALSE,"POLYGON ((106.919488 -6.509482, 106.919848 -6.509482, 106.919848 -6.509123, 106.919488 -6.509123, 106.919488 -6.509482))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
393,-116.3082437,FALSE,"POLYGON ((106.919488 -6.509842, 106.919848 -6.509842, 106.919848 -6.509482, 106.919488 -6.509482, 106.919488 -6.509842))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
277,-111.972973,FALSE,"POLYGON ((106.920207 -6.651445, 106.920566 -6.651445, 106.920566 -6.651086, 106.920207 -6.651086, 106.920207 -6.651445))",JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
429,-105.2014925,FALSE,"POLYGON ((106.920207 -6.65432, 106.920566 -6.65432, 106.920566 -6.653961, 106.920207 -6.653961, 106.920207 -6.65432))",JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
325,-117.8,FALSE,"POLYGON ((106.920566 -6.511639, 106.920926 -6.511639, 106.920926 -6.511279, 106.920566 -6.511279, 106.920566 -6.511639))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
200,-112.2646154,FALSE,"POLYGON ((106.920566 -6.511998, 106.920926 -6.511998, 106.920926 -6.511639, 106.920566 -6.511639, 106.920566 -6.511998))",JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
