rsrp-l900-qty,rsrp-l900-avg,compare,WKT,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
235,-110.8723404,TRUE,"POLYGON ((106.121261 -6.202914, 106.12162 -6.202914, 106.12162 -6.202555, 106.121261 -6.202555, 106.121261 -6.202914))",BANTEN,SERANG,PABUARAN,36_4_28,38.53727847,KAB. SERANG_pabuaran,pabuaran,KAB. SERANG,P2,Rural
178,-121.5505618,TRUE,"POLYGON ((106.121261 -6.446947, 106.12162 -6.446947, 106.12162 -6.446587, 106.121261 -6.446587, 106.121261 -6.446947))",BANTEN,LEBAK,CILELES,36_2_10,163.8437857,KAB. LEBAK_cileles,cileles,KAB. LEBAK,P2,Rural
174,-110.6091954,TRUE,"POLYGON ((106.12198 -6.033637, 106.122339 -6.033637, 106.122339 -6.033277, 106.12198 -6.033277, 106.12198 -6.033637))",BANTEN,SERANG,KRAMATWATU,36_4_5,56.12126333,KAB. SERANG_kramatwatu,kramatwatu,KAB. SERANG,P1,SubUrban
197,-107.1827411,TRUE,"POLYGON ((106.123777 -6.033996, 106.124136 -6.033996, 106.124136 -6.033637, 106.123777 -6.033637, 106.123777 -6.033996))",BANTEN,SERANG,KRAMATWATU,36_4_5,56.12126333,KAB. SERANG_kramatwatu,kramatwatu,KAB. SERANG,P1,SubUrban
341,-107.9501466,TRUE,"POLYGON ((106.124495 -6.32511, 106.124855 -6.32511, 106.124855 -6.324751, 106.124495 -6.324751, 106.124495 -6.32511))",BANTEN,PANDEGLANG,PANDEGLANG,36_1_21,16.29390374,KAB. PANDEGLANG_pandeglang,pandeglang,KAB. PANDEGLANG,P1,SubUrban
695,-110.5151079,TRUE,"POLYGON ((106.125574 -6.257183, 106.125933 -6.257183, 106.125933 -6.256824, 106.125574 -6.256824, 106.125574 -6.257183))",BANTEN,PANDEGLANG,CADASARI,36_1_22,31.7385351,KAB. PANDEGLANG_cadasari,cadasari,KAB. PANDEGLANG,P2,Rural
355,-109.9211268,TRUE,"POLYGON ((106.125933 -6.035434, 106.126292 -6.035434, 106.126292 -6.035074, 106.125933 -6.035074, 106.125933 -6.035434))",BANTEN,SERANG,KRAMATWATU,36_4_5,56.12126333,KAB. SERANG_kramatwatu,kramatwatu,KAB. SERANG,P1,SubUrban
214,-118.4672897,TRUE,"POLYGON ((106.127371 -6.104079, 106.12773 -6.104079, 106.12773 -6.10372, 106.127371 -6.10372, 106.127371 -6.104079))",BANTEN,KOTA SERANG,TAKTAKAN,36_73_6,61.56376686,KOTA SERANG_taktakan,taktakan,KOTA SERANG,P1,Urban
511,-111.7690802,TRUE,"POLYGON ((106.129168 -6.715059, 106.129527 -6.715059, 106.129527 -6.7147, 106.129168 -6.7147, 106.129168 -6.715059))",BANTEN,LEBAK,CIGEMBLONG,36_2_28,153.7659374,KAB. LEBAK_cigemblong,cigemblong,KAB. LEBAK,P2,Rural
209,-112.2870813,TRUE,"POLYGON ((106.132402 -6.27695, 106.132762 -6.27695, 106.132762 -6.276591, 106.132402 -6.276591, 106.132402 -6.27695))",BANTEN,PANDEGLANG,KORONCONG,36_1_33,19.69148595,KAB. PANDEGLANG_koroncong,koroncong,KAB. PANDEGLANG,P2,Rural
224,-111.1473214,TRUE,"POLYGON ((106.13384 -6.35494, 106.134199 -6.35494, 106.134199 -6.354581, 106.13384 -6.354581, 106.13384 -6.35494))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
184,-123.1304348,TRUE,"POLYGON ((106.135277 -6.437243, 106.135637 -6.437243, 106.135637 -6.436883, 106.135277 -6.436883, 106.135277 -6.437243))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
168,-112.2916667,TRUE,"POLYGON ((106.135996 -6.422507, 106.136356 -6.422507, 106.136356 -6.422148, 106.135996 -6.422148, 106.135996 -6.422507))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
234,-115.0213675,TRUE,"POLYGON ((106.137793 -6.280185, 106.138153 -6.280185, 106.138153 -6.279826, 106.137793 -6.279826, 106.137793 -6.280185))",BANTEN,PANDEGLANG,KORONCONG,36_1_33,19.69148595,KAB. PANDEGLANG_koroncong,koroncong,KAB. PANDEGLANG,P2,Rural
206,-115.8640777,TRUE,"POLYGON ((106.139231 -6.30103, 106.13959 -6.30103, 106.13959 -6.300671, 106.139231 -6.300671, 106.139231 -6.30103))",BANTEN,PANDEGLANG,KARANG TANJUNG,36_1_25,21.53225036,KAB. PANDEGLANG_karang tanjung,karang tanjung,KAB. PANDEGLANG,P1,Rural
158,-111.6582278,TRUE,"POLYGON ((106.13995 -6.227713, 106.140309 -6.227713, 106.140309 -6.227353, 106.13995 -6.227353, 106.13995 -6.227713))",BANTEN,SERANG,BAROS,36_4_22,37.86369042,KAB. SERANG_baros,baros,KAB. SERANG,P1,Rural
360,-110.3055556,TRUE,"POLYGON ((106.141387 -6.191054, 106.141747 -6.191054, 106.141747 -6.190694, 106.141387 -6.190694, 106.141387 -6.191054))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
165,-113.0060606,TRUE,"POLYGON ((106.144262 -5.929051, 106.144622 -5.929051, 106.144622 -5.928692, 106.144262 -5.928692, 106.144262 -5.929051))",BANTEN,SERANG,PULO AMPEL,36_4_8,43.46294956,KAB. SERANG_pulo ampel,pulo ampel,KAB. SERANG,P2,SubUrban
491,-116.2443992,TRUE,"POLYGON ((106.144262 -6.874273, 106.144622 -6.874273, 106.144622 -6.873914, 106.144262 -6.873914, 106.144262 -6.874273))",BANTEN,LEBAK,CIHARA,36_2_26,125.2864512,KAB. LEBAK_cihara,cihara,KAB. LEBAK,P2,Rural
198,-118.2323232,TRUE,"POLYGON ((106.144622 -6.874273, 106.144981 -6.874273, 106.144981 -6.873914, 106.144622 -6.873914, 106.144622 -6.874273))",BANTEN,LEBAK,CIHARA,36_2_26,125.2864512,KAB. LEBAK_cihara,cihara,KAB. LEBAK,P2,Rural
262,-111.1068702,TRUE,"POLYGON ((106.146419 -6.196085, 106.146778 -6.196085, 106.146778 -6.195726, 106.146419 -6.195726, 106.146419 -6.196085))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
190,-108.3842105,TRUE,"POLYGON ((106.148216 -6.080718, 106.148575 -6.080718, 106.148575 -6.080359, 106.148216 -6.080359, 106.148216 -6.080718))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
166,-105.4216867,TRUE,"POLYGON ((106.148575 -6.082874, 106.148935 -6.082874, 106.148935 -6.082515, 106.148575 -6.082515, 106.148575 -6.082874))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
281,-109.7081851,TRUE,"POLYGON ((106.150372 -6.078202, 106.150732 -6.078202, 106.150732 -6.077843, 106.150372 -6.077843, 106.150372 -6.078202))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
284,-109.8274648,TRUE,"POLYGON ((106.150732 -6.078202, 106.151091 -6.078202, 106.151091 -6.077843, 106.150732 -6.077843, 106.150732 -6.078202))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
302,-106.8807947,TRUE,"POLYGON ((106.150732 -6.07928, 106.151091 -6.07928, 106.151091 -6.078921, 106.150732 -6.078921, 106.150732 -6.07928))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
184,-105.1630435,TRUE,"POLYGON ((106.150732 -6.07964, 106.151091 -6.07964, 106.151091 -6.07928, 106.150732 -6.07928, 106.150732 -6.07964))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
460,-116.5108696,TRUE,"POLYGON ((106.150732 -6.20543, 106.151091 -6.20543, 106.151091 -6.20507, 106.150732 -6.20507, 106.150732 -6.20543))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
170,-111.9352941,TRUE,"POLYGON ((106.151091 -6.077124, 106.15145 -6.077124, 106.15145 -6.076765, 106.151091 -6.076765, 106.151091 -6.077124))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
169,-106.1715976,TRUE,"POLYGON ((106.151091 -6.082156, 106.15145 -6.082156, 106.15145 -6.081796, 106.151091 -6.081796, 106.151091 -6.082156))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
244,-111.0819672,TRUE,"POLYGON ((106.154685 -5.944146, 106.155044 -5.944146, 106.155044 -5.943787, 106.154685 -5.943787, 106.154685 -5.944146))",BANTEN,SERANG,PULO AMPEL,36_4_8,43.46294956,KAB. SERANG_pulo ampel,pulo ampel,KAB. SERANG,P2,SubUrban
555,-112.7855856,TRUE,"POLYGON ((106.156123 -5.941271, 106.156482 -5.941271, 106.156482 -5.940911, 106.156123 -5.940911, 106.156123 -5.941271))",BANTEN,SERANG,PULO AMPEL,36_4_8,43.46294956,KAB. SERANG_pulo ampel,pulo ampel,KAB. SERANG,P2,SubUrban
241,-115.879668,TRUE,"POLYGON ((106.156123 -5.94163, 106.156482 -5.94163, 106.156482 -5.941271, 106.156123 -5.941271, 106.156123 -5.94163))",BANTEN,SERANG,PULO AMPEL,36_4_8,43.46294956,KAB. SERANG_pulo ampel,pulo ampel,KAB. SERANG,P2,SubUrban
187,-112.026738,TRUE,"POLYGON ((106.156482 -5.941271, 106.156841 -5.941271, 106.156841 -5.940911, 106.156482 -5.940911, 106.156482 -5.941271))",BANTEN,SERANG,PULO AMPEL,36_4_8,43.46294956,KAB. SERANG_pulo ampel,pulo ampel,KAB. SERANG,P2,SubUrban
212,-113.1415094,TRUE,"POLYGON ((106.15792 -6.332657, 106.158279 -6.332657, 106.158279 -6.332298, 106.15792 -6.332298, 106.15792 -6.332657))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
175,-107.7714286,TRUE,"POLYGON ((106.158279 -6.234901, 106.158638 -6.234901, 106.158638 -6.234541, 106.158279 -6.234541, 106.158279 -6.234901))",BANTEN,SERANG,PETIR,36_4_19,49.62682951,KAB. SERANG_petir,petir,KAB. SERANG,P2,Rural
158,-114.7721519,TRUE,"POLYGON ((106.158279 -6.336251, 106.158638 -6.336251, 106.158638 -6.335892, 106.158279 -6.335892, 106.158279 -6.336251))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
278,-112.2841727,TRUE,"POLYGON ((106.158279 -6.353862, 106.158638 -6.353862, 106.158638 -6.353503, 106.158279 -6.353503, 106.158279 -6.353862))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
285,-109.8701754,TRUE,"POLYGON ((106.158998 -6.331579, 106.159357 -6.331579, 106.159357 -6.33122, 106.158998 -6.33122, 106.158998 -6.331579))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
168,-107.1964286,TRUE,"POLYGON ((106.158998 -6.331939, 106.159357 -6.331939, 106.159357 -6.331579, 106.158998 -6.331579, 106.158998 -6.331939))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
185,-112.7243243,TRUE,"POLYGON ((106.158998 -6.354221, 106.159357 -6.354221, 106.159357 -6.353862, 106.158998 -6.353862, 106.158998 -6.354221))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
172,-107.2383721,TRUE,"POLYGON ((106.159357 -6.331579, 106.159717 -6.331579, 106.159717 -6.33122, 106.159357 -6.33122, 106.159357 -6.331579))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
187,-105.7486631,TRUE,"POLYGON ((106.160076 -6.334095, 106.160435 -6.334095, 106.160435 -6.333736, 106.160076 -6.333736, 106.160076 -6.334095))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
639,-108.9358372,TRUE,"POLYGON ((106.161154 -6.04334, 106.161514 -6.04334, 106.161514 -6.042981, 106.161154 -6.042981, 106.161154 -6.04334))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
209,-116.6555024,TRUE,"POLYGON ((106.16367 -6.142894, 106.164029 -6.142894, 106.164029 -6.142535, 106.16367 -6.142535, 106.16367 -6.142894))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
535,-116.8990654,TRUE,"POLYGON ((106.165108 -6.377223, 106.165467 -6.377223, 106.165467 -6.376864, 106.165108 -6.376864, 106.165108 -6.377223))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
253,-117.7865613,TRUE,"POLYGON ((106.167264 -6.180272, 106.167623 -6.180272, 106.167623 -6.179912, 106.167264 -6.179912, 106.167264 -6.180272))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
558,-111.6111111,TRUE,"POLYGON ((106.167623 -6.142175, 106.167983 -6.142175, 106.167983 -6.141816, 106.167623 -6.141816, 106.167623 -6.142175))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
164,-118.1341463,TRUE,"POLYGON ((106.168702 -6.066701, 106.169061 -6.066701, 106.169061 -6.066342, 106.168702 -6.066342, 106.168702 -6.066701))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
263,-116.8479087,TRUE,"POLYGON ((106.16942 -6.576331, 106.16978 -6.576331, 106.16978 -6.575971, 106.16942 -6.575971, 106.16942 -6.576331))",BANTEN,LEBAK,BOJONGMANIK,36_2_7,96.36910801,KAB. LEBAK_bojongmanik,bojongmanik,KAB. LEBAK,P2,Rural
400,-109.405,TRUE,"POLYGON ((106.171577 -6.353862, 106.171936 -6.353862, 106.171936 -6.353503, 106.171577 -6.353503, 106.171577 -6.353862))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
1466,-109.8055935,TRUE,"POLYGON ((106.171577 -6.354221, 106.171936 -6.354221, 106.171936 -6.353862, 106.171577 -6.353862, 106.171577 -6.354221))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
470,-120.3808511,TRUE,"POLYGON ((106.172655 -6.310015, 106.173014 -6.310015, 106.173014 -6.309656, 106.172655 -6.309656, 106.172655 -6.310015))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
423,-111.2245863,TRUE,"POLYGON ((106.181999 -6.320078, 106.182359 -6.320078, 106.182359 -6.319719, 106.181999 -6.319719, 106.181999 -6.320078))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
261,-111.3563218,TRUE,"POLYGON ((106.181999 -6.320438, 106.182359 -6.320438, 106.182359 -6.320078, 106.181999 -6.320078, 106.181999 -6.320438))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
284,-111.9330986,TRUE,"POLYGON ((106.182718 -6.19932, 106.183078 -6.19932, 106.183078 -6.198961, 106.182718 -6.198961, 106.182718 -6.19932))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
201,-113.3631841,TRUE,"POLYGON ((106.182718 -6.199679, 106.183078 -6.199679, 106.183078 -6.19932, 106.182718 -6.19932, 106.182718 -6.199679))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
296,-106.8918919,TRUE,"POLYGON ((106.183078 -6.322235, 106.183437 -6.322235, 106.183437 -6.321875, 106.183078 -6.321875, 106.183078 -6.322235))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
293,-105.2525597,TRUE,"POLYGON ((106.184156 -6.322235, 106.184515 -6.322235, 106.184515 -6.321875, 106.184156 -6.321875, 106.184156 -6.322235))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
337,-114.4747774,TRUE,"POLYGON ((106.184875 -6.155114, 106.185234 -6.155114, 106.185234 -6.154754, 106.184875 -6.154754, 106.184875 -6.155114))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
156,-114.7628205,TRUE,"POLYGON ((106.184875 -6.159427, 106.185234 -6.159427, 106.185234 -6.159067, 106.184875 -6.159067, 106.184875 -6.159427))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
166,-114.5722892,TRUE,"POLYGON ((106.184875 -6.164458, 106.185234 -6.164458, 106.185234 -6.164099, 106.184875 -6.164099, 106.184875 -6.164458))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
194,-108.5824742,TRUE,"POLYGON ((106.185234 -6.164458, 106.185593 -6.164458, 106.185593 -6.164099, 106.185234 -6.164099, 106.185234 -6.164458))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
714,-110.8389356,TRUE,"POLYGON ((106.185953 -6.398068, 106.186312 -6.398068, 106.186312 -6.397709, 106.185953 -6.397709, 106.185953 -6.398068))",BANTEN,LEBAK,CIKULUR,36_2_17,61.19117245,KAB. LEBAK_cikulur,cikulur,KAB. LEBAK,P2,Rural
271,-110.0553506,TRUE,"POLYGON ((106.189906 -6.39699, 106.190266 -6.39699, 106.190266 -6.396631, 106.189906 -6.396631, 106.189906 -6.39699))",,,,,,,,,,
217,-107.4884793,TRUE,"POLYGON ((106.195297 -6.173803, 106.195657 -6.173803, 106.195657 -6.173443, 106.195297 -6.173443, 106.195297 -6.173803))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
466,-120.7961373,TRUE,"POLYGON ((106.199251 -6.184225, 106.19961 -6.184225, 106.19961 -6.183866, 106.199251 -6.183866, 106.199251 -6.184225))",BANTEN,KOTA SERANG,CURUG,36_73_4,39.24057947,KOTA SERANG_curug,curug,KOTA SERANG,P2,SubUrban
165,-110.1151515,TRUE,"POLYGON ((106.200329 -6.11522, 106.200688 -6.11522, 106.200688 -6.114861, 106.200329 -6.114861, 106.200329 -6.11522))",BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
352,-105.3494318,TRUE,"POLYGON ((106.202126 -6.8944, 106.202485 -6.8944, 106.202485 -6.89404, 106.202126 -6.89404, 106.202126 -6.8944))",BANTEN,LEBAK,PANGGARANGAN,36_2_2,177.9772292,KAB. LEBAK_panggarangan,panggarangan,KAB. LEBAK,P2,Rural
179,-111.0502793,TRUE,"POLYGON ((106.203204 -6.907338, 106.203563 -6.907338, 106.203563 -6.906979, 106.203204 -6.906979, 106.203204 -6.907338))",BANTEN,LEBAK,PANGGARANGAN,36_2_2,177.9772292,KAB. LEBAK_panggarangan,panggarangan,KAB. LEBAK,P2,Rural
164,-108.1890244,TRUE,"POLYGON ((106.20536 -6.91201, 106.20572 -6.91201, 106.20572 -6.911651, 106.20536 -6.911651, 106.20536 -6.91201))",BANTEN,LEBAK,PANGGARANGAN,36_2_2,177.9772292,KAB. LEBAK_panggarangan,panggarangan,KAB. LEBAK,P2,Rural
182,-117.0604396,TRUE,"POLYGON ((106.206079 -6.076405, 106.206439 -6.076405, 106.206439 -6.076046, 106.206079 -6.076046, 106.206079 -6.076405))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
365,-111.1561644,TRUE,"POLYGON ((106.206439 -6.8944, 106.206798 -6.8944, 106.206798 -6.89404, 106.206439 -6.89404, 106.206439 -6.8944))",BANTEN,LEBAK,PANGGARANGAN,36_2_2,177.9772292,KAB. LEBAK_panggarangan,panggarangan,KAB. LEBAK,P2,Rural
285,-105.1824561,TRUE,"POLYGON ((106.206798 -6.215852, 106.207157 -6.215852, 106.207157 -6.215493, 106.206798 -6.215493, 106.206798 -6.215852))",,,,,,,,,,
428,-113.7616822,TRUE,"POLYGON ((106.207517 -6.148285, 106.207876 -6.148285, 106.207876 -6.147926, 106.207517 -6.147926, 106.207517 -6.148285))",BANTEN,KOTA SERANG,WALANTAKA,36_73_3,35.8874039,KOTA SERANG_walantaka,walantaka,KOTA SERANG,P2,Urban
180,-109.8555556,TRUE,"POLYGON ((106.210392 -6.29492, 106.210751 -6.29492, 106.210751 -6.294561, 106.210392 -6.294561, 106.210392 -6.29492))",BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
159,-114.1006289,TRUE,"POLYGON ((106.211111 -6.287732, 106.21147 -6.287732, 106.21147 -6.287373, 106.211111 -6.287373, 106.211111 -6.287732))",BANTEN,SERANG,TUNJUNGTEJA,36_4_20,42.17743276,KAB. SERANG_tunjungteja,tunjungteja,KAB. SERANG,P2,Rural
163,-113.4571429,FALSE,"POLYGON ((106.212189 -6.334454, 106.212548 -6.334454, 106.212548 -6.334095, 106.212189 -6.334095, 106.212189 -6.334454))",BANTEN,LEBAK,CIBADAK,36_2_18,36.48966276,KAB. LEBAK_cibadak,cibadak,KAB. LEBAK,P1,Urban
155,-114.6363636,FALSE,"POLYGON ((106.212908 -6.382614, 106.213267 -6.382614, 106.213267 -6.382255, 106.212908 -6.382255, 106.212908 -6.382614))",BANTEN,LEBAK,KALANGANYAR,36_2_24,29.0256995,KAB. LEBAK_kalanganyar,kalanganyar,KAB. LEBAK,P2,SubUrban
263,-110.4189189,FALSE,"POLYGON ((106.213267 -6.033637, 106.213627 -6.033637, 106.213627 -6.033277, 106.213267 -6.033277, 106.213267 -6.033637))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
1237,-110,FALSE,"POLYGON ((106.214345 -6.15763, 106.214705 -6.15763, 106.214705 -6.15727, 106.214345 -6.15727, 106.214345 -6.15763))",BANTEN,KOTA SERANG,WALANTAKA,36_73_3,35.8874039,KOTA SERANG_walantaka,walantaka,KOTA SERANG,P2,Urban
524,-115,FALSE,"POLYGON ((106.214345 -6.159067, 106.214705 -6.159067, 106.214705 -6.158708, 106.214345 -6.158708, 106.214345 -6.159067))",BANTEN,KOTA SERANG,WALANTAKA,36_73_3,35.8874039,KOTA SERANG_walantaka,walantaka,KOTA SERANG,P2,Urban
208,-108,FALSE,"POLYGON ((106.214705 -6.15763, 106.215064 -6.15763, 106.215064 -6.15727, 106.214705 -6.15727, 106.214705 -6.15763))",BANTEN,KOTA SERANG,WALANTAKA,36_73_3,35.8874039,KOTA SERANG_walantaka,walantaka,KOTA SERANG,P2,Urban
316,-109.2978723,FALSE,"POLYGON ((106.216861 -6.380817, 106.217221 -6.380817, 106.217221 -6.380458, 106.216861 -6.380458, 106.216861 -6.380817))",BANTEN,LEBAK,KALANGANYAR,36_2_24,29.0256995,KAB. LEBAK_kalanganyar,kalanganyar,KAB. LEBAK,P2,SubUrban
198,-113.2845011,FALSE,"POLYGON ((106.217221 -6.279107, 106.21758 -6.279107, 106.21758 -6.278747, 106.217221 -6.278747, 106.217221 -6.279107))",BANTEN,SERANG,TUNJUNGTEJA,36_4_20,42.17743276,KAB. SERANG_tunjungteja,tunjungteja,KAB. SERANG,P2,Rural
287,-120,FALSE,"POLYGON ((106.21758 -6.200398, 106.217939 -6.200398, 106.217939 -6.200039, 106.21758 -6.200039, 106.21758 -6.200398))",BANTEN,SERANG,CIKEUSAL,36_4_23,56.4113019,KAB. SERANG_cikeusal,cikeusal,KAB. SERANG,P2,SubUrban
435,-120,FALSE,"POLYGON ((106.218299 -6.082156, 106.218658 -6.082156, 106.218658 -6.081796, 106.218299 -6.081796, 106.218299 -6.082156))",BANTEN,KOTA SERANG,KASEMEN,36_73_2,66.99122424,KOTA SERANG_kasemen,kasemen,KOTA SERANG,P2,Urban
208,-123.3333333,FALSE,"POLYGON ((106.221893 -6.213337, 106.222252 -6.213337, 106.222252 -6.212977, 106.221893 -6.212977, 106.221893 -6.213337))",BANTEN,SERANG,CIKEUSAL,36_4_23,56.4113019,KAB. SERANG_cikeusal,cikeusal,KAB. SERANG,P2,SubUrban
267,-113.5,FALSE,"POLYGON ((106.225487 -6.283779, 106.225846 -6.283779, 106.225846 -6.28342, 106.225487 -6.28342, 106.225487 -6.283779))",BANTEN,SERANG,TUNJUNGTEJA,36_4_20,42.17743276,KAB. SERANG_tunjungteja,tunjungteja,KAB. SERANG,P2,Rural
167,-107,FALSE,"POLYGON ((106.225846 -6.107673, 106.226206 -6.107673, 106.226206 -6.107314, 106.225846 -6.107314, 106.225846 -6.107673))",BANTEN,SERANG,CIRUAS,36_4_9,36.20272841,KAB. SERANG_ciruas,ciruas,KAB. SERANG,P2,Urban
628,-114.9041916,FALSE,"POLYGON ((106.225846 -6.108032, 106.226206 -6.108032, 106.226206 -6.107673, 106.225846 -6.107673, 106.225846 -6.108032))",BANTEN,SERANG,CIRUAS,36_4_9,36.20272841,KAB. SERANG_ciruas,ciruas,KAB. SERANG,P2,Urban
