rsrp-combined-qty,rsrp-combined-avg,compare,geometry,Tower ID,Frequency System,Longitude,Latitude,distance_existing,Planning ID,Lat,Long,distance_new,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
4756,-105.2720774,TRUE,"POLYGON ((107.08589 -6.379379, 107.08625 -6.379379, 107.08625 -6.37902, 107.08589 -6.37902, 107.08589 -6.379379))",,,,,,,,,,JAWA BARAT,BEKASI,SERANG BARU,32_16_21,59.41833543,KAB. BEKASI_serang baru,serang baru,KAB. BEKASI,P2,SubUrban
4755,-111.9589905,TRUE,"POLYGON ((106.867735 -6.443712, 106.868094 -6.443712, 106.868094 -6.443353, 106.867735 -6.443353, 106.867735 -6.443712))",,,,,,,,,,JAWA BARAT,KOTA DEPOK,TAPOS,32_76_10,33.62670062,KOTA DEPOK_tapos,tapos,KOTA DEPOK,P1,Urban
4753,-110.9835893,TRUE,"POLYGON ((107.269184 -6.125643, 107.269544 -6.125643, 107.269544 -6.125284, 107.269184 -6.125284, 107.269184 -6.125643))",,,,,,,,,,JAWA BARAT,BEKASI,PEBAYURAN,32_16_13,95.3255672,KAB. BEKASI_pebayuran,pebayuran,KAB. BEKASI,P2,SubUrban
4751,-115.5537782,TRUE,"POLYGON ((106.563682 -7.399716, 106.564042 -7.399716, 106.564042 -7.399357, 106.563682 -7.399357, 106.563682 -7.399716))",,,,,,,,,,JAWA BARAT,SUKABUMI,SURADE,32_2_24,120.6909062,KAB. SUKABUMI_surade,surade,KAB. SUKABUMI,P2,SubUrban
4746,-112.0440371,TRUE,"POLYGON ((106.045427 -6.657196, 106.045787 -6.657196, 106.045787 -6.656836, 106.045427 -6.656836, 106.045427 -6.657196))",,,,,,,,,,BANTEN,LEBAK,GUNUNG KENCANA,36_2_8,142.0990363,KAB. LEBAK_gunung kencana,gunung kencana,KAB. LEBAK,P2,Rural
4743,-114.3776091,TRUE,"POLYGON ((107.486262 -6.233104, 107.486621 -6.233104, 107.486621 -6.232744, 107.486262 -6.232744, 107.486262 -6.233104))",,,,,,,,,,JAWA BARAT,KARAWANG,TEMPURAN,32_15_20,95.76811036,KAB. KARAWANG_tempuran,tempuran,KAB. KARAWANG,P2,Rural
4742,-106.9962041,TRUE,"POLYGON ((107.150223 -6.344877, 107.150582 -6.344877, 107.150582 -6.344518, 107.150223 -6.344518, 107.150223 -6.344877))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG SELATAN,32_16_19,54.03237402,KAB. BEKASI_cikarang selatan,cikarang selatan,KAB. BEKASI,P1,Urban
4739,-114.8717029,TRUE,"POLYGON ((106.789026 -6.374707, 106.789385 -6.374707, 106.789385 -6.374348, 106.789026 -6.374348, 106.789026 -6.374707))",,,,,,,,,,JAWA BARAT,KOTA DEPOK,LIMO,32_76_4,7.793813124,KOTA DEPOK_limo,limo,KOTA DEPOK,P2,Urban
4738,-106.2682566,TRUE,"POLYGON ((107.288951 -6.197523, 107.289311 -6.197523, 107.289311 -6.197164, 107.288951 -6.197164, 107.288951 -6.197523))",,,,,,,,,,JAWA BARAT,BEKASI,PEBAYURAN,32_16_13,95.3255672,KAB. BEKASI_pebayuran,pebayuran,KAB. BEKASI,P2,SubUrban
4737,-108.8252058,TRUE,"POLYGON ((106.326838 -6.337689, 106.327197 -6.337689, 106.327197 -6.33733, 106.326838 -6.33733, 106.326838 -6.337689))",,,,,,,,,,BANTEN,LEBAK,RANGKASBITUNG,36_2_14,72.8746821,KAB. LEBAK_rangkasbitung,rangkasbitung,KAB. LEBAK,P1,SubUrban
4735,-105.1970433,TRUE,"POLYGON ((107.174662 -6.338408, 107.175022 -6.338408, 107.175022 -6.338048, 107.174662 -6.338048, 107.174662 -6.338408))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
4734,-107.4921842,TRUE,"POLYGON ((106.30132 -6.356018, 106.30168 -6.356018, 106.30168 -6.355659, 106.30132 -6.355659, 106.30132 -6.356018))",,,,,,,,,,BANTEN,LEBAK,RANGKASBITUNG,36_2_14,72.8746821,KAB. LEBAK_rangkasbitung,rangkasbitung,KAB. LEBAK,P1,SubUrban
4733,-106.6957532,TRUE,"POLYGON ((106.153966 -6.717215, 106.154326 -6.717215, 106.154326 -6.716856, 106.153966 -6.716856, 106.153966 -6.717215))",,,,,,,,,,BANTEN,LEBAK,CIGEMBLONG,36_2_28,153.7659374,KAB. LEBAK_cigemblong,cigemblong,KAB. LEBAK,P2,Rural
4727,-110.023059,TRUE,"POLYGON ((107.158849 -6.165896, 107.159208 -6.165896, 107.159208 -6.165536, 107.158849 -6.165536, 107.158849 -6.165896))",,,,,,,,,,JAWA BARAT,BEKASI,TAMBELANG,32_16_4,34.95664724,KAB. BEKASI_tambelang,tambelang,KAB. BEKASI,P2,SubUrban
4726,-108.4028777,TRUE,"POLYGON ((106.482817 -6.302827, 106.483177 -6.302827, 106.483177 -6.302468, 106.482817 -6.302468, 106.482817 -6.302827))",,,,,,,,,,BANTEN,TANGERANG,JAMBE,36_3_4,29.12692911,KAB. TANGERANG_jambe,jambe,KAB. TANGERANG,P2,SubUrban
4726,-108.0446466,TRUE,"POLYGON ((107.237917 -6.51056, 107.238276 -6.51056, 107.238276 -6.510201, 107.237917 -6.510201, 107.237917 -6.51056))",,,,,,,,,,JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
4724,-109.6917866,TRUE,"POLYGON ((106.769978 -6.487199, 106.770337 -6.487199, 106.770337 -6.48684, 106.769978 -6.48684, 106.769978 -6.487199))",,,,,,,,,,JAWA BARAT,BOGOR,TAJURHALANG,32_1_37,30.71886177,KAB. BOGOR_tajurhalang,tajurhalang,KAB. BOGOR,P2,SubUrban
4724,-109.6016088,TRUE,"POLYGON ((107.077265 -6.444071, 107.077624 -6.444071, 107.077624 -6.443712, 107.077265 -6.443712, 107.077265 -6.444071))",,,,,,,,,,JAWA BARAT,BOGOR,JONGGOL,32_1_6,135.1016308,KAB. BOGOR_jonggol,jonggol,KAB. BOGOR,P2,SubUrban
4723,-106.2136354,TRUE,"POLYGON ((107.327048 -6.39699, 107.327407 -6.39699, 107.327407 -6.396631, 107.327048 -6.396631, 107.327048 -6.39699))",,,,,,,,,,JAWA BARAT,KARAWANG,CIAMPEL,32_15_4,117.8533985,KAB. KARAWANG_ciampel,ciampel,KAB. KARAWANG,P2,SubUrban
4718,-115.6470962,TRUE,"POLYGON ((105.856383 -6.360691, 105.856742 -6.360691, 105.856742 -6.360331, 105.856383 -6.360331, 105.856383 -6.360691))",,,,,,,,,,BANTEN,PANDEGLANG,JIPUT,36_1_16,56.87422772,KAB. PANDEGLANG_jiput,jiput,KAB. PANDEGLANG,P2,Rural
4717,-112.1659953,TRUE,"POLYGON ((107.120752 -6.234182, 107.121112 -6.234182, 107.121112 -6.233822, 107.120752 -6.233822, 107.120752 -6.234182))",,,,,,,,,,JAWA BARAT,BEKASI,CIBITUNG,32_16_7,44.29257541,KAB. BEKASI_cibitung,cibitung,KAB. BEKASI,P2,Urban
4714,-107.0795503,TRUE,"POLYGON ((106.214345 -6.404178, 106.214705 -6.404178, 106.214705 -6.403819, 106.214345 -6.403819, 106.214345 -6.404178))",,,,,,,,,,BANTEN,LEBAK,CIMARGA,36_2_11,188.6715059,KAB. LEBAK_cimarga,cimarga,KAB. LEBAK,P2,Rural
4712,-107.821944,TRUE,"POLYGON ((106.867735 -6.444071, 106.868094 -6.444071, 106.868094 -6.443712, 106.867735 -6.443712, 106.867735 -6.444071))",,,,,,,,,,JAWA BARAT,KOTA DEPOK,TAPOS,32_76_10,33.62670062,KOTA DEPOK_tapos,tapos,KOTA DEPOK,P1,Urban
4711,-110.9310125,TRUE,"POLYGON ((105.972829 -6.099047, 105.973188 -6.099047, 105.973188 -6.098688, 105.972829 -6.098688, 105.972829 -6.099047))",,,,,,,,,,BANTEN,SERANG,MANCAK,36_4_32,98.92924307,KAB. SERANG_mancak,mancak,KAB. SERANG,P2,Rural
4711,-106.5620887,TRUE,"POLYGON ((106.890017 -6.533203, 106.890377 -6.533203, 106.890377 -6.532843, 106.890017 -6.532843, 106.890017 -6.533203))",,,,,,,,,,JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
4710,-114.6838641,TRUE,"POLYGON ((106.3254 -6.363925, 106.325759 -6.363925, 106.325759 -6.363566, 106.3254 -6.363566, 106.3254 -6.363925))",,,,,,,,,,BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
4709,-107.5825016,TRUE,"POLYGON ((106.467004 -6.311453, 106.467363 -6.311453, 106.467363 -6.311093, 106.467004 -6.311093, 106.467004 -6.311453))",,,,,,,,,,JAWA BARAT,BOGOR,TENJO,32_1_23,82.33501081,KAB. BOGOR_tenjo,tenjo,KAB. BOGOR,P2,SubUrban
4709,-107.7965598,TRUE,"POLYGON ((107.003228 -6.114502, 107.003588 -6.114502, 107.003588 -6.114142, 107.003228 -6.114142, 107.003228 -6.114502))",,,,,,,,,,JAWA BARAT,BEKASI,TARUMA JAYA,32_16_1,55.40869344,KAB. BEKASI_taruma jaya,taruma jaya,KAB. BEKASI,P2,SubUrban
4708,-106.4097281,TRUE,"POLYGON ((107.154895 -6.22304, 107.155255 -6.22304, 107.155255 -6.222681, 107.154895 -6.222681, 107.154895 -6.22304))",,,,,,,,,,JAWA BARAT,BEKASI,SUKATANI,32_16_15,38.30431256,KAB. BEKASI_sukatani,sukatani,KAB. BEKASI,P2,Urban
4706,-106.1714832,TRUE,"POLYGON ((106.485333 -6.100126, 106.485692 -6.100126, 106.485692 -6.099766, 106.485333 -6.099766, 106.485333 -6.100126))",,,,,,,,,,BANTEN,TANGERANG,RAJEG,36_3_11,51.99533167,KAB. TANGERANG_rajeg,rajeg,KAB. TANGERANG,P2,SubUrban
4704,-108.9134779,TRUE,"POLYGON ((107.408632 -6.341642, 107.408991 -6.341642, 107.408991 -6.341283, 107.408632 -6.341283, 107.408632 -6.341642))",,,,,,,,,,JAWA BARAT,KARAWANG,PURWASARI,32_15_29,31.80026019,KAB. KARAWANG_purwasari,purwasari,KAB. KARAWANG,P2,SubUrban
4703,-107.2619605,TRUE,"POLYGON ((107.085172 -6.406334, 107.085531 -6.406334, 107.085531 -6.405975, 107.085172 -6.405975, 107.085172 -6.406334))",,,,,,,,,,JAWA BARAT,BEKASI,SERANG BARU,32_16_21,59.41833543,KAB. BEKASI_serang baru,serang baru,KAB. BEKASI,P2,SubUrban
4703,-115.1732936,TRUE,"POLYGON ((107.360113 -6.274435, 107.360472 -6.274435, 107.360472 -6.274075, 107.360113 -6.274075, 107.360113 -6.274435))",,,,,,,,,,JAWA BARAT,KARAWANG,MAJALAYA,32_15_21,33.34815694,KAB. KARAWANG_majalaya,majalaya,KAB. KARAWANG,P2,SubUrban
4702,-106.1901319,TRUE,"POLYGON ((107.153458 -6.340205, 107.153817 -6.340205, 107.153817 -6.339845, 107.153458 -6.339845, 107.153458 -6.340205))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG SELATAN,32_16_19,54.03237402,KAB. BEKASI_cikarang selatan,cikarang selatan,KAB. BEKASI,P1,Urban
4698,-108.8584504,TRUE,"POLYGON ((106.390451 -6.353143, 106.390811 -6.353143, 106.390811 -6.352784, 106.390451 -6.352784, 106.390451 -6.353143))",,,,,,,,,,BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
4697,-110.4147328,TRUE,"POLYGON ((107.082656 -6.412804, 107.083015 -6.412804, 107.083015 -6.412444, 107.082656 -6.412444, 107.082656 -6.412804))",,,,,,,,,,JAWA BARAT,BEKASI,CIBARUSAH,32_16_22,40.37500756,KAB. BEKASI_cibarusah,cibarusah,KAB. BEKASI,P2,SubUrban
4694,-106.6239881,TRUE,"POLYGON ((106.971242 -6.130675, 106.971601 -6.130675, 106.971601 -6.130315, 106.971242 -6.130315, 106.971242 -6.130675))",,,,,,,,,,JAWA BARAT,BEKASI,TARUMA JAYA,32_16_1,55.40869344,KAB. BEKASI_taruma jaya,taruma jaya,KAB. BEKASI,P2,SubUrban
4694,-113.4181934,TRUE,"POLYGON ((107.231807 -6.347752, 107.232166 -6.347752, 107.232166 -6.347393, 107.231807 -6.347393, 107.231807 -6.347752))",,,,,,,,,,JAWA BARAT,KARAWANG,TELUKJAMBE BARAT,32_15_27,74.15596846,KAB. KARAWANG_telukjambe barat,telukjambe barat,KAB. KARAWANG,P1,SubUrban
4693,-110.785212,TRUE,"POLYGON ((107.3558 -6.437243, 107.356159 -6.437243, 107.356159 -6.436883, 107.3558 -6.436883, 107.3558 -6.437243))",,,,,,,,,,JAWA BARAT,KARAWANG,CIAMPEL,32_15_4,117.8533985,KAB. KARAWANG_ciampel,ciampel,KAB. KARAWANG,P2,SubUrban
4690,-105.1761194,TRUE,"POLYGON ((107.120033 -6.320438, 107.120393 -6.320438, 107.120393 -6.320078, 107.120033 -6.320078, 107.120033 -6.320438))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG SELATAN,32_16_19,54.03237402,KAB. BEKASI_cikarang selatan,cikarang selatan,KAB. BEKASI,P1,Urban
4690,-107.7245203,TRUE,"POLYGON ((107.232166 -6.507685, 107.232526 -6.507685, 107.232526 -6.507326, 107.232166 -6.507326, 107.232166 -6.507685))",,,,,,,,,,JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
4688,-112.5981229,TRUE,"POLYGON ((105.954499 -6.49906, 105.954859 -6.49906, 105.954859 -6.4987, 105.954499 -6.4987, 105.954499 -6.49906))",,,,,,,,,,BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
4685,-106.5686233,TRUE,"POLYGON ((107.503513 -6.209383, 107.503873 -6.209383, 107.503873 -6.209024, 107.503513 -6.209024, 107.503513 -6.209383))",,,,,,,,,,JAWA BARAT,KARAWANG,CILAMAYA KULON,32_15_23,68.04472284,KAB. KARAWANG_cilamaya kulon,cilamaya kulon,KAB. KARAWANG,P2,Rural
4684,-105.675064,TRUE,"POLYGON ((106.696301 -6.380817, 106.69666 -6.380817, 106.69666 -6.380458, 106.696301 -6.380458, 106.696301 -6.380817))",,,,,,,,,,JAWA BARAT,BOGOR,GUNUNG SINDUR,32_1_11,49.16555348,KAB. BOGOR_gunung sindur,gunung sindur,KAB. BOGOR,P1,Urban
4683,-110.8165706,TRUE,"POLYGON ((106.219018 -6.202195, 106.219377 -6.202195, 106.219377 -6.201836, 106.219018 -6.201836, 106.219018 -6.202195))",,,,,,,,,,BANTEN,SERANG,CIKEUSAL,36_4_23,56.4113019,KAB. SERANG_cikeusal,cikeusal,KAB. SERANG,P2,SubUrban
4679,-119.8683479,TRUE,"POLYGON ((106.130605 -6.323672, 106.130965 -6.323672, 106.130965 -6.323313, 106.130605 -6.323313, 106.130605 -6.323672))",,,,,,,,,,BANTEN,PANDEGLANG,KORONCONG,36_1_33,19.69148595,KAB. PANDEGLANG_koroncong,koroncong,KAB. PANDEGLANG,P2,Rural
4678,-108.1586148,TRUE,"POLYGON ((107.143394 -6.238495, 107.143754 -6.238495, 107.143754 -6.238135, 107.143394 -6.238135, 107.143394 -6.238495))",,,,,,,,,,JAWA BARAT,BEKASI,CIBITUNG,32_16_7,44.29257541,KAB. BEKASI_cibitung,cibitung,KAB. BEKASI,P2,Urban
4677,-111.8612358,TRUE,"POLYGON ((107.320579 -6.191054, 107.320938 -6.191054, 107.320938 -6.190694, 107.320579 -6.190694, 107.320579 -6.191054))",,,,,,,,,,JAWA BARAT,KARAWANG,RENGASDENGKLOK,32_15_6,41.04474786,KAB. KARAWANG_rengasdengklok,rengasdengklok,KAB. KARAWANG,P1,SubUrban
4676,-107.7042344,TRUE,"POLYGON ((107.079062 -6.298874, 107.079421 -6.298874, 107.079421 -6.298514, 107.079062 -6.298514, 107.079062 -6.298874))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG BARAT,32_16_8,54.24539734,KAB. BEKASI_cikarang barat,cikarang barat,KAB. BEKASI,P1,Urban
4674,-113.1953359,TRUE,"POLYGON ((106.015238 -6.359612, 106.015597 -6.359612, 106.015597 -6.359253, 106.015238 -6.359253, 106.015238 -6.359612))",,,,,,,,,,BANTEN,PANDEGLANG,CIPEUCANG,36_1_15,28.35986436,KAB. PANDEGLANG_cipeucang,cipeucang,KAB. PANDEGLANG,P2,Rural
4674,-111.7787762,TRUE,"POLYGON ((106.181999 -6.320438, 106.182359 -6.320438, 106.182359 -6.320078, 106.181999 -6.320078, 106.181999 -6.320438))",,,,,,,,,,BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
4674,-111.3326915,TRUE,"POLYGON ((107.356519 -6.26545, 107.356878 -6.26545, 107.356878 -6.26509, 107.356519 -6.26509, 107.356519 -6.26545))",,,,,,,,,,JAWA BARAT,KARAWANG,MAJALAYA,32_15_21,33.34815694,KAB. KARAWANG_majalaya,majalaya,KAB. KARAWANG,P2,SubUrban
4672,-105.0235445,TRUE,"POLYGON ((106.147138 -6.21154, 106.147497 -6.21154, 106.147497 -6.21118, 106.147138 -6.21118, 106.147138 -6.21154))",,,,,,,,,,BANTEN,SERANG,BAROS,36_4_22,37.86369042,KAB. SERANG_baros,baros,KAB. SERANG,P1,Rural
4671,-106.1710554,TRUE,"POLYGON ((106.192781 -6.147926, 106.193141 -6.147926, 106.193141 -6.147566, 106.192781 -6.147566, 106.192781 -6.147926))",,,,,,,,,,BANTEN,KOTA SERANG,CIPOCOK JAYA,36_73_5,34.77099411,KOTA SERANG_cipocok jaya,cipocok jaya,KOTA SERANG,P1,Urban
4668,-105.3521851,TRUE,"POLYGON ((107.139082 -6.237057, 107.139441 -6.237057, 107.139441 -6.236698, 107.139082 -6.236698, 107.139082 -6.237057))",,,,,,,,,,JAWA BARAT,BEKASI,CIBITUNG,32_16_7,44.29257541,KAB. BEKASI_cibitung,cibitung,KAB. BEKASI,P2,Urban
4667,-106.703664,TRUE,"POLYGON ((107.364066 -6.345955, 107.364425 -6.345955, 107.364425 -6.345596, 107.364066 -6.345596, 107.364066 -6.345955))",,,,,,,,,,JAWA BARAT,KARAWANG,KLARI,32_15_5,73.49306609,KAB. KARAWANG_klari,klari,KAB. KARAWANG,P1,Urban
4664,-109.2208405,TRUE,"POLYGON ((106.502225 -6.549735, 106.502584 -6.549735, 106.502584 -6.549376, 106.502225 -6.549376, 106.502225 -6.549735))",,,,,,,,,,JAWA BARAT,BOGOR,CIGUDEG,32_1_22,178.3629427,KAB. BOGOR_cigudeg,cigudeg,KAB. BOGOR,P2,Rural
4663,-108.0390307,TRUE,"POLYGON ((107.011854 -6.956216, 107.012213 -6.956216, 107.012213 -6.955857, 107.011854 -6.955857, 107.011854 -6.956216))",,,,,,,,,,JAWA BARAT,SUKABUMI,GEGER BITUNG,32_2_40,67.14417397,KAB. SUKABUMI_geger bitung,geger bitung,KAB. SUKABUMI,P2,Rural
4663,-105.1226678,TRUE,"POLYGON ((107.082296 -6.303905, 107.082656 -6.303905, 107.082656 -6.303546, 107.082296 -6.303546, 107.082296 -6.303905))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG BARAT,32_16_8,54.24539734,KAB. BEKASI_cikarang barat,cikarang barat,KAB. BEKASI,P1,Urban
4662,-108.1598027,TRUE,"POLYGON ((106.914816 -6.651445, 106.915175 -6.651445, 106.915175 -6.651086, 106.914816 -6.651086, 106.914816 -6.651445))",,,,,,,,,,JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
4659,-106.1167633,TRUE,"POLYGON ((107.033059 -6.325829, 107.033418 -6.325829, 107.033418 -6.325469, 107.033059 -6.325469, 107.033059 -6.325829))",,,,,,,,,,JAWA BARAT,BEKASI,SETU,32_16_18,60.20719115,KAB. BEKASI_setu,setu,KAB. BEKASI,P1,SubUrban
4658,-105.5495921,TRUE,"POLYGON ((106.80448 -6.793768, 106.80484 -6.793768, 106.80484 -6.793408, 106.80448 -6.793408, 106.80448 -6.793768))",,,,,,,,,,JAWA BARAT,SUKABUMI,CIAMBAR,32_2_47,56.56013467,KAB. SUKABUMI_ciambar,ciambar,KAB. SUKABUMI,P2,Rural
4658,-117.4379562,TRUE,"POLYGON ((107.238995 -6.161224, 107.239354 -6.161224, 107.239354 -6.160864, 107.238995 -6.160864, 107.238995 -6.161224))",,,,,,,,,,JAWA BARAT,BEKASI,PEBAYURAN,32_16_13,95.3255672,KAB. BEKASI_pebayuran,pebayuran,KAB. BEKASI,P2,SubUrban
4657,-110.6360318,TRUE,"POLYGON ((107.212759 -6.184944, 107.213118 -6.184944, 107.213118 -6.184585, 107.212759 -6.184585, 107.212759 -6.184944))",,,,,,,,,,JAWA BARAT,BEKASI,SUKAKARYA,32_16_14,48.55052981,KAB. BEKASI_sukakarya,sukakarya,KAB. BEKASI,P2,SubUrban
4647,-115.3010544,TRUE,"POLYGON ((105.969235 -6.485762, 105.969594 -6.485762, 105.969594 -6.485402, 105.969235 -6.485402, 105.969235 -6.485762))",,,,,,,,,,BANTEN,PANDEGLANG,BOJONG,36_1_10,47.0475783,KAB. PANDEGLANG_bojong,bojong,KAB. PANDEGLANG,P2,Rural
4642,-107.8537268,TRUE,"POLYGON ((106.969085 -6.997547, 106.969445 -6.997547, 106.969445 -6.997188, 106.969085 -6.997188, 106.969085 -6.997547))",,,,,,,,,,JAWA BARAT,SUKABUMI,NYALINDUNG,32_2_39,101.7631635,KAB. SUKABUMI_nyalindung,nyalindung,KAB. SUKABUMI,P2,Rural
4641,-108.7623357,TRUE,"POLYGON ((107.032699 -6.327626, 107.033059 -6.327626, 107.033059 -6.327266, 107.032699 -6.327266, 107.032699 -6.327626))",,,,,,,,,,JAWA BARAT,BEKASI,SETU,32_16_18,60.20719115,KAB. BEKASI_setu,setu,KAB. BEKASI,P1,SubUrban
4639,-109.6316016,TRUE,"POLYGON ((107.034137 -6.353143, 107.034496 -6.353143, 107.034496 -6.352784, 107.034137 -6.352784, 107.034137 -6.353143))",,,,,,,,,,JAWA BARAT,BEKASI,SETU,32_16_18,60.20719115,KAB. BEKASI_setu,setu,KAB. BEKASI,P1,SubUrban
4639,-107.2278508,TRUE,"POLYGON ((107.280685 -6.055919, 107.281045 -6.055919, 107.281045 -6.05556, 107.280685 -6.05556, 107.280685 -6.055919))",,,,,,,,,,JAWA BARAT,KARAWANG,TIRTAJAYA,32_15_9,107.9043614,KAB. KARAWANG_tirtajaya,tirtajaya,KAB. KARAWANG,P2,SubUrban
4638,-114.7789996,TRUE,"POLYGON ((106.610045 -6.596457, 106.610404 -6.596457, 106.610404 -6.596098, 106.610045 -6.596098, 106.610045 -6.596457))",,,,,,,,,,JAWA BARAT,BOGOR,LEUWISADENG,32_1_39,34.29569851,KAB. BOGOR_leuwisadeng,leuwisadeng,KAB. BOGOR,P2,SubUrban
4638,-111.9788702,TRUE,"POLYGON ((107.476199 -6.385489, 107.476558 -6.385489, 107.476558 -6.38513, 107.476199 -6.38513, 107.476199 -6.385489))",,,,,,,,,,JAWA BARAT,KARAWANG,KOTA BARU,32_15_25,33.88357556,KAB. KARAWANG_kota baru,kota baru,KAB. KARAWANG,P2,Urban
4637,-111.4054345,TRUE,"POLYGON ((105.99008 -6.078921, 105.990439 -6.078921, 105.990439 -6.078562, 105.99008 -6.078562, 105.99008 -6.078921))",,,,,,,,,,BANTEN,SERANG,MANCAK,36_4_32,98.92924307,KAB. SERANG_mancak,mancak,KAB. SERANG,P2,Rural
4637,-113.9038171,TRUE,"POLYGON ((106.695223 -6.228791, 106.695582 -6.228791, 106.695582 -6.228431, 106.695223 -6.228431, 106.695223 -6.228791))",,,,,,,,,,BANTEN,KOTA TANGERANG,CILEDUG,36_71_6,8.9831537,KOTA TANGERANG_ciledug,ciledug,KOTA TANGERANG,P2,DenseUrban
4633,-112.5024822,TRUE,"POLYGON ((107.516452 -6.356737, 107.516811 -6.356737, 107.516811 -6.356378, 107.516452 -6.356378, 107.516452 -6.356737))",,,,,,,,,,JAWA BARAT,KARAWANG,JATISARI,32_15_14,55.56644806,KAB. KARAWANG_jatisari,jatisari,KAB. KARAWANG,P2,SubUrban
4631,-108.5065861,TRUE,"POLYGON ((107.383833 -6.068858, 107.384192 -6.068858, 107.384192 -6.068498, 107.383833 -6.068498, 107.383833 -6.068858))",,,,,,,,,,JAWA BARAT,KARAWANG,PEDES,32_15_10,68.81950401,KAB. KARAWANG_pedes,pedes,KAB. KARAWANG,P2,SubUrban
4629,-106.2704688,TRUE,"POLYGON ((107.086969 -6.378301, 107.087328 -6.378301, 107.087328 -6.377942, 107.086969 -6.377942, 107.086969 -6.378301))",,,,,,,,,,JAWA BARAT,BEKASI,SERANG BARU,32_16_21,59.41833543,KAB. BEKASI_serang baru,serang baru,KAB. BEKASI,P2,SubUrban
4629,-106.5793908,TRUE,"POLYGON ((107.240432 -6.523139, 107.240792 -6.523139, 107.240792 -6.52278, 107.240432 -6.52278, 107.240432 -6.523139))",,,,,,,,,,JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
4626,-111.1817985,TRUE,"POLYGON ((107.309797 -6.242448, 107.310156 -6.242448, 107.310156 -6.242089, 107.309797 -6.242089, 107.309797 -6.242448))",,,,,,,,,,JAWA BARAT,KARAWANG,RAWAMERTA,32_15_18,51.32453001,KAB. KARAWANG_rawamerta,rawamerta,KAB. KARAWANG,P2,SubUrban
4622,-106.543704,TRUE,"POLYGON ((106.882829 -6.899072, 106.883189 -6.899072, 106.883189 -6.898712, 106.882829 -6.898712, 106.882829 -6.899072))",,,,,,,,,,JAWA BARAT,SUKABUMI,CISAAT,32_2_29,23.30276861,KAB. SUKABUMI_cisaat,cisaat,KAB. SUKABUMI,P2,Urban
4622,-105.3189096,TRUE,"POLYGON ((107.3558 -6.117736, 107.356159 -6.117736, 107.356159 -6.117377, 107.3558 -6.117377, 107.3558 -6.117736))",,,,,,,,,,JAWA BARAT,KARAWANG,PEDES,32_15_10,68.81950401,KAB. KARAWANG_pedes,pedes,KAB. KARAWANG,P2,SubUrban
4618,-111.3059766,TRUE,"POLYGON ((106.167623 -6.32511, 106.167983 -6.32511, 106.167983 -6.324751, 106.167623 -6.324751, 106.167623 -6.32511))",,,,,,,,,,BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
4617,-106.8971193,TRUE,"POLYGON ((106.96046 -6.934652, 106.960819 -6.934652, 106.960819 -6.934293, 106.96046 -6.934293, 106.96046 -6.934652))",,,,,,,,,,JAWA BARAT,SUKABUMI,KEBONPEDES,32_2_34,11.14834847,KAB. SUKABUMI_kebonpedes,kebonpedes,KAB. SUKABUMI,P2,SubUrban
