rsrp-combined-qty,rsrp-combined-avg,compare,geometry,Tower ID,Frequency System,Longitude,Latitude,distance_existing,Planning ID,Lat,Long,distance_new,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
7452,-111.7601986,TRUE,"POLYGON ((107.029824 -6.01351, 107.030183 -6.01351, 107.030183 -6.013151, 107.029824 -6.013151, 107.029824 -6.01351))",,,,,,,,,,JAWA BARAT,BEKASI,MUARAGEMBONG,32_16_17,151.0585087,KAB. BEKASI_muaragembong,muaragembong,KAB. BEKASI,P2,SubUrban
7433,-106.8665411,TRUE,"POLYGON ((105.990799 -6.197882, 105.991158 -6.197882, 105.991158 -6.197523, 105.990799 -6.197523, 105.990799 -6.197882))",,,,,,,,,,BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
7432,-106.5627018,TRUE,"POLYGON ((106.182718 -6.326907, 106.183078 -6.326907, 106.183078 -6.326548, 106.182718 -6.326548, 106.182718 -6.326907))",,,,,,,,,,BANTEN,LEBAK,WARUNGGUNUNG,36_2_15,48.37223957,KAB. LEBAK_warunggunung,warunggunung,KAB. LEBAK,P2,Rural
7425,-106.3678114,TRUE,"POLYGON ((106.666471 -6.053404, 106.66683 -6.053404, 106.66683 -6.053044, 106.666471 -6.053044, 106.666471 -6.053404))",,,,,,,,,,BANTEN,TANGERANG,TELUKNAGA,36_3_13,51.08037184,KAB. TANGERANG_teluknaga,teluknaga,KAB. TANGERANG,P2,Urban
7412,-112.3198867,TRUE,"POLYGON ((106.497193 -6.109829, 106.497553 -6.109829, 106.497553 -6.10947, 106.497193 -6.10947, 106.497193 -6.109829))",,,,,,,,,,BANTEN,TANGERANG,RAJEG,36_3_11,51.99533167,KAB. TANGERANG_rajeg,rajeg,KAB. TANGERANG,P2,SubUrban
7395,-107.062069,TRUE,"POLYGON ((106.676174 -6.271919, 106.676534 -6.271919, 106.676534 -6.271559, 106.676174 -6.271559, 106.676174 -6.271919))",,,,,,,,,,BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA,36_74_2,22.19932354,KOTA TANGERANG SELATAN_serpong utara,serpong utara,KOTA TANGERANG SELATAN,P2,DenseUrban
7386,-106.6627403,TRUE,"POLYGON ((107.03234 -6.358175, 107.032699 -6.358175, 107.032699 -6.357815, 107.03234 -6.357815, 107.03234 -6.358175))",,,,,,,,,,JAWA BARAT,BEKASI,SETU,32_16_18,60.20719115,KAB. BEKASI_setu,setu,KAB. BEKASI,P1,SubUrban
7368,-110.6582519,TRUE,"POLYGON ((106.407343 -6.255746, 106.407703 -6.255746, 106.407703 -6.255386, 106.407343 -6.255386, 106.407343 -6.255746))",,,,,,,,,,BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
7363,-106.028521,TRUE,"POLYGON ((107.23612 -6.228072, 107.236479 -6.228072, 107.236479 -6.227713, 107.23612 -6.227713, 107.23612 -6.228072))",,,,,,,,,,JAWA BARAT,BEKASI,KARANG BAHAGIA,32_16_10,46.10441489,KAB. BEKASI_karang bahagia,karang bahagia,KAB. BEKASI,P2,SubUrban
7362,-105.375849,TRUE,"POLYGON ((107.360113 -6.215134, 107.360472 -6.215134, 107.360472 -6.214774, 107.360113 -6.214774, 107.360113 -6.215134))",,,,,,,,,,JAWA BARAT,KARAWANG,RAWAMERTA,32_15_18,51.32453001,KAB. KARAWANG_rawamerta,rawamerta,KAB. KARAWANG,P2,SubUrban
7360,-107.7809783,TRUE,"POLYGON ((107.039528 -6.128159, 107.039887 -6.128159, 107.039887 -6.127799, 107.039528 -6.127799, 107.039528 -6.128159))",,,,,,,,,,JAWA BARAT,BEKASI,BABELAN,32_16_2,66.24684024,KAB. BEKASI_babelan,babelan,KAB. BEKASI,P1,Urban
7356,-109.9163948,TRUE,"POLYGON ((106.30743 -6.332298, 106.307789 -6.332298, 106.307789 -6.331939, 106.30743 -6.331939, 106.30743 -6.332298))",,,,,,,,,,BANTEN,LEBAK,RANGKASBITUNG,36_2_14,72.8746821,KAB. LEBAK_rangkasbitung,rangkasbitung,KAB. LEBAK,P1,SubUrban
7353,-111.3886849,TRUE,"POLYGON ((107.1283 -6.592144, 107.128659 -6.592144, 107.128659 -6.591785, 107.1283 -6.591785, 107.1283 -6.592144))",,,,,,,,,,JAWA BARAT,BOGOR,TANJUNGSARI,32_1_36,151.0972891,KAB. BOGOR_tanjungsari,tanjungsari,KAB. BOGOR,P2,Rural
7341,-105.2302139,TRUE,"POLYGON ((106.967288 -6.111986, 106.967648 -6.111986, 106.967648 -6.111626, 106.967288 -6.111626, 106.967288 -6.111986))",,,,,,,,,,DKI JAKARTA,JAKARTA UTARA,CILINCING,31_72_4,41.39118006,KOTA JAKARTA UTARA_cilincing,cilincing,KOTA JAKARTA UTARA,P1,DenseUrban
7339,-107.0219376,TRUE,"POLYGON ((106.84653 -6.925667, 106.846889 -6.925667, 106.846889 -6.925308, 106.84653 -6.925308, 106.84653 -6.925667))",,,,,,,,,,JAWA BARAT,SUKABUMI,CICANTAYAN,32_2_28,35.18450798,KAB. SUKABUMI_cicantayan,cicantayan,KAB. SUKABUMI,P2,SubUrban
7327,-114.2126382,TRUE,"POLYGON ((106.363496 -6.519186, 106.363856 -6.519186, 106.363856 -6.518827, 106.363496 -6.518827, 106.363496 -6.519186))",,,,,,,,,,BANTEN,LEBAK,CIPANAS,36_2_4,64.19872365,KAB. LEBAK_cipanas,cipanas,KAB. LEBAK,P2,Rural
7326,-108.4145509,TRUE,"POLYGON ((107.273857 -6.255027, 107.274216 -6.255027, 107.274216 -6.254668, 107.273857 -6.254668, 107.273857 -6.255027))",,,,,,,,,,JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
7323,-108.8342209,TRUE,"POLYGON ((107.170709 -6.164099, 107.171068 -6.164099, 107.171068 -6.163739, 107.170709 -6.163739, 107.170709 -6.164099))",,,,,,,,,,JAWA BARAT,BEKASI,SUKATANI,32_16_15,38.30431256,KAB. BEKASI_sukatani,sukatani,KAB. BEKASI,P2,Urban
7314,-109.5136724,TRUE,"POLYGON ((107.353643 -6.117377, 107.354003 -6.117377, 107.354003 -6.117017, 107.353643 -6.117017, 107.353643 -6.117377))",,,,,,,,,,JAWA BARAT,KARAWANG,PEDES,32_15_10,68.81950401,KAB. KARAWANG_pedes,pedes,KAB. KARAWANG,P2,SubUrban
7307,-105.3671822,TRUE,"POLYGON ((106.72649 -6.621974, 106.72685 -6.621974, 106.72685 -6.621615, 106.72649 -6.621615, 106.72649 -6.621974))",,,,,,,,,,JAWA BARAT,BOGOR,DRAMAGA,32_1_30,25.71261385,KAB. BOGOR_dramaga,dramaga,KAB. BOGOR,P2,Urban
7285,-113.1489362,TRUE,"POLYGON ((106.784713 -6.629881, 106.785073 -6.629881, 106.785073 -6.629522, 106.784713 -6.629522, 106.784713 -6.629881))",,,,,,,,,,JAWA BARAT,BOGOR,CIOMAS,32_1_29,17.23933202,KAB. BOGOR_ciomas,ciomas,KAB. BOGOR,P2,Urban
7282,-109.4916232,TRUE,"POLYGON ((107.215993 -6.412085, 107.216353 -6.412085, 107.216353 -6.411725, 107.215993 -6.411725, 107.215993 -6.412085))",,,,,,,,,,JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
7281,-109.9596209,TRUE,"POLYGON ((107.32597 -6.156192, 107.326329 -6.156192, 107.326329 -6.155833, 107.32597 -6.155833, 107.32597 -6.156192))",,,,,,,,,,JAWA BARAT,KARAWANG,KUTAWALUYA,32_15_7,52.40073,KAB. KARAWANG_kutawaluya,kutawaluya,KAB. KARAWANG,P2,SubUrban
7279,-107.3942849,TRUE,"POLYGON ((106.720381 -6.386927, 106.72074 -6.386927, 106.72074 -6.386567, 106.720381 -6.386567, 106.720381 -6.386927))",,,,,,,,,,JAWA BARAT,BOGOR,GUNUNG SINDUR,32_1_11,49.16555348,KAB. BOGOR_gunung sindur,gunung sindur,KAB. BOGOR,P1,Urban
7278,-113.3392415,TRUE,"POLYGON ((106.051537 -6.38477, 106.051897 -6.38477, 106.051897 -6.384411, 106.051537 -6.384411, 106.051537 -6.38477))",,,,,,,,,,BANTEN,PANDEGLANG,MEKARJAYA,36_1_30,29.66097039,KAB. PANDEGLANG_mekarjaya,mekarjaya,KAB. PANDEGLANG,P2,Rural
7261,-107.1359317,TRUE,"POLYGON ((107.219947 -6.220884, 107.220306 -6.220884, 107.220306 -6.220525, 107.219947 -6.220525, 107.219947 -6.220884))",,,,,,,,,,JAWA BARAT,BEKASI,KARANG BAHAGIA,32_16_10,46.10441489,KAB. BEKASI_karang bahagia,karang bahagia,KAB. BEKASI,P2,SubUrban
7249,-112.8294937,TRUE,"POLYGON ((107.513217 -6.390521, 107.513576 -6.390521, 107.513576 -6.390161, 107.513217 -6.390161, 107.513217 -6.390521))",,,,,,,,,,JAWA BARAT,KARAWANG,JATISARI,32_15_14,55.56644806,KAB. KARAWANG_jatisari,jatisari,KAB. KARAWANG,P2,SubUrban
7248,-108.4748896,TRUE,"POLYGON ((106.389014 -7.315257, 106.389373 -7.315257, 106.389373 -7.314898, 106.389014 -7.314898, 106.389014 -7.315257))",,,,,,,,,,JAWA BARAT,SUKABUMI,CIRACAP,32_2_26,153.7400286,KAB. SUKABUMI_ciracap,ciracap,KAB. SUKABUMI,P2,SubUrban
7243,-110.6512495,TRUE,"POLYGON ((107.426961 -6.348471, 107.42732 -6.348471, 107.42732 -6.348112, 107.426961 -6.348112, 107.426961 -6.348471))",,,,,,,,,,JAWA BARAT,KARAWANG,PURWASARI,32_15_29,31.80026019,KAB. KARAWANG_purwasari,purwasari,KAB. KARAWANG,P2,SubUrban
7242,-114.0389395,TRUE,"POLYGON ((107.351487 -6.118814, 107.351846 -6.118814, 107.351846 -6.118455, 107.351487 -6.118455, 107.351487 -6.118814))",,,,,,,,,,JAWA BARAT,KARAWANG,PEDES,32_15_10,68.81950401,KAB. KARAWANG_pedes,pedes,KAB. KARAWANG,P2,SubUrban
7228,-121.9373271,TRUE,"POLYGON ((106.995322 -5.937677, 106.995681 -5.937677, 106.995681 -5.937317, 106.995322 -5.937317, 106.995322 -5.937677))",,,,,,,,,,,,,,,,,,,
7228,-105.3847537,TRUE,"POLYGON ((107.078343 -6.201836, 107.078702 -6.201836, 107.078702 -6.201476, 107.078343 -6.201476, 107.078343 -6.201836))",,,,,,,,,,JAWA BARAT,BEKASI,TAMBUN SELATAN,32_16_6,42.36683243,KAB. BEKASI_tambun selatan,tambun selatan,KAB. BEKASI,P1,Urban
7217,-105.4270472,TRUE,"POLYGON ((106.013081 -6.206867, 106.013441 -6.206867, 106.013441 -6.206508, 106.013081 -6.206508, 106.013081 -6.206867))",,,,,,,,,,BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
7201,-106.5867241,TRUE,"POLYGON ((106.91266 -6.401303, 106.913019 -6.401303, 106.913019 -6.400943, 106.91266 -6.400943, 106.91266 -6.401303))",,,,,,,,,,JAWA BARAT,KOTA DEPOK,TAPOS,32_76_10,33.62670062,KOTA DEPOK_tapos,tapos,KOTA DEPOK,P1,Urban
7176,-113.8143813,TRUE,"POLYGON ((107.537656 -6.220525, 107.538016 -6.220525, 107.538016 -6.220165, 107.537656 -6.220165, 107.537656 -6.220525))",,,,,,,,,,JAWA BARAT,KARAWANG,CILAMAYA KULON,32_15_23,68.04472284,KAB. KARAWANG_cilamaya kulon,cilamaya kulon,KAB. KARAWANG,P2,Rural
7175,-106.5372822,TRUE,"POLYGON ((106.89469 -6.495825, 106.895049 -6.495825, 106.895049 -6.495466, 106.89469 -6.495466, 106.89469 -6.495825))",,,,,,,,,,JAWA BARAT,BOGOR,CITEUREUP,32_1_3,69.2717829,KAB. BOGOR_citeureup,citeureup,KAB. BOGOR,P1,Urban
7157,-107.6716501,TRUE,"POLYGON ((107.009338 -6.131034, 107.009698 -6.131034, 107.009698 -6.130675, 107.009338 -6.130675, 107.009338 -6.131034))",,,,,,,,,,JAWA BARAT,BEKASI,TARUMA JAYA,32_16_1,55.40869344,KAB. BEKASI_taruma jaya,taruma jaya,KAB. BEKASI,P2,SubUrban
7152,-106.7411913,TRUE,"POLYGON ((107.007182 -6.106954, 107.007541 -6.106954, 107.007541 -6.106595, 107.007182 -6.106595, 107.007182 -6.106954))",,,,,,,,,,JAWA BARAT,BEKASI,TARUMA JAYA,32_16_1,55.40869344,KAB. BEKASI_taruma jaya,taruma jaya,KAB. BEKASI,P2,SubUrban
7147,-109.9902057,TRUE,"POLYGON ((106.974117 -6.46276, 106.974476 -6.46276, 106.974476 -6.462401, 106.974117 -6.462401, 106.974117 -6.46276))",,,,,,,,,,JAWA BARAT,BOGOR,KLAPANUNGGAL,32_1_32,95.6812501,KAB. BOGOR_klapanunggal,klapanunggal,KAB. BOGOR,P2,SubUrban
7145,-109.1395381,TRUE,"POLYGON ((107.118596 -6.23526, 107.118955 -6.23526, 107.118955 -6.234901, 107.118596 -6.234901, 107.118596 -6.23526))",,,,,,,,,,JAWA BARAT,BEKASI,CIBITUNG,32_16_7,44.29257541,KAB. BEKASI_cibitung,cibitung,KAB. BEKASI,P2,Urban
7142,-108.7073649,TRUE,"POLYGON ((107.034137 -6.425742, 107.034496 -6.425742, 107.034496 -6.425383, 107.034137 -6.425383, 107.034137 -6.425742))",,,,,,,,,,JAWA BARAT,BOGOR,CILEUNGSI,32_1_7,70.6210565,KAB. BOGOR_cileungsi,cileungsi,KAB. BOGOR,P1,Urban
7136,-110.5327915,TRUE,"POLYGON ((106.854796 -6.896197, 106.855156 -6.896197, 106.855156 -6.895837, 106.854796 -6.895837, 106.854796 -6.896197))",,,,,,,,,,JAWA BARAT,SUKABUMI,CICANTAYAN,32_2_28,35.18450798,KAB. SUKABUMI_cicantayan,cicantayan,KAB. SUKABUMI,P2,SubUrban
7131,-108.2611134,TRUE,"POLYGON ((107.039168 -6.12744, 107.039528 -6.12744, 107.039528 -6.127081, 107.039168 -6.127081, 107.039168 -6.12744))",,,,,,,,,,JAWA BARAT,BEKASI,BABELAN,32_16_2,66.24684024,KAB. BEKASI_babelan,babelan,KAB. BEKASI,P1,Urban
7121,-105.580396,TRUE,"POLYGON ((107.335314 -6.284138, 107.335673 -6.284138, 107.335673 -6.283779, 107.335314 -6.283779, 107.335314 -6.284138))",,,,,,,,,,JAWA BARAT,KARAWANG,KARAWANG TIMUR,32_15_26,29.52810473,KAB. KARAWANG_karawang timur,karawang timur,KAB. KARAWANG,P1,Urban
7115,-105.5096275,TRUE,"POLYGON ((107.12219 -6.296717, 107.122549 -6.296717, 107.122549 -6.296358, 107.12219 -6.296358, 107.12219 -6.296717))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG UTARA,32_16_9,40.13444844,KAB. BEKASI_cikarang utara,cikarang utara,KAB. BEKASI,P1,Urban
7114,-109.0378128,TRUE,"POLYGON ((106.850124 -6.712543, 106.850483 -6.712543, 106.850483 -6.712184, 106.850124 -6.712184, 106.850124 -6.712543))",,,,,,,,,,JAWA BARAT,BOGOR,CARINGIN,32_1_27,78.46574297,KAB. BOGOR_caringin,caringin,KAB. BOGOR,P2,Rural
7112,-113.5070304,TRUE,"POLYGON ((107.233963 -6.506966, 107.234323 -6.506966, 107.234323 -6.506607, 107.233963 -6.506607, 107.233963 -6.506966))",,,,,,,,,,JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
7109,-109.9080039,TRUE,"POLYGON ((107.163521 -6.009197, 107.16388 -6.009197, 107.16388 -6.008838, 107.163521 -6.008838, 107.163521 -6.009197))",,,,,,,,,,JAWA BARAT,KARAWANG,BATUJAYA,32_15_8,75.86824301,KAB. KARAWANG_batujaya,batujaya,KAB. KARAWANG,P2,SubUrban
7104,-109.1161318,TRUE,"POLYGON ((106.845452 -6.602567, 106.845811 -6.602567, 106.845811 -6.602207, 106.845452 -6.602207, 106.845452 -6.602567))",,,,,,,,,,JAWA BARAT,BOGOR,SUKARAJA,32_1_4,43.03101528,KAB. BOGOR_sukaraja,sukaraja,KAB. BOGOR,P1,Urban
7101,-107.6192086,TRUE,"POLYGON ((107.217071 -6.412804, 107.217431 -6.412804, 107.217431 -6.412444, 107.217071 -6.412444, 107.217071 -6.412804))",,,,,,,,,,JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
7100,-109.1038028,TRUE,"POLYGON ((107.173584 -6.086109, 107.173943 -6.086109, 107.173943 -6.08575, 107.173584 -6.08575, 107.173584 -6.086109))",,,,,,,,,,JAWA BARAT,BEKASI,CABANGBUNGIN,32_16_16,49.74495994,KAB. BEKASI_cabangbungin,cabangbungin,KAB. BEKASI,P2,SubUrban
7100,-107.8108451,TRUE,"POLYGON ((107.295421 -6.237416, 107.29578 -6.237416, 107.29578 -6.237057, 107.295421 -6.237057, 107.295421 -6.237416))",,,,,,,,,,JAWA BARAT,KARAWANG,KARAWANG BARAT,32_15_1,40.84377642,KAB. KARAWANG_karawang barat,karawang barat,KAB. KARAWANG,P2,Urban
7092,-106.7560632,TRUE,"POLYGON ((107.334955 -6.365722, 107.335314 -6.365722, 107.335314 -6.365363, 107.334955 -6.365363, 107.334955 -6.365722))",,,,,,,,,,JAWA BARAT,KARAWANG,CIAMPEL,32_15_4,117.8533985,KAB. KARAWANG_ciampel,ciampel,KAB. KARAWANG,P2,SubUrban
7090,-106.2359661,TRUE,"POLYGON ((106.246691 -6.379739, 106.247051 -6.379739, 106.247051 -6.379379, 106.246691 -6.379379, 106.246691 -6.379739))",,,,,,,,,,BANTEN,LEBAK,KALANGANYAR,36_2_24,29.0256995,KAB. LEBAK_kalanganyar,kalanganyar,KAB. LEBAK,P2,SubUrban
7085,-108.8701482,TRUE,"POLYGON ((107.260918 -6.28342, 107.261278 -6.28342, 107.261278 -6.28306, 107.260918 -6.28306, 107.260918 -6.28342))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG TIMUR,32_16_11,53.01158996,KAB. BEKASI_cikarang timur,cikarang timur,KAB. BEKASI,P2,Urban
7084,-105.8746471,TRUE,"POLYGON ((106.860906 -6.385489, 106.861265 -6.385489, 106.861265 -6.38513, 106.860906 -6.38513, 106.860906 -6.385489))",,,,,,,,,,JAWA BARAT,KOTA DEPOK,SUKMAJAYA,32_76_5,17.37763004,KOTA DEPOK_sukmajaya,sukmajaya,KOTA DEPOK,P2,Urban
7069,-107.3137643,TRUE,"POLYGON ((107.244026 -6.276232, 107.244386 -6.276232, 107.244386 -6.275872, 107.244026 -6.275872, 107.244026 -6.276232))",,,,,,,,,,JAWA BARAT,BEKASI,KEDUNGWARINGIN,32_16_12,30.28348232,KAB. BEKASI_kedungwaringin,kedungwaringin,KAB. BEKASI,P2,Urban
7052,-109.713131,TRUE,"POLYGON ((106.766743 -6.618021, 106.767103 -6.618021, 106.767103 -6.617662, 106.766743 -6.617662, 106.766743 -6.618021))",,,,,,,,,,JAWA BARAT,BOGOR,CIOMAS,32_1_29,17.23933202,KAB. BOGOR_ciomas,ciomas,KAB. BOGOR,P2,Urban
7035,-109.5151386,TRUE,"POLYGON ((107.506748 -6.367519, 107.507107 -6.367519, 107.507107 -6.36716, 107.506748 -6.36716, 107.506748 -6.367519))",,,,,,,,,,JAWA BARAT,KARAWANG,JATISARI,32_15_14,55.56644806,KAB. KARAWANG_jatisari,jatisari,KAB. KARAWANG,P2,SubUrban
7031,-111.6533921,TRUE,"POLYGON ((107.33172 -6.326907, 107.332079 -6.326907, 107.332079 -6.326548, 107.33172 -6.326548, 107.33172 -6.326907))",,,,,,,,,,JAWA BARAT,KARAWANG,KARAWANG TIMUR,32_15_26,29.52810473,KAB. KARAWANG_karawang timur,karawang timur,KAB. KARAWANG,P1,Urban
7030,-112.7549075,TRUE,"POLYGON ((106.109401 -6.390521, 106.10976 -6.390521, 106.10976 -6.390161, 106.109401 -6.390161, 106.109401 -6.390521))",,,,,,,,,,BANTEN,PANDEGLANG,BANJAR,36_1_20,29.77923381,KAB. PANDEGLANG_banjar,banjar,KAB. PANDEGLANG,P2,Rural
7006,-106.1184699,TRUE,"POLYGON ((106.695223 -6.315047, 106.695582 -6.315047, 106.695582 -6.314687, 106.695223 -6.314687, 106.695223 -6.315047))",,,,,,,,,,BANTEN,KOTA TANGERANG SELATAN,SERPONG,36_74_1,28.68846968,KOTA TANGERANG SELATAN_serpong,serpong,KOTA TANGERANG SELATAN,P2,Urban
7004,-106.442747,TRUE,"POLYGON ((107.133331 -5.977211, 107.133691 -5.977211, 107.133691 -5.976851, 107.133331 -5.976851, 107.133331 -5.977211))",,,,,,,,,,,,,,,,,,,
7004,-109.3083952,TRUE,"POLYGON ((107.51753 -6.041543, 107.517889 -6.041543, 107.517889 -6.041184, 107.51753 -6.041184, 107.51753 -6.041543))",,,,,,,,,,,,,,,,,,,
6994,-105.112525,TRUE,"POLYGON ((107.081218 -6.274794, 107.081578 -6.274794, 107.081578 -6.274435, 107.081218 -6.274435, 107.081218 -6.274794))",,,,,,,,,,JAWA BARAT,BEKASI,CIBITUNG,32_16_7,44.29257541,KAB. BEKASI_cibitung,cibitung,KAB. BEKASI,P2,Urban
6988,-107.1502576,TRUE,"POLYGON ((107.337111 -6.306062, 107.33747 -6.306062, 107.33747 -6.305702, 107.337111 -6.305702, 107.337111 -6.306062))",,,,,,,,,,JAWA BARAT,KARAWANG,MAJALAYA,32_15_21,33.34815694,KAB. KARAWANG_majalaya,majalaya,KAB. KARAWANG,P2,SubUrban
6984,-107.4365693,TRUE,"POLYGON ((107.279607 -6.504091, 107.279966 -6.504091, 107.279966 -6.503732, 107.279607 -6.503732, 107.279607 -6.504091))",,,,,,,,,,JAWA BARAT,KARAWANG,TEGALWARU,32_15_28,107.1263542,KAB. KARAWANG_tegalwaru,tegalwaru,KAB. KARAWANG,P2,Rural
6982,-107.8123747,TRUE,"POLYGON ((107.333517 -6.364644, 107.333876 -6.364644, 107.333876 -6.364285, 107.333517 -6.364285, 107.333517 -6.364644))",,,,,,,,,,JAWA BARAT,KARAWANG,CIAMPEL,32_15_4,117.8533985,KAB. KARAWANG_ciampel,ciampel,KAB. KARAWANG,P2,SubUrban
6976,-105.1750287,TRUE,"POLYGON ((107.456432 -6.352065, 107.456791 -6.352065, 107.456791 -6.351706, 107.456432 -6.351706, 107.456432 -6.352065))",,,,,,,,,,JAWA BARAT,KARAWANG,TIRTAMULYA,32_15_16,47.67674742,KAB. KARAWANG_tirtamulya,tirtamulya,KAB. KARAWANG,P2,SubUrban
6973,-111.4566184,TRUE,"POLYGON ((107.555267 -6.220165, 107.555626 -6.220165, 107.555626 -6.219806, 107.555267 -6.219806, 107.555267 -6.220165))",,,,,,,,,,JAWA BARAT,KARAWANG,CILAMAYA WETAN,32_15_15,75.25866445,KAB. KARAWANG_cilamaya wetan,cilamaya wetan,KAB. KARAWANG,P2,SubUrban
6970,-111.1395983,TRUE,"POLYGON ((106.868813 -6.462401, 106.869172 -6.462401, 106.869172 -6.462041, 106.868813 -6.462041, 106.868813 -6.462401))",,,,,,,,,,JAWA BARAT,BOGOR,CIBINONG,32_1_1,47.10961715,KAB. BOGOR_cibinong,cibinong,KAB. BOGOR,P2,Urban
6969,-115.2463768,TRUE,"POLYGON ((105.98397 -6.501935, 105.984329 -6.501935, 105.984329 -6.501575, 105.98397 -6.501575, 105.98397 -6.501935))",,,,,,,,,,BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
6968,-111.6258611,TRUE,"POLYGON ((106.968367 -6.375067, 106.968726 -6.375067, 106.968726 -6.374707, 106.968367 -6.374707, 106.968367 -6.375067))",,,,,,,,,,JAWA BARAT,BOGOR,CILEUNGSI,32_1_7,70.6210565,KAB. BOGOR_cileungsi,cileungsi,KAB. BOGOR,P1,Urban
6967,-108.2596526,TRUE,"POLYGON ((107.093078 -6.209743, 107.093438 -6.209743, 107.093438 -6.209383, 107.093078 -6.209383, 107.093078 -6.209743))",,,,,,,,,,JAWA BARAT,BEKASI,CIBITUNG,32_16_7,44.29257541,KAB. BEKASI_cibitung,cibitung,KAB. BEKASI,P2,Urban
6967,-107.9454572,TRUE,"POLYGON ((107.148785 -6.372551, 107.149145 -6.372551, 107.149145 -6.372191, 107.148785 -6.372191, 107.148785 -6.372551))",,,,,,,,,,JAWA BARAT,BEKASI,CIKARANG PUSAT,32_16_20,53.69008019,KAB. BEKASI_cikarang pusat,cikarang pusat,KAB. BEKASI,P2,Urban
6962,-108.1669061,TRUE,"POLYGON ((107.462542 -6.38513, 107.462901 -6.38513, 107.462901 -6.38477, 107.462542 -6.38477, 107.462542 -6.38513))",,,,,,,,,,JAWA BARAT,KARAWANG,KOTA BARU,32_15_25,33.88357556,KAB. KARAWANG_kota baru,kota baru,KAB. KARAWANG,P2,Urban
6960,-107.6195402,TRUE,"POLYGON ((107.099907 -6.027527, 107.100266 -6.027527, 107.100266 -6.027167, 107.099907 -6.027167, 107.099907 -6.027527))",,,,,,,,,,JAWA BARAT,BEKASI,MUARAGEMBONG,32_16_17,151.0585087,KAB. BEKASI_muaragembong,muaragembong,KAB. BEKASI,P2,SubUrban
6953,-109.8229541,TRUE,"POLYGON ((107.228213 -6.443353, 107.228572 -6.443353, 107.228572 -6.442993, 107.228213 -6.442993, 107.228213 -6.443353))",,,,,,,,,,JAWA BARAT,KARAWANG,PANGKALAN,32_15_2,98.17812606,KAB. KARAWANG_pangkalan,pangkalan,KAB. KARAWANG,P2,SubUrban
6942,-107.6853933,TRUE,"POLYGON ((106.959741 -6.706433, 106.9601 -6.706433, 106.9601 -6.706074, 106.959741 -6.706074, 106.959741 -6.706433))",,,,,,,,,,JAWA BARAT,BOGOR,CISARUA,32_1_25,78.75771772,KAB. BOGOR_cisarua,cisarua,KAB. BOGOR,P1,SubUrban
6912,-105.4312789,TRUE,"POLYGON ((107.333876 -6.290608, 107.334236 -6.290608, 107.334236 -6.290248, 107.333876 -6.290248, 107.333876 -6.290608))",,,,,,,,,,JAWA BARAT,KARAWANG,KARAWANG TIMUR,32_15_26,29.52810473,KAB. KARAWANG_karawang timur,karawang timur,KAB. KARAWANG,P1,Urban
6909,-115.3263859,TRUE,"POLYGON ((107.379161 -6.193929, 107.37952 -6.193929, 107.37952 -6.19357, 107.379161 -6.19357, 107.379161 -6.193929))",,,,,,,,,,JAWA BARAT,KARAWANG,RAWAMERTA,32_15_18,51.32453001,KAB. KARAWANG_rawamerta,rawamerta,KAB. KARAWANG,P2,SubUrban
6895,-116.7403916,TRUE,"POLYGON ((107.360113 -6.437602, 107.360472 -6.437602, 107.360472 -6.437243, 107.360113 -6.437243, 107.360113 -6.437602))",,,,,,,,,,JAWA BARAT,KARAWANG,CIAMPEL,32_15_4,117.8533985,KAB. KARAWANG_ciampel,ciampel,KAB. KARAWANG,P2,SubUrban
