Polygon_Name,Concatenate,rsrp-pop ,RSRP Percentage,RSRP-AVG,Review (Detail Reason)
1_Mangkuluhur,1_Mangkuluhur|442PC152E_CO|420993|34,10151,25%,-85.6576692,OK -> GO
1_Mangkuluhur,1_Mangkuluhur|442PL629E|421177|26,9048,22%,-98.15108311,OK -> GO
1_Mangkuluhur,1_Mangkuluhur|442PC152E_CO|420993|26,5773,14%,-77.14048155,OK -> GO
1_Mangkuluhur,1_Mangkuluhur|442PC152E_CO|420993|37,3983,10%,-84.37559628,OK -> GO
1_Mangkuluhur,1_Mangkuluhur|4435026E_CO|420041|6,2937,7%,-86.39666326,OK -> GO
1_Mangkuluhur,1_Mangkuluhur|442PL629E|421177|29,2368,6%,-102.5460304,OK -> GO
1_Mangkuluhur,1_Mangkuluhur|442PC152E_CO|420993|14,2356,6%,-82.17062818,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4412795E_CO|411069|5,249,6%,-94.53012048,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4412992E_CO|410730|1,227,5%,-95.16740088,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4412992E_CO|410730|4,362,8%,-94.77624309,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4412992E_CO|410730|7,870,20%,-96.02413793,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4415042E_CO|410037|2,402,9%,-93.58208955,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|4415042E_CO|410037|8,432,10%,-97.60185185,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|SH4412786E_CO|410895|1,569,13%,-91,OK -> GO
10_TOYOTAASTRA,10_TOYOTAASTRA|SH4412786E_CO|410895|7,326,7%,-90.85276074,OK -> GO
100_Mallpik-DMT,100_Mallpik-DMT|441PL032E_CO|420979|14,3886,11%,-85.59161091,NOT GO -> Have Pico
100_Mallpik-DMT,100_Mallpik-DMT|441PL032E_CO|420979|4,4533,13%,-83.27685859,NOT GO -> Have Pico
100_Mallpik-DMT,100_Mallpik-DMT|441PL032E_CO|420979|5,7387,21%,-82.69541086,NOT GO -> Have Pico
100_Mallpik-DMT,100_Mallpik-DMT|441PL032E_CO|420979|6,9749,28%,-80.99599959,NOT GO -> Have Pico
100_Mallpik-DMT,100_Mallpik-DMT|541PL064N_CO|420980|16,4340,12%,-87.12580645,NOT GO -> Have Pico
100_Mallpik-DMT,100_Mallpik-DMT|541PL064N_CO|420980|19,1940,5%,-89.20721649,NOT GO -> Have Pico
100_Mallpik-DMT,100_Mallpik-DMT|541PL064N_CO|420980|3,2352,7%,-84.71981293,NOT GO -> Have Pico
1000_Poltekkes3-TBS,1000_Poltekkes3-TBS|441PL300E_CO|440659|4,11199,47%,-75.90302706,NOT GO -> Have Pico
1000_Poltekkes3-TBS,1000_Poltekkes3-TBS|4445624E_CO|440602|5,5224,22%,-97.97683767,NOT GO -> Have Pico
1000_Poltekkes3-TBS,1000_Poltekkes3-TBS|4445624E_CO|440602|8,3021,13%,-97.51373717,NOT GO -> Have Pico
1001_Grandmall,1001_Grandmall|4410959E_CO|410159|1,944,10%,-81.85275424,NOT GO -> Have Pico
1001_Grandmall,1001_Grandmall|4410959E_CO|410159|4,6536,68%,-88.01637087,NOT GO -> Have Pico
1001_Grandmall,1001_Grandmall|4410959E_CO|410159|7,1728,18%,-89.91724537,NOT GO -> Have Pico
1002_SNIPERTHEPARKSAWANGAN,1002_SNIPERTHEPARKSAWANGAN|441PL432E_CO|461292|14,2946,9%,-74.8095723,NOT GO -> Have Pico
1002_SNIPERTHEPARKSAWANGAN,1002_SNIPERTHEPARKSAWANGAN|441PL432E_CO|461292|15,3875,11%,-79.13445161,NOT GO -> Have Pico
1002_SNIPERTHEPARKSAWANGAN,1002_SNIPERTHEPARKSAWANGAN|441PL432E_CO|461292|4,7322,21%,-77.74747337,NOT GO -> Have Pico
1002_SNIPERTHEPARKSAWANGAN,1002_SNIPERTHEPARKSAWANGAN|441PL432E_CO|461292|5,7672,22%,-70.57338373,NOT GO -> Have Pico
1002_SNIPERTHEPARKSAWANGAN,1002_SNIPERTHEPARKSAWANGAN|441PL432E_CO|461292|6,2777,8%,-75.07994238,NOT GO -> Have Pico
1002_SNIPERTHEPARKSAWANGAN,1002_SNIPERTHEPARKSAWANGAN|441PL432E|461633|26,8037,23%,-74.8382481,NOT GO -> Have Pico
1003_Pesonasquare-KBP,1003_Pesonasquare-KBP|441PL049E_CO|461187|15,13617,35%,-88.94022178,NOT GO -> Have Pico
1003_Pesonasquare-KBP,1003_Pesonasquare-KBP|441PL049E_CO|461187|4,10072,26%,-79.38939635,NOT GO -> Have Pico
1003_Pesonasquare-KBP,1003_Pesonasquare-KBP|441PL049E_CO|461187|5,8520,22%,-77.5471831,NOT GO -> Have Pico
1004_Cinerebellevuemall-WNI,1004_Cinerebellevuemall-WNI|441PC420E_BB|461855|24,731,12%,-80.25307798,NOT GO -> Have Pico
1004_Cinerebellevuemall-WNI,1004_Cinerebellevuemall-WNI|441PC420E|461030|4,516,8%,-86.18604651,NOT GO -> Have Pico
1004_Cinerebellevuemall-WNI,1004_Cinerebellevuemall-WNI|441PC420E|461030|5,457,7%,-90.20350109,NOT GO -> Have Pico
1004_Cinerebellevuemall-WNI,1004_Cinerebellevuemall-WNI|4465548E_BB|461864|3,629,10%,-90.83624801,NOT GO -> Have Pico
1004_Cinerebellevuemall-WNI,1004_Cinerebellevuemall-WNI|4475924E_CO|470265|4,1008,16%,-84.97321429,NOT GO -> Have Pico
1004_Cinerebellevuemall-WNI,1004_Cinerebellevuemall-WNI|4475924E_CO|470265|7,1057,17%,-93.51750237,NOT GO -> Have Pico
1005_Cineresquare,1005_Cineresquare|441PX452E|461024|4,55239,78%,-77.68831804,NOT GO -> Have Pico
1005_Cineresquare,1005_Cineresquare|4464372E-LTE-CINERE-RAYA-DEPOK|460574|8,4662,7%,-90.74710425,NOT GO -> Have Pico
1005_Cineresquare,1005_Cineresquare|4465272E_CO|460083|14,6109,9%,-87.15599935,NOT GO -> Have Pico
1006_Mallcinere,1006_Mallcinere|4465548E_BB|461864|3,2635,5%,-85.55749526,NOT GO -> Have Pico
1006_Mallcinere,1006_Mallcinere|4465548E_BB|461864|6,23467,47%,-83.29138791,NOT GO -> Have Pico
1006_Mallcinere,1006_Mallcinere|4465548E-LTE-MANGGISCINERE|460100|7,7676,16%,-84.25612298,NOT GO -> Have Pico
1006_Mallcinere,1006_Mallcinere|446PC310E|461017|4,13686,28%,-82.47610697,NOT GO -> Have Pico
1007_Rspuricinere,1007_Rspuricinere|441PX051E-LTE-RS-PURICINERE|460235|4,3446,29%,-86.23215322,NOT GO -> Have Pico
1007_Rspuricinere,1007_Rspuricinere|4465548E_BB|461864|3,933,8%,-92.38156484,NOT GO -> Have Pico
1007_Rspuricinere,1007_Rspuricinere|4465548E_BB|461864|6,4422,37%,-88.44301221,NOT GO -> Have Pico
1007_Rspuricinere,1007_Rspuricinere|4465548E-LTE-MANGGISCINERE|460100|7,2181,18%,-91.10637322,NOT GO -> Have Pico
1008_Htlradisson,1008_Htlradisson|441C329E_CO|452180|7,108,72%,-96.44444444,NOT GO -> Good Coverage from Surrounding
1008_Htlradisson,1008_Htlradisson|4457329E_CO|452521|8,12,8%,-99.83333333,NOT GO -> Good Coverage from Surrounding
1009_Mercure Hotel Sabang,1009_Mercure Hotel Sabang|441PL208E_CO|421473|25,406,9%,-97.2955665,NOT GO -> Covered by Surrounding
1009_Mercure Hotel Sabang,1009_Mercure Hotel Sabang|441PL503E_CO|421240|21,311,7%,-81.64308682,NOT GO -> Covered by Surrounding
1009_Mercure Hotel Sabang,1009_Mercure Hotel Sabang|441PL503E_CO|421240|24,1920,43%,-76.03489583,NOT GO -> Covered by Surrounding
1009_Mercure Hotel Sabang,1009_Mercure Hotel Sabang|441PL503E_CO|421240|27,1355,31%,-75.52324723,NOT GO -> Covered by Surrounding
101_Perwatatwr,101_Perwatatwr|441PL133E_CO|421077|23,1317,10%,-96.14882308,NOT GO -> Covered by Surrounding
101_Perwatatwr,101_Perwatatwr|441PL485E|421179|25,2074,15%,-91.57377049,NOT GO -> Covered by Surrounding
101_Perwatatwr,101_Perwatatwr|4425257E_CO|420224|4,1649,12%,-86.69739236,NOT GO -> Covered by Surrounding
101_Perwatatwr,101_Perwatatwr|SH4424350E-LTE-CENTER-PLUIT-KARYA|420746|4,1527,11%,-94.00851343,NOT GO -> Covered by Surrounding
101_Perwatatwr,101_Perwatatwr|SH4424350E-LTE-CENTER-PLUIT-KARYA|420746|8,2635,20%,-97.70815939,NOT GO -> Covered by Surrounding
1010_Mal Boxies 123,1010_Mal Boxies 123|446V026E_CO|460407|3,392,16%,-82.20153061,OK -> GO
1010_Mal Boxies 123,1010_Mal Boxies 123|446V026E_CO|460407|6,1093,44%,-87.47758463,OK -> GO
1010_Mal Boxies 123,1010_Mal Boxies 123|446V026E_CO|460407|9,853,34%,-90.78780774,OK -> GO
1011_RS Brawijaya Sawangan,1011_RS Brawijaya Sawangan|4461003E_BB|461586|4,1231,36%,-95.17059301,OK -> GO
1011_RS Brawijaya Sawangan,1011_RS Brawijaya Sawangan|4461003E_BB|461586|7,332,10%,-94.21084337,OK -> GO
1011_RS Brawijaya Sawangan,1011_RS Brawijaya Sawangan|4464107E_CO|460981|2,187,5%,-93.3368984,OK -> GO
1011_RS Brawijaya Sawangan,1011_RS Brawijaya Sawangan|4464107E_CO|460981|5,664,19%,-89.46385542,OK -> GO
1011_RS Brawijaya Sawangan,1011_RS Brawijaya Sawangan|4464181E|461473|8,699,20%,-100.6795422,OK -> GO
1012_Thamrin 9 (TOWER A),1012_Thamrin 9 (TOWER A)|441PL390E_CO|421390|23,568,8%,-97.70246479,OK -> GO
1012_Thamrin 9 (TOWER A),1012_Thamrin 9 (TOWER A)|441PL390E_CO|421390|26,1770,26%,-78.91073446,OK -> GO
1012_Thamrin 9 (TOWER A),1012_Thamrin 9 (TOWER A)|441PL390E_CO|421390|29,761,11%,-89.38501971,OK -> GO
1012_Thamrin 9 (TOWER A),1012_Thamrin 9 (TOWER A)|4425461E_CO|420229|1,348,5%,-106.9626437,OK -> GO
1012_Thamrin 9 (TOWER A),1012_Thamrin 9 (TOWER A)|442PX349E_CO|420332|4,576,8%,-84.96180556,OK -> GO
1012_Thamrin 9 (TOWER A),1012_Thamrin 9 (TOWER A)|442PX349E_CO|420332|6,361,5%,-87.20498615,OK -> GO
1013_RSMK Bintaro,1013_RSMK Bintaro|4475259E_CO|470654|5,4044,31%,-89.38946588,OK -> GO
1013_RSMK Bintaro,1013_RSMK Bintaro|4475259E_CO|470654|8,4913,37%,-97.16507226,OK -> GO
1013_RSMK Bintaro,1013_RSMK Bintaro|4475269E_CO|470121|4,1088,8%,-89.95036765,OK -> GO
1013_RSMK Bintaro,1013_RSMK Bintaro|447PC049E-LTE-BNTROPLZ4|470447|14,1795,14%,-100.0529248,OK -> GO
1014_LOTTE SHOPPING ALAM SUTRA,1014_LOTTE SHOPPING ALAM SUTRA|441PC976E_CO|470384|15,1429,63%,-96.16235129,"NOT GO -> Small Building, covered by Surrounding"
1014_LOTTE SHOPPING ALAM SUTRA,1014_LOTTE SHOPPING ALAM SUTRA|441PC976E_CO|470384|18,688,30%,-97.73982558,"NOT GO -> Small Building, covered by Surrounding"
1015_LOTTE SHOPPING SERANG,1015_LOTTE SHOPPING SERANG|4483756E_BB|481097|3,918,8%,-81.70697168,"NOT GO -> Small Building, covered by Surrounding"
1015_LOTTE SHOPPING SERANG,1015_LOTTE SHOPPING SERANG|4483756E_BB|481097|6,953,8%,-80.94018888,"NOT GO -> Small Building, covered by Surrounding"
1015_LOTTE SHOPPING SERANG,1015_LOTTE SHOPPING SERANG|4485561E_CO|480021|1,1385,12%,-78.15306859,"NOT GO -> Small Building, covered by Surrounding"
1015_LOTTE SHOPPING SERANG,1015_LOTTE SHOPPING SERANG|4485561E_CO|480021|4,4519,38%,-79.08873645,"NOT GO -> Small Building, covered by Surrounding"
1015_LOTTE SHOPPING SERANG,1015_LOTTE SHOPPING SERANG|4485561E_CO|480021|7,3600,30%,-77.71138889,"NOT GO -> Small Building, covered by Surrounding"
1016_LOTTE SERPONG,1016_LOTTE SERPONG|4465787E_CO|460333|3,2140,15%,-76.78785047,NOT GO -> Covered by Solution at Surrounding
1016_LOTTE SERPONG,1016_LOTTE SERPONG|4465787E_CO|460333|6,8569,58%,-71.31812347,NOT GO -> Covered by Solution at Surrounding
1016_LOTTE SERPONG,1016_LOTTE SERPONG|4465787E_CO|460333|9,3892,27%,-77.1205036,NOT GO -> Covered by Solution at Surrounding
1017_LOTTE PASAR REBO,1017_LOTTE PASAR REBO|4443986E|440868|8,6981,26%,-91.67211001,OK -> GO
1017_LOTTE PASAR REBO,1017_LOTTE PASAR REBO|4445740E_C2|440761|16,1544,6%,-86.08354922,OK -> GO
1017_LOTTE PASAR REBO,1017_LOTTE PASAR REBO|SH4443784E_CO|440191|3,7927,30%,-77.88419326,OK -> GO
1017_LOTTE PASAR REBO,1017_LOTTE PASAR REBO|SH4443784E_CO|440191|6,4700,18%,-85.8893617,OK -> GO
1017_LOTTE PASAR REBO,1017_LOTTE PASAR REBO|SH4443784E_CO|440191|9,2392,9%,-90.2090301,OK -> GO
1018_LOTTE BEKASI,1018_LOTTE BEKASI|4412987E_CO|410536|3,82,9%,-92.47560976,"NOT GO -> Small Building, covered by Surrounding"
1018_LOTTE BEKASI,1018_LOTTE BEKASI|4412987E_CO|410536|6,481,54%,-90.01871102,"NOT GO -> Small Building, covered by Surrounding"
1018_LOTTE BEKASI,1018_LOTTE BEKASI|4412987E_CO|410536|9,161,18%,-86.79503106,"NOT GO -> Small Building, covered by Surrounding"
1018_LOTTE BEKASI,1018_LOTTE BEKASI|441PX220E_C2|411161|34,64,7%,-85.890625,"NOT GO -> Small Building, covered by Surrounding"
1019_LOTTE KELAPA GADING,1019_LOTTE KELAPA GADING|4411352E_CO|410064|1,1894,21%,-66.0438226,"NOT GO -> Small Building, covered by Surrounding"
1019_LOTTE KELAPA GADING,1019_LOTTE KELAPA GADING|4411352E_CO|410064|4,3375,38%,-66.34755556,"NOT GO -> Small Building, covered by Surrounding"
1019_LOTTE KELAPA GADING,1019_LOTTE KELAPA GADING|4411352E_CO|410064|7,2998,34%,-69.56904603,"NOT GO -> Small Building, covered by Surrounding"
102_Pluitjunction,102_Pluitjunction|441PL133E_CO|421077|26,1219,30%,-76.15668581,NOT GO -> Have Pico
102_Pluitjunction,102_Pluitjunction|441PL485E|421179|24,783,20%,-74.27713921,NOT GO -> Have Pico
102_Pluitjunction,102_Pluitjunction|441PX314E_CO|420633|4,646,16%,-77.15789474,NOT GO -> Have Pico
102_Pluitjunction,102_Pluitjunction|441PX314E_CO|420633|6,254,6%,-81.83070866,NOT GO -> Have Pico
102_Pluitjunction,102_Pluitjunction|441PX314E_CO|420633|7,428,11%,-85.59345794,NOT GO -> Have Pico
102_Pluitjunction,102_Pluitjunction|441PX314E_CO|420633|8,235,6%,-84.88085106,NOT GO -> Have Pico
1020_LOTTE FATMAWATI,1020_LOTTE FATMAWATI|441PC314E|430654|4,23851,88%,-83.80747138,"NOT GO -> Small Building, covered by Surrounding"
1021_LOTTE MERUYA,1021_LOTTE MERUYA|4424367E_CO|420373|14,4015,23%,-93.15043587,"NOT GO -> Small Building, covered by Surrounding"
1021_LOTTE MERUYA,1021_LOTTE MERUYA|4424367E_CO|420373|17,2099,12%,-93.63649357,"NOT GO -> Small Building, covered by Surrounding"
1021_LOTTE MERUYA,1021_LOTTE MERUYA|4424367E_CO|420373|4,5944,35%,-86.18320996,"NOT GO -> Small Building, covered by Surrounding"
1021_LOTTE MERUYA,1021_LOTTE MERUYA|4424367E_CO|420373|7,4721,28%,-86.19889854,"NOT GO -> Small Building, covered by Surrounding"
1022_LOTTE JATAKE,1022_LOTTE JATAKE|4410666E_CO|470672|2,41,5%,-93.65853659,"NOT GO -> Small Building, covered by Surrounding"
1022_LOTTE JATAKE,1022_LOTTE JATAKE|4410666E_CO|470672|5,170,21%,-85.67058824,"NOT GO -> Small Building, covered by Surrounding"
1022_LOTTE JATAKE,1022_LOTTE JATAKE|4410666E_CO|470672|8,112,14%,-91.9375,"NOT GO -> Small Building, covered by Surrounding"
1022_LOTTE JATAKE,1022_LOTTE JATAKE|MC4471899E_CO|470273|14,316,39%,-88.92088608,"NOT GO -> Small Building, covered by Surrounding"
1022_LOTTE JATAKE,1022_LOTTE JATAKE|MC4471899E_CO|470273|17,144,18%,-90.65972222,"NOT GO -> Small Building, covered by Surrounding"
1023_GIANT EKSTRA SERANG,1023_GIANT EKSTRA SERANG|441A183E_CO|480033|4,188,29%,-82,"NOT GO -> Small Building, covered by Surrounding"
1023_GIANT EKSTRA SERANG,1023_GIANT EKSTRA SERANG|441A183E_CO|480033|7,55,9%,-83.12727273,"NOT GO -> Small Building, covered by Surrounding"
1023_GIANT EKSTRA SERANG,1023_GIANT EKSTRA SERANG|4483729E_CO|480008|3,149,23%,-83.93959732,"NOT GO -> Small Building, covered by Surrounding"
1023_GIANT EKSTRA SERANG,1023_GIANT EKSTRA SERANG|4483763E|480007|5,55,9%,-81.76363636,"NOT GO -> Small Building, covered by Surrounding"
1023_GIANT EKSTRA SERANG,1023_GIANT EKSTRA SERANG|4483763E|480007|8,96,15%,-83.60416667,"NOT GO -> Small Building, covered by Surrounding"
1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU),1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU)|4412974E_BB|411109|3,47,13%,-95.36170213,"NOT GO -> Small Building, covered by Surrounding"
1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU),1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU)|4412974E-LTE-MENTENG-METROPOLITAN|410391|5,56,15%,-98.91071429,"NOT GO -> Small Building, covered by Surrounding"
1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU),1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU)|4412989E_CO|410187|14,51,14%,-88.01960784,"NOT GO -> Small Building, covered by Surrounding"
1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU),1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU)|4412989E_CO|410187|17,98,26%,-95.64285714,"NOT GO -> Small Building, covered by Surrounding"
1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU),1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU)|4412989E_CO|410187|4,46,12%,-94.7826087,"NOT GO -> Small Building, covered by Surrounding"
1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU),1024_GIANT EKSTRA HARAPAN INDAH (PALEM HIJAU)|4412989E_CO|410187|7,27,7%,-99.77777778,"NOT GO -> Small Building, covered by Surrounding"
1025_PASAR ASAM REGES,1025_PASAR ASAM REGES|4412154E_CO|410339|5,1678,21%,-93.71215733,"NOT GO -> Small Building, covered by Surrounding"
1025_PASAR ASAM REGES,1025_PASAR ASAM REGES|4412154E_CO|410339|8,449,6%,-98.71269488,"NOT GO -> Small Building, covered by Surrounding"
1025_PASAR ASAM REGES,1025_PASAR ASAM REGES|4425708E_CO|420255|4,1495,19%,-91.24347826,"NOT GO -> Small Building, covered by Surrounding"
1025_PASAR ASAM REGES,1025_PASAR ASAM REGES|4425708E_CO|420255|7,3375,43%,-89.99348148,"NOT GO -> Small Building, covered by Surrounding"
1026_PASAR BOJONG INDAH,1026_PASAR BOJONG INDAH|BH4424190E-LTE-PAKIS-RAWA-BUAYA|420448|6,10731,61%,-81.6045103,"NOT GO -> Small Building, covered by Surrounding"
1026_PASAR BOJONG INDAH,1026_PASAR BOJONG INDAH|BH4424190E-LTE-PAKIS-RAWA-BUAYA|420448|9,4780,27%,-82.26882845,"NOT GO -> Small Building, covered by Surrounding"
1026_PASAR BOJONG INDAH,1026_PASAR BOJONG INDAH|V268G_CO|420370|4,914,5%,-93.75929978,"NOT GO -> Small Building, covered by Surrounding"
1027_PASAR CENGKARENG,1027_PASAR CENGKARENG|4423438E|420150|15,23074,47%,-89.29648089,OK -> GO
1027_PASAR CENGKARENG,1027_PASAR CENGKARENG|4423438E|420150|18,24166,49%,-90.77083506,OK -> GO
1028_PASAR CITRA GARDEN,1028_PASAR CITRA GARDEN|SH4424466E_CO|420948|1,303,15%,-74.54785479,NOT GO -> Good Coverage from Surrounding
1028_PASAR CITRA GARDEN,1028_PASAR CITRA GARDEN|SH4424466E_CO|420948|4,842,41%,-74.16270784,NOT GO -> Good Coverage from Surrounding
1028_PASAR CITRA GARDEN,1028_PASAR CITRA GARDEN|SH4424466E_CO|420948|7,821,40%,-79.23507917,NOT GO -> Good Coverage from Surrounding
1029_PASAR DUTA MAS,1029_PASAR DUTA MAS|MC4424743E_CO|420308|1,3520,13%,-71.70284091,NOT GO -> Good Coverage from Surrounding
1029_PASAR DUTA MAS,1029_PASAR DUTA MAS|MC4424743E_CO|420308|14,16207,61%,-78.83476276,NOT GO -> Good Coverage from Surrounding
1029_PASAR DUTA MAS,1029_PASAR DUTA MAS|MC4424743E_CO|420308|17,5471,20%,-78.2357887,NOT GO -> Good Coverage from Surrounding
103_Pluitmegamal,103_Pluitmegamal|441PX330E-LTE-PLUIT-VILLAGE|420131|4,914,7%,-104.1991247,NOT GO -> Have Pico
103_Pluitmegamal,103_Pluitmegamal|441PX330E-LTE-PLUIT-VILLAGE|420131|5,947,7%,-88.73284055,NOT GO -> Have Pico
103_Pluitmegamal,103_Pluitmegamal|MC4412365E|420286|3,2034,15%,-99.62979351,NOT GO -> Have Pico
103_Pluitmegamal,103_Pluitmegamal|MC4412365E|420286|6,5648,43%,-90.43537535,NOT GO -> Have Pico
103_Pluitmegamal,103_Pluitmegamal|MC4412365E|420286|9,2579,19%,-93.93059325,NOT GO -> Have Pico
1030_PASAR GANEFO,1030_PASAR GANEFO|4424608E_CO|421426|6,21614,70%,-86.58670306,"NOT GO -> Small Building, covered by Surrounding"
1030_PASAR GANEFO,1030_PASAR GANEFO|4425735E_CO|420261|4,3107,10%,-89.53202446,"NOT GO -> Small Building, covered by Surrounding"
1030_PASAR GANEFO,1030_PASAR GANEFO|4425735E_CO|420261|7,4186,13%,-89.87529861,"NOT GO -> Small Building, covered by Surrounding"
1031_PASAR GANG KANCIL,1031_PASAR GANG KANCIL|4424888E_CO|420955|1,7676,19%,-70.56904638,"NOT GO -> Small Building, covered by Surrounding"
1031_PASAR GANG KANCIL,1031_PASAR GANG KANCIL|4424888E_CO|420955|14,15079,37%,-77.04628954,"NOT GO -> Small Building, covered by Surrounding"
1031_PASAR GANG KANCIL,1031_PASAR GANG KANCIL|4424888E_CO|420955|17,13871,34%,-72.39225723,"NOT GO -> Small Building, covered by Surrounding"
1032_PASAR GLODOK,1032_PASAR GLODOK|441PL005E_CO|421090|23,3152,17%,-83.12690355,NOT GO -> Good Coverage from Surrounding
1032_PASAR GLODOK,1032_PASAR GLODOK|441PL005E_CO|421090|26,12713,68%,-84.59789192,NOT GO -> Good Coverage from Surrounding
1033_PASAR GROGOL,1033_PASAR GROGOL|4413974E_CO|420091|4,7894,52%,-82.07942741,NOT GO -> Covered by Surrounding
1033_PASAR GROGOL,1033_PASAR GROGOL|4413974E_CO|420091|7,5102,34%,-82.15307722,NOT GO -> Covered by Surrounding
1033_PASAR GROGOL,1033_PASAR GROGOL|SH4424849E_CO|420964|1,1618,11%,-94.53461063,NOT GO -> Covered by Surrounding
1034_PASAR HWI LINDETEVES,1034_PASAR HWI LINDETEVES|4425074E_BB|421375|3,1871,7%,-71.51790486,NOT GO -> Have Pico
1034_PASAR HWI LINDETEVES,1034_PASAR HWI LINDETEVES|4425074E_BB|421375|6,6180,24%,-69.66116505,NOT GO -> Have Pico
1034_PASAR HWI LINDETEVES,1034_PASAR HWI LINDETEVES|4425074E_BB|421375|9,4403,17%,-69.39245969,NOT GO -> Have Pico
1034_PASAR HWI LINDETEVES,1034_PASAR HWI LINDETEVES|442PC221E|420857|4,5818,22%,-92.25541423,NOT GO -> Have Pico
1034_PASAR HWI LINDETEVES,1034_PASAR HWI LINDETEVES|MC4424744E_CO|420379|5,4730,18%,-76.45095137,NOT GO -> Have Pico
1034_PASAR HWI LINDETEVES,1034_PASAR HWI LINDETEVES|MC4424744E_CO|420379|8,2398,9%,-83.37239366,NOT GO -> Have Pico
1035_PASAR JELAMBAR POLRI,1035_PASAR JELAMBAR POLRI|4425697E_CO|420100|14,4415,52%,-85.55764439,"NOT GO -> Small Building, covered by Surrounding"
1035_PASAR JELAMBAR POLRI,1035_PASAR JELAMBAR POLRI|4425697E_CO|420100|17,3766,44%,-86.51991503,"NOT GO -> Small Building, covered by Surrounding"
1036_PASAR JEMBATAN BESI,1036_PASAR JEMBATAN BESI|4425478E_CO|420902|6,4870,25%,-80.67453799,"NOT GO -> Small Building, covered by Surrounding"
1036_PASAR JEMBATAN BESI,1036_PASAR JEMBATAN BESI|4425478E_CO|420902|8,1068,6%,-84.8511236,"NOT GO -> Small Building, covered by Surrounding"
1036_PASAR JEMBATAN BESI,1036_PASAR JEMBATAN BESI|4425478E_CO|420902|9,12014,63%,-81.51648077,"NOT GO -> Small Building, covered by Surrounding"
1037_PASAR JEMBATAN DUA,1037_PASAR JEMBATAN DUA|4425071E_CO|420197|3,15573,22%,-71.65080588,"NOT GO -> Small Building, covered by Surrounding"
1037_PASAR JEMBATAN DUA,1037_PASAR JEMBATAN DUA|4425071E_CO|420197|6,17344,25%,-74.58884917,"NOT GO -> Small Building, covered by Surrounding"
1037_PASAR JEMBATAN DUA,1037_PASAR JEMBATAN DUA|4425071E_CO|420197|8,8514,12%,-82.31501057,"NOT GO -> Small Building, covered by Surrounding"
1037_PASAR JEMBATAN DUA,1037_PASAR JEMBATAN DUA|4425071E_CO|420197|9,24595,35%,-78.32226062,"NOT GO -> Small Building, covered by Surrounding"
1038_PASAR KALIDERES,1038_PASAR KALIDERES|MC4424272E|420303|1,491,19%,-88.50101833,NOT GO -> Good Coverage from Surrounding
1038_PASAR KALIDERES,1038_PASAR KALIDERES|MC4424272E|420303|5,1091,41%,-92.39046746,NOT GO -> Good Coverage from Surrounding
1038_PASAR KALIDERES,1038_PASAR KALIDERES|MC4424272E|420303|8,918,35%,-93.38997821,NOT GO -> Good Coverage from Surrounding
1039_PASAR KAMPUNG DURI,1039_PASAR KAMPUNG DURI|4425055E_CO|420192|5,1764,14%,-78.40249433,"NOT GO -> Small Building, covered by Surrounding"
1039_PASAR KAMPUNG DURI,1039_PASAR KAMPUNG DURI|MC4424900E_CO|420750|4,4620,36%,-85.57662338,"NOT GO -> Small Building, covered by Surrounding"
1039_PASAR KAMPUNG DURI,1039_PASAR KAMPUNG DURI|MC4424900E_CO|420750|7,5631,44%,-86.73130883,"NOT GO -> Small Building, covered by Surrounding"
104_Rsiagrandfamilystp-STP,104_Rsiagrandfamilystp-STP|4425102E_CO|420624|4,1246,29%,-78.02648475,OK -> GO
104_Rsiagrandfamilystp-STP,104_Rsiagrandfamilystp-STP|4425102E_CO|420624|5,1741,41%,-76.52843194,OK -> GO
104_Rsiagrandfamilystp-STP,104_Rsiagrandfamilystp-STP|4425102E_CO|420624|7,575,14%,-83.79130435,OK -> GO
104_Rsiagrandfamilystp-STP,104_Rsiagrandfamilystp-STP|4425102E_CO|420624|8,608,14%,-86.67434211,OK -> GO
1040_PASAR KEDOYA,1040_PASAR KEDOYA|4424410E_CO|420780|5,145,5%,-93.64137931,"NOT GO -> Small Building, covered by Surrounding"
1040_PASAR KEDOYA,1040_PASAR KEDOYA|4425141E_CO|420212|6,1753,62%,-88.41414718,"NOT GO -> Small Building, covered by Surrounding"
