rsrp-l1800-qty,rsrp-level,WKT,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
159,-117.5849057,"POLYGON ((105.940123 -6.495106, 105.940483 -6.495106, 105.940483 -6.494747, 105.940123 -6.494747, 105.940123 -6.495106))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
193,-113.4145078,"POLYGON ((105.940483 -6.19321, 105.940842 -6.19321, 105.940842 -6.192851, 105.940483 -6.192851, 105.940483 -6.19321))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
437,-115.0503432,"POLYGON ((105.940483 -6.197164, 105.940842 -6.197164, 105.940842 -6.196804, 105.940483 -6.196804, 105.940483 -6.197164))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
1049,-110.6768351,"POLYGON ((105.940483 -6.197523, 105.940842 -6.197523, 105.940842 -6.197164, 105.940483 -6.197164, 105.940483 -6.197523))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
153,-113.3921569,"POLYGON ((105.940483 -6.197882, 105.940842 -6.197882, 105.940842 -6.197523, 105.940483 -6.197523, 105.940483 -6.197882))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
213,-108.1408451,"POLYGON ((105.940483 -6.375067, 105.940842 -6.375067, 105.940842 -6.374707, 105.940483 -6.374707, 105.940483 -6.375067))",BANTEN,PANDEGLANG,MENES,36_1_13,22.43212107,KAB. PANDEGLANG_menes,menes,KAB. PANDEGLANG,P2,Rural
229,-107.6681223,"POLYGON ((105.940842 -6.053404, 105.941201 -6.053404, 105.941201 -6.053044, 105.940842 -6.053044, 105.940842 -6.053404))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
1359,-114.857248,"POLYGON ((105.940842 -6.197164, 105.941201 -6.197164, 105.941201 -6.196804, 105.940842 -6.196804, 105.940842 -6.197164))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
203,-106.8325123,"POLYGON ((105.940842 -6.333376, 105.941201 -6.333376, 105.941201 -6.333017, 105.940842 -6.333017, 105.940842 -6.333376))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
358,-110.5837989,"POLYGON ((105.940842 -6.375067, 105.941201 -6.375067, 105.941201 -6.374707, 105.940842 -6.374707, 105.940842 -6.375067))",BANTEN,PANDEGLANG,MENES,36_1_13,22.43212107,KAB. PANDEGLANG_menes,menes,KAB. PANDEGLANG,P2,Rural
268,-109.5559701,"POLYGON ((105.940842 -6.410647, 105.941201 -6.410647, 105.941201 -6.410288, 105.940842 -6.410288, 105.940842 -6.410647))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
314,-112.8566879,"POLYGON ((105.940842 -6.514514, 105.941201 -6.514514, 105.941201 -6.514154, 105.940842 -6.514154, 105.940842 -6.514514))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
474,-118.0189873,"POLYGON ((105.941201 -6.40885, 105.941561 -6.40885, 105.941561 -6.408491, 105.941201 -6.408491, 105.941201 -6.40885))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
200,-109.645,"POLYGON ((105.941201 -6.423586, 105.941561 -6.423586, 105.941561 -6.423226, 105.941201 -6.423226, 105.941201 -6.423586))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
229,-114.1179039,"POLYGON ((105.941201 -6.424304, 105.941561 -6.424304, 105.941561 -6.423945, 105.941201 -6.423945, 105.941201 -6.424304))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
513,-114.1500975,"POLYGON ((105.941561 -6.198242, 105.94192 -6.198242, 105.94192 -6.197882, 105.941561 -6.197882, 105.941561 -6.198242))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
307,-105.2801303,"POLYGON ((105.941561 -6.373629, 105.94192 -6.373629, 105.94192 -6.37327, 105.941561 -6.37327, 105.941561 -6.373629))",BANTEN,PANDEGLANG,MENES,36_1_13,22.43212107,KAB. PANDEGLANG_menes,menes,KAB. PANDEGLANG,P2,Rural
180,-106.1055556,"POLYGON ((105.94228 -6.048372, 105.942639 -6.048372, 105.942639 -6.048013, 105.94228 -6.048013, 105.94228 -6.048372))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
282,-111.6666667,"POLYGON ((105.94228 -6.054841, 105.942639 -6.054841, 105.942639 -6.054482, 105.94228 -6.054482, 105.94228 -6.054841))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
360,-111.5138889,"POLYGON ((105.94228 -6.339845, 105.942639 -6.339845, 105.942639 -6.339486, 105.94228 -6.339486, 105.94228 -6.339845))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
248,-108.1895161,"POLYGON ((105.94228 -6.347393, 105.942639 -6.347393, 105.942639 -6.347033, 105.94228 -6.347033, 105.94228 -6.347393))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
168,-107.375,"POLYGON ((105.94228 -6.379379, 105.942639 -6.379379, 105.942639 -6.37902, 105.94228 -6.37902, 105.94228 -6.379379))",BANTEN,PANDEGLANG,MENES,36_1_13,22.43212107,KAB. PANDEGLANG_menes,menes,KAB. PANDEGLANG,P2,Rural
158,-105.2341772,"POLYGON ((105.942639 -6.048731, 105.942998 -6.048731, 105.942998 -6.048372, 105.942639 -6.048372, 105.942639 -6.048731))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
1058,-114.2693762,"POLYGON ((105.942639 -6.055201, 105.942998 -6.055201, 105.942998 -6.054841, 105.942639 -6.054841, 105.942639 -6.055201))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
235,-109.3702128,"POLYGON ((105.942639 -6.339127, 105.942998 -6.339127, 105.942998 -6.338767, 105.942639 -6.338767, 105.942639 -6.339127))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
227,-110.2555066,"POLYGON ((105.942639 -6.339845, 105.942998 -6.339845, 105.942998 -6.339486, 105.942639 -6.339486, 105.942639 -6.339845))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
157,-115.7388535,"POLYGON ((105.942639 -6.424664, 105.942998 -6.424664, 105.942998 -6.424304, 105.942639 -6.424304, 105.942639 -6.424664))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
1675,-105.1337313,"POLYGON ((105.942998 -6.048731, 105.943358 -6.048731, 105.943358 -6.048372, 105.942998 -6.048372, 105.942998 -6.048731))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
312,-108.8173077,"POLYGON ((105.942998 -6.054841, 105.943358 -6.054841, 105.943358 -6.054482, 105.942998 -6.054482, 105.942998 -6.054841))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
515,-114.9786408,"POLYGON ((105.942998 -6.055201, 105.943358 -6.055201, 105.943358 -6.054841, 105.942998 -6.054841, 105.942998 -6.055201))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
516,-110.1434109,"POLYGON ((105.942998 -6.339127, 105.943358 -6.339127, 105.943358 -6.338767, 105.942998 -6.338767, 105.942998 -6.339127))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
446,-117.7309417,"POLYGON ((105.943358 -6.425023, 105.943717 -6.425023, 105.943717 -6.424664, 105.943358 -6.424664, 105.943358 -6.425023))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
688,-112.5377907,"POLYGON ((105.943717 -6.041184, 105.944077 -6.041184, 105.944077 -6.040825, 105.943717 -6.040825, 105.943717 -6.041184))",BANTEN,KOTA CILEGON,CIWANDAN,36_72_4,31.99826321,KOTA CILEGON_ciwandan,ciwandan,KOTA CILEGON,P2,Urban
402,-110.9129353,"POLYGON ((105.943717 -6.200398, 105.944077 -6.200398, 105.944077 -6.200039, 105.943717 -6.200039, 105.943717 -6.200398))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
296,-112.5608108,"POLYGON ((105.943717 -6.424664, 105.944077 -6.424664, 105.944077 -6.424304, 105.943717 -6.424304, 105.943717 -6.424664))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
160,-111.66875,"POLYGON ((105.944077 -6.041184, 105.944436 -6.041184, 105.944436 -6.040825, 105.944077 -6.040825, 105.944077 -6.041184))",BANTEN,KOTA CILEGON,CIWANDAN,36_72_4,31.99826321,KOTA CILEGON_ciwandan,ciwandan,KOTA CILEGON,P2,Urban
250,-114.42,"POLYGON ((105.944077 -6.423586, 105.944436 -6.423586, 105.944436 -6.423226, 105.944077 -6.423226, 105.944077 -6.423586))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
303,-110.6270627,"POLYGON ((105.944077 -6.545422, 105.944436 -6.545422, 105.944436 -6.545063, 105.944077 -6.545063, 105.944077 -6.545422))",,,,,,,,,,
208,-110.9807692,"POLYGON ((105.944795 -6.323313, 105.945155 -6.323313, 105.945155 -6.322954, 105.944795 -6.322954, 105.944795 -6.323313))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
253,-112.486166,"POLYGON ((105.944795 -6.323672, 105.945155 -6.323672, 105.945155 -6.323313, 105.944795 -6.323313, 105.944795 -6.323672))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
224,-107.2589286,"POLYGON ((105.945155 -6.322235, 105.945514 -6.322235, 105.945514 -6.321875, 105.945155 -6.321875, 105.945155 -6.322235))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
151,-107.3112583,"POLYGON ((105.945155 -6.322594, 105.945514 -6.322594, 105.945514 -6.322235, 105.945155 -6.322235, 105.945155 -6.322594))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
317,-111.2807571,"POLYGON ((105.945155 -6.323313, 105.945514 -6.323313, 105.945514 -6.322954, 105.945155 -6.322954, 105.945155 -6.323313))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
232,-106.7241379,"POLYGON ((105.945155 -6.378661, 105.945514 -6.378661, 105.945514 -6.378301, 105.945155 -6.378301, 105.945155 -6.378661))",BANTEN,PANDEGLANG,MENES,36_1_13,22.43212107,KAB. PANDEGLANG_menes,menes,KAB. PANDEGLANG,P2,Rural
179,-105.2849162,"POLYGON ((105.945155 -6.37902, 105.945514 -6.37902, 105.945514 -6.378661, 105.945155 -6.378661, 105.945155 -6.37902))",BANTEN,PANDEGLANG,MENES,36_1_13,22.43212107,KAB. PANDEGLANG_menes,menes,KAB. PANDEGLANG,P2,Rural
159,-106.3962264,"POLYGON ((105.945155 -6.79844, 105.945514 -6.79844, 105.945514 -6.79808, 105.945155 -6.79808, 105.945155 -6.79844))",BANTEN,LEBAK,WANASALAM,36_2_21,115.9143716,KAB. LEBAK_wanasalam,wanasalam,KAB. LEBAK,P2,Rural
193,-109.9689119,"POLYGON ((105.945514 -6.065623, 105.945874 -6.065623, 105.945874 -6.065264, 105.945514 -6.065264, 105.945514 -6.065623))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
186,-105.983871,"POLYGON ((105.945514 -6.322594, 105.945874 -6.322594, 105.945874 -6.322235, 105.945514 -6.322235, 105.945514 -6.322594))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
496,-113.7137097,"POLYGON ((105.945874 -6.055201, 105.946233 -6.055201, 105.946233 -6.054841, 105.945874 -6.054841, 105.945874 -6.055201))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
171,-108.2046784,"POLYGON ((105.945874 -6.065623, 105.946233 -6.065623, 105.946233 -6.065264, 105.945874 -6.065264, 105.945874 -6.065623))",BANTEN,SERANG,ANYAR,36_4_30,61.76384325,KAB. SERANG_anyar,anyar,KAB. SERANG,P2,Rural
164,-111.8353659,"POLYGON ((105.945874 -6.2234, 105.946233 -6.2234, 105.946233 -6.22304, 105.945874 -6.22304, 105.945874 -6.2234))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
538,-111.8401487,"POLYGON ((105.945874 -6.397349, 105.946233 -6.397349, 105.946233 -6.39699, 105.945874 -6.39699, 105.945874 -6.397349))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
167,-107.3652695,"POLYGON ((105.945874 -6.514154, 105.946233 -6.514154, 105.946233 -6.513795, 105.945874 -6.513795, 105.945874 -6.514154))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
430,-107.1,"POLYGON ((105.946233 -6.514154, 105.946592 -6.514154, 105.946592 -6.513795, 105.946233 -6.513795, 105.946233 -6.514154))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
263,-106.2927757,"POLYGON ((105.946233 -6.58244, 105.946592 -6.58244, 105.946592 -6.582081, 105.946233 -6.582081, 105.946233 -6.58244))",,,,,,,,,,
385,-107.5766234,"POLYGON ((105.946592 -6.323313, 105.946952 -6.323313, 105.946952 -6.322954, 105.946592 -6.322954, 105.946592 -6.323313))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
260,-105.3,"POLYGON ((105.946952 -6.323313, 105.947311 -6.323313, 105.947311 -6.322954, 105.946952 -6.322954, 105.946952 -6.323313))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
300,-105.4333333,"POLYGON ((105.946952 -6.581362, 105.947311 -6.581362, 105.947311 -6.581003, 105.946952 -6.581003, 105.946952 -6.581362))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
793,-116.924338,"POLYGON ((105.947311 -6.513795, 105.947671 -6.513795, 105.947671 -6.513436, 105.947311 -6.513436, 105.947311 -6.513795))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
158,-113.8481013,"POLYGON ((105.947311 -6.514154, 105.947671 -6.514154, 105.947671 -6.513795, 105.947311 -6.513795, 105.947311 -6.514154))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
200,-106.845,"POLYGON ((105.947671 -6.422867, 105.94803 -6.422867, 105.94803 -6.422507, 105.947671 -6.422507, 105.947671 -6.422867))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
298,-114.1208054,"POLYGON ((105.947671 -6.513436, 105.94803 -6.513436, 105.94803 -6.513076, 105.947671 -6.513076, 105.947671 -6.513436))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
211,-113.1090047,"POLYGON ((105.947671 -6.581722, 105.94803 -6.581722, 105.94803 -6.581362, 105.947671 -6.581362, 105.947671 -6.581722))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
161,-114.8757764,"POLYGON ((105.947671 -6.586394, 105.94803 -6.586394, 105.94803 -6.586034, 105.947671 -6.586034, 105.947671 -6.586394))",BANTEN,LEBAK,BANJARSARI,36_2_9,148.0923349,KAB. LEBAK_banjarsari,banjarsari,KAB. LEBAK,P1,Rural
351,-115.1367521,"POLYGON ((105.94803 -6.513795, 105.948389 -6.513795, 105.948389 -6.513436, 105.94803 -6.513436, 105.94803 -6.513795))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
153,-112.9542484,"POLYGON ((105.948389 -6.22304, 105.948749 -6.22304, 105.948749 -6.222681, 105.948389 -6.222681, 105.948389 -6.22304))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
192,-106.84375,"POLYGON ((105.948389 -6.386567, 105.948749 -6.386567, 105.948749 -6.386208, 105.948389 -6.386208, 105.948389 -6.386567))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
196,-106.5510204,"POLYGON ((105.948389 -6.387286, 105.948749 -6.387286, 105.948749 -6.386927, 105.948389 -6.386927, 105.948389 -6.387286))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
182,-106.7142857,"POLYGON ((105.948389 -6.580284, 105.948749 -6.580284, 105.948749 -6.579925, 105.948389 -6.579925, 105.948389 -6.580284))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
161,-109.552795,"POLYGON ((105.948389 -6.581362, 105.948749 -6.581362, 105.948749 -6.581003, 105.948389 -6.581003, 105.948389 -6.581362))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
479,-111.6304802,"POLYGON ((105.948749 -6.395193, 105.949108 -6.395193, 105.949108 -6.394834, 105.948749 -6.394834, 105.948749 -6.395193))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
296,-105.6283784,"POLYGON ((105.948749 -6.422507, 105.949108 -6.422507, 105.949108 -6.422148, 105.948749 -6.422148, 105.948749 -6.422507))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
168,-113.7619048,"POLYGON ((105.949108 -6.581003, 105.949468 -6.581003, 105.949468 -6.580643, 105.949108 -6.580643, 105.949108 -6.581003))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
376,-107.3031915,"POLYGON ((105.949468 -6.221962, 105.949827 -6.221962, 105.949827 -6.221603, 105.949468 -6.221603, 105.949468 -6.221962))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
4382,-108.0013692,"POLYGON ((105.949468 -6.222322, 105.949827 -6.222322, 105.949827 -6.221962, 105.949468 -6.221962, 105.949468 -6.222322))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
172,-107.4186047,"POLYGON ((105.949468 -6.338408, 105.949827 -6.338408, 105.949827 -6.338048, 105.949468 -6.338048, 105.949468 -6.338408))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
323,-113.6718266,"POLYGON ((105.949468 -6.580643, 105.949827 -6.580643, 105.949827 -6.580284, 105.949468 -6.580284, 105.949468 -6.580643))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
153,-111.0653595,"POLYGON ((105.949468 -6.581003, 105.949827 -6.581003, 105.949827 -6.580643, 105.949468 -6.580643, 105.949468 -6.581003))",BANTEN,PANDEGLANG,SINDANGRESMI,36_1_31,63.04147467,KAB. PANDEGLANG_sindangresmi,sindangresmi,KAB. PANDEGLANG,P2,Rural
262,-112.8435115,"POLYGON ((105.949827 -6.495825, 105.950186 -6.495825, 105.950186 -6.495466, 105.949827 -6.495466, 105.949827 -6.495825))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
306,-114.9607843,"POLYGON ((105.950186 -6.351706, 105.950546 -6.351706, 105.950546 -6.351346, 105.950186 -6.351346, 105.950186 -6.351706))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
336,-114.7678571,"POLYGON ((105.950186 -6.363925, 105.950546 -6.363925, 105.950546 -6.363566, 105.950186 -6.363566, 105.950186 -6.363925))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
192,-115.0260417,"POLYGON ((105.950186 -6.411725, 105.950546 -6.411725, 105.950546 -6.411366, 105.950186 -6.411366, 105.950186 -6.411725))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
244,-111.3688525,"POLYGON ((105.950186 -6.495825, 105.950546 -6.495825, 105.950546 -6.495466, 105.950186 -6.495466, 105.950186 -6.495825))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
194,-112.8556701,"POLYGON ((105.950546 -6.398787, 105.950905 -6.398787, 105.950905 -6.398428, 105.950546 -6.398428, 105.950546 -6.398787))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
817,-107.0232558,"POLYGON ((105.951265 -6.220884, 105.951624 -6.220884, 105.951624 -6.220525, 105.951265 -6.220525, 105.951265 -6.220884))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
166,-110.0722892,"POLYGON ((105.951265 -6.320438, 105.951624 -6.320438, 105.951624 -6.320078, 105.951265 -6.320078, 105.951265 -6.320438))",BANTEN,PANDEGLANG,PULOSARI,36_1_32,37.47890984,KAB. PANDEGLANG_pulosari,pulosari,KAB. PANDEGLANG,P2,Rural
151,-108.8013245,"POLYGON ((105.951624 -6.220884, 105.951983 -6.220884, 105.951983 -6.220525, 105.951624 -6.220525, 105.951624 -6.220884))",BANTEN,SERANG,PADARINCANG,36_4_29,97.14732877,KAB. SERANG_padarincang,padarincang,KAB. SERANG,P2,Rural
701,-108.5235378,"POLYGON ((105.951624 -6.409928, 105.951983 -6.409928, 105.951983 -6.409569, 105.951624 -6.409569, 105.951624 -6.409928))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
229,-109.0480349,"POLYGON ((105.951983 -6.409569, 105.952343 -6.409569, 105.952343 -6.40921, 105.951983 -6.40921, 105.951983 -6.409569))",BANTEN,PANDEGLANG,SAKETI,36_1_14,57.05900554,KAB. PANDEGLANG_saketi,saketi,KAB. PANDEGLANG,P2,Rural
169,-113.1360947,"POLYGON ((105.952343 -6.370754, 105.952702 -6.370754, 105.952702 -6.370394, 105.952343 -6.370394, 105.952343 -6.370754))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
280,-116.1178571,"POLYGON ((105.952343 -6.371113, 105.952702 -6.371113, 105.952702 -6.370754, 105.952343 -6.370754, 105.952343 -6.371113))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
573,-116.6631763,"POLYGON ((105.952343 -6.371473, 105.952702 -6.371473, 105.952702 -6.371113, 105.952343 -6.371113, 105.952343 -6.371473))",BANTEN,PANDEGLANG,CISATA,36_1_23,30.67971847,KAB. PANDEGLANG_cisata,cisata,KAB. PANDEGLANG,P2,Rural
170,-106.9,"POLYGON ((105.952702 -6.500497, 105.953062 -6.500497, 105.953062 -6.500138, 105.952702 -6.500138, 105.952702 -6.500497))",BANTEN,PANDEGLANG,PICUNG,36_1_11,53.94089235,KAB. PANDEGLANG_picung,picung,KAB. PANDEGLANG,P2,SubUrban
