rsrp-l1800-qty,rsrp-level,WKT,Provinsi,Kabupaten_Kota,Kecamatan,ID_Kecamatan,Luas_Kec_Sq_Km,Unique_XL,Kecamatan_XL,City_XL,Commercial_XL,Clutter_Type
291,-107.4501718,"POLYGON ((106.405187 -6.23526, 106.405546 -6.23526, 106.405546 -6.234901, 106.405187 -6.234901, 106.405187 -6.23526))",BANTEN,TANGERANG,BALARAJA,36_3_1,32.15465266,KAB. TANGERANG_balaraja,balaraja,KAB. TANGERANG,P1,Urban
604,-116.031457,"POLYGON ((106.405187 -6.264371, 106.405546 -6.264371, 106.405546 -6.264012, 106.405187 -6.264012, 106.405187 -6.264371))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
162,-107.4382716,"POLYGON ((106.405187 -6.33086, 106.405546 -6.33086, 106.405546 -6.330501, 106.405187 -6.330501, 106.405187 -6.33086))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
195,-107.7333333,"POLYGON ((106.405187 -6.561955, 106.405546 -6.561955, 106.405546 -6.561595, 106.405187 -6.561595, 106.405187 -6.561955))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
471,-106.6539278,"POLYGON ((106.405546 -6.310734, 106.405906 -6.310734, 106.405906 -6.310375, 106.405546 -6.310375, 106.405546 -6.310734))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
188,-106.7978723,"POLYGON ((106.405546 -6.363566, 106.405906 -6.363566, 106.405906 -6.363206, 106.405546 -6.363206, 106.405546 -6.363566))",BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
204,-111.3627451,"POLYGON ((106.405546 -6.556923, 106.405906 -6.556923, 106.405906 -6.556564, 106.405546 -6.556564, 106.405546 -6.556923))",BANTEN,LEBAK,CIPANAS,36_2_4,64.19872365,KAB. LEBAK_cipanas,cipanas,KAB. LEBAK,P2,Rural
444,-110.6126126,"POLYGON ((106.405546 -6.563752, 106.405906 -6.563752, 106.405906 -6.563392, 106.405546 -6.563392, 106.405546 -6.563752))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
217,-109.7695853,"POLYGON ((106.405906 -6.560876, 106.406265 -6.560876, 106.406265 -6.560517, 106.405906 -6.560517, 106.405906 -6.560876))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
243,-107.8148148,"POLYGON ((106.405906 -6.563033, 106.406265 -6.563033, 106.406265 -6.562673, 106.405906 -6.562673, 106.405906 -6.563033))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
230,-107.2304348,"POLYGON ((106.406265 -6.234541, 106.406624 -6.234541, 106.406624 -6.234182, 106.406265 -6.234182, 106.406265 -6.234541))",BANTEN,TANGERANG,BALARAJA,36_3_1,32.15465266,KAB. TANGERANG_balaraja,balaraja,KAB. TANGERANG,P1,Urban
267,-111.411985,"POLYGON ((106.406265 -6.235619, 106.406624 -6.235619, 106.406624 -6.23526, 106.406265 -6.23526, 106.406265 -6.235619))",BANTEN,TANGERANG,BALARAJA,36_3_1,32.15465266,KAB. TANGERANG_balaraja,balaraja,KAB. TANGERANG,P1,Urban
491,-106.299389,"POLYGON ((106.406265 -6.362128, 106.406624 -6.362128, 106.406624 -6.361769, 106.406265 -6.361769, 106.406265 -6.362128))",BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
163,-105.3558282,"POLYGON ((106.406265 -6.362488, 106.406624 -6.362488, 106.406624 -6.362128, 106.406265 -6.362128, 106.406265 -6.362488))",BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
222,-106.7702703,"POLYGON ((106.406624 -6.258262, 106.406984 -6.258262, 106.406984 -6.257902, 106.406624 -6.257902, 106.406624 -6.258262))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
178,-110.7752809,"POLYGON ((106.406984 -6.255746, 106.407343 -6.255746, 106.407343 -6.255386, 106.406984 -6.255386, 106.406984 -6.255746))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
912,-108.6787281,"POLYGON ((106.406984 -6.365722, 106.407343 -6.365722, 106.407343 -6.365363, 106.406984 -6.365363, 106.406984 -6.365722))",BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
397,-110.279597,"POLYGON ((106.407343 -6.255746, 106.407703 -6.255746, 106.407703 -6.255386, 106.407343 -6.255386, 106.407343 -6.255746))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
190,-112.8894737,"POLYGON ((106.407343 -6.295639, 106.407703 -6.295639, 106.407703 -6.29528, 106.407343 -6.29528, 106.407343 -6.295639))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
283,-106.3886926,"POLYGON ((106.407343 -6.315047, 106.407703 -6.315047, 106.407703 -6.314687, 106.407343 -6.314687, 106.407343 -6.315047))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
168,-107.2916667,"POLYGON ((106.407343 -7.339696, 106.407703 -7.339696, 106.407703 -7.339337, 106.407343 -7.339337, 106.407343 -7.339696))",JAWA BARAT,SUKABUMI,CIRACAP,32_2_26,153.7400286,KAB. SUKABUMI_ciracap,ciracap,KAB. SUKABUMI,P2,SubUrban
319,-109.5579937,"POLYGON ((106.407703 -6.252511, 106.408062 -6.252511, 106.408062 -6.252152, 106.407703 -6.252152, 106.407703 -6.252511))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
206,-106.9660194,"POLYGON ((106.407703 -6.25934, 106.408062 -6.25934, 106.408062 -6.25898, 106.407703 -6.25898, 106.407703 -6.25934))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
212,-112.2169811,"POLYGON ((106.407703 -6.272278, 106.408062 -6.272278, 106.408062 -6.271919, 106.407703 -6.271919, 106.407703 -6.272278))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
170,-106.7352941,"POLYGON ((106.407703 -6.273716, 106.408062 -6.273716, 106.408062 -6.273356, 106.407703 -6.273356, 106.407703 -6.273716))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
266,-115.8458647,"POLYGON ((106.407703 -6.279107, 106.408062 -6.279107, 106.408062 -6.278747, 106.407703 -6.278747, 106.407703 -6.279107))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
255,-106.7294118,"POLYGON ((106.408421 -6.574534, 106.408781 -6.574534, 106.408781 -6.574174, 106.408421 -6.574174, 106.408421 -6.574534))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
1582,-108.1011378,"POLYGON ((106.408781 -6.932496, 106.40914 -6.932496, 106.40914 -6.932137, 106.408781 -6.932137, 106.408781 -6.932496))",JAWA BARAT,SUKABUMI,CISOLOK,32_2_5,173.0379074,KAB. SUKABUMI_cisolok,cisolok,KAB. SUKABUMI,P2,Rural
167,-112.1916168,"POLYGON ((106.40914 -6.25898, 106.4095 -6.25898, 106.4095 -6.258621, 106.40914 -6.258621, 106.40914 -6.25898))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
166,-110.7771084,"POLYGON ((106.40914 -6.567346, 106.4095 -6.567346, 106.4095 -6.566986, 106.40914 -6.566986, 106.40914 -6.567346))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
181,-108.0883978,"POLYGON ((106.409859 -6.186022, 106.410218 -6.186022, 106.410218 -6.185663, 106.409859 -6.185663, 106.409859 -6.186022))",,,,,,,,,,
170,-105.5,"POLYGON ((106.409859 -6.249277, 106.410218 -6.249277, 106.410218 -6.248917, 106.409859 -6.248917, 106.409859 -6.249277))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
2059,-106.6478873,"POLYGON ((106.409859 -6.249636, 106.410218 -6.249636, 106.410218 -6.249277, 106.409859 -6.249277, 106.409859 -6.249636))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
595,-112.3445378,"POLYGON ((106.409859 -6.254668, 106.410218 -6.254668, 106.410218 -6.254308, 106.409859 -6.254308, 106.409859 -6.254668))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
367,-108.0735695,"POLYGON ((106.410218 -6.249995, 106.410578 -6.249995, 106.410578 -6.249636, 106.410218 -6.249636, 106.410218 -6.249995))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
340,-107.3382353,"POLYGON ((106.410578 -6.249636, 106.410937 -6.249636, 106.410937 -6.249277, 106.410578 -6.249277, 106.410578 -6.249636))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
206,-105.4417476,"POLYGON ((106.410578 -6.249995, 106.410937 -6.249995, 106.410937 -6.249636, 106.410578 -6.249636, 106.410578 -6.249995))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
224,-110.4821429,"POLYGON ((106.410937 -6.254668, 106.411297 -6.254668, 106.411297 -6.254308, 106.410937 -6.254308, 106.410937 -6.254668))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
655,-107.789313,"POLYGON ((106.410937 -6.255027, 106.411297 -6.255027, 106.411297 -6.254668, 106.410937 -6.254668, 106.410937 -6.255027))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
237,-112.8607595,"POLYGON ((106.410937 -6.270841, 106.411297 -6.270841, 106.411297 -6.270481, 106.410937 -6.270481, 106.410937 -6.270841))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
519,-107.8150289,"POLYGON ((106.411297 -6.171646, 106.411656 -6.171646, 106.411656 -6.171287, 106.411297 -6.171287, 106.411297 -6.171646))",BANTEN,TANGERANG,SUKAMULYA,36_3_27,27.66790159,KAB. TANGERANG_sukamulya,sukamulya,KAB. TANGERANG,P2,Urban
168,-111.3392857,"POLYGON ((106.411656 -6.171646, 106.412015 -6.171646, 106.412015 -6.171287, 106.411656 -6.171287, 106.411656 -6.171646))",BANTEN,TANGERANG,SUKAMULYA,36_3_27,27.66790159,KAB. TANGERANG_sukamulya,sukamulya,KAB. TANGERANG,P2,Urban
318,-105.8836478,"POLYGON ((106.411656 -6.250355, 106.412015 -6.250355, 106.412015 -6.249995, 106.411656 -6.249995, 106.411656 -6.250355))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
226,-108.7079646,"POLYGON ((106.411656 -6.250714, 106.412015 -6.250714, 106.412015 -6.250355, 106.411656 -6.250355, 106.411656 -6.250714))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
153,-105.4705882,"POLYGON ((106.412375 -6.276232, 106.412734 -6.276232, 106.412734 -6.275872, 106.412375 -6.275872, 106.412375 -6.276232))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
225,-110.9244444,"POLYGON ((106.412734 -6.251074, 106.413094 -6.251074, 106.413094 -6.250714, 106.412734 -6.250714, 106.412734 -6.251074))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
230,-116.2652174,"POLYGON ((106.412734 -6.438321, 106.413094 -6.438321, 106.413094 -6.437962, 106.412734 -6.437962, 106.412734 -6.438321))",BANTEN,LEBAK,CURUG BITUNG,36_2_23,92.83936293,KAB. LEBAK_curug bitung,curug bitung,KAB. LEBAK,P2,Rural
614,-105.0798046,"POLYGON ((106.412734 -6.573096, 106.413094 -6.573096, 106.413094 -6.572737, 106.412734 -6.572737, 106.412734 -6.573096))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
323,-113.3250774,"POLYGON ((106.413094 -6.247839, 106.413453 -6.247839, 106.413453 -6.24748, 106.413094 -6.24748, 106.413094 -6.247839))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
209,-110.0813397,"POLYGON ((106.413094 -6.250355, 106.413453 -6.250355, 106.413453 -6.249995, 106.413094 -6.249995, 106.413094 -6.250355))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
174,-108.2011494,"POLYGON ((106.413094 -6.269044, 106.413453 -6.269044, 106.413453 -6.268684, 106.413094 -6.268684, 106.413094 -6.269044))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
276,-105.5289855,"POLYGON ((106.413094 -6.287014, 106.413453 -6.287014, 106.413453 -6.286654, 106.413094 -6.286654, 106.413094 -6.287014))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
199,-105.8140704,"POLYGON ((106.413453 -6.082874, 106.413812 -6.082874, 106.413812 -6.082515, 106.413453 -6.082515, 106.413453 -6.082874))",BANTEN,TANGERANG,KRONJO,36_3_7,45.86586617,KAB. TANGERANG_kronjo,kronjo,KAB. TANGERANG,P2,SubUrban
619,-115.085622,"POLYGON ((106.413812 -6.595379, 106.414172 -6.595379, 106.414172 -6.595019, 106.413812 -6.595019, 106.413812 -6.595379))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
154,-106.9285714,"POLYGON ((106.414172 -6.596098, 106.414531 -6.596098, 106.414531 -6.595738, 106.414172 -6.595738, 106.414172 -6.596098))",BANTEN,LEBAK,LEBAKGEDONG,36_2_25,92.01370497,KAB. LEBAK_lebakgedong,lebakgedong,KAB. LEBAK,P2,Rural
1148,-109.4207317,"POLYGON ((106.414891 -6.428258, 106.41525 -6.428258, 106.41525 -6.427898, 106.414891 -6.427898, 106.414891 -6.428258))",BANTEN,LEBAK,CURUG BITUNG,36_2_23,92.83936293,KAB. LEBAK_curug bitung,curug bitung,KAB. LEBAK,P2,Rural
155,-108.3225806,"POLYGON ((106.41525 -6.107314, 106.415609 -6.107314, 106.415609 -6.106954, 106.41525 -6.106954, 106.41525 -6.107314))",BANTEN,TANGERANG,KRONJO,36_3_7,45.86586617,KAB. TANGERANG_kronjo,kronjo,KAB. TANGERANG,P2,SubUrban
627,-106.3859649,"POLYGON ((106.415969 -6.226634, 106.416328 -6.226634, 106.416328 -6.226275, 106.415969 -6.226275, 106.415969 -6.226634))",BANTEN,TANGERANG,BALARAJA,36_3_1,32.15465266,KAB. TANGERANG_balaraja,balaraja,KAB. TANGERANG,P1,Urban
674,-108.4836795,"POLYGON ((106.415969 -6.419992, 106.416328 -6.419992, 106.416328 -6.419632, 106.415969 -6.419632, 106.415969 -6.419992))",BANTEN,LEBAK,CURUG BITUNG,36_2_23,92.83936293,KAB. LEBAK_curug bitung,curug bitung,KAB. LEBAK,P2,Rural
302,-105.6754967,"POLYGON ((106.415969 -6.438321, 106.416328 -6.438321, 106.416328 -6.437962, 106.415969 -6.437962, 106.415969 -6.438321))",BANTEN,LEBAK,CURUG BITUNG,36_2_23,92.83936293,KAB. LEBAK_curug bitung,curug bitung,KAB. LEBAK,P2,Rural
250,-105.936,"POLYGON ((106.415969 -6.456291, 106.416328 -6.456291, 106.416328 -6.455932, 106.415969 -6.455932, 106.415969 -6.456291))",JAWA BARAT,BOGOR,JASINGA,32_1_19,139.8231098,KAB. BOGOR_jasinga,jasinga,KAB. BOGOR,P2,Rural
247,-115.3643725,"POLYGON ((106.416328 -6.149363, 106.416688 -6.149363, 106.416688 -6.149004, 106.416328 -6.149004, 106.416328 -6.149363))",BANTEN,TANGERANG,SUKAMULYA,36_3_27,27.66790159,KAB. TANGERANG_sukamulya,sukamulya,KAB. TANGERANG,P2,Urban
334,-110.9670659,"POLYGON ((106.416328 -6.244964, 106.416688 -6.244964, 106.416688 -6.244604, 106.416328 -6.244604, 106.416328 -6.244964))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
1099,-111.3694268,"POLYGON ((106.416328 -6.24748, 106.416688 -6.24748, 106.416688 -6.24712, 106.416328 -6.24712, 106.416328 -6.24748))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
181,-116.0165746,"POLYGON ((106.416688 -6.246042, 106.417047 -6.246042, 106.417047 -6.245683, 106.416688 -6.245683, 106.416688 -6.246042))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
802,-114.5099751,"POLYGON ((106.416688 -6.246401, 106.417047 -6.246401, 106.417047 -6.246042, 106.416688 -6.246042, 106.416688 -6.246401))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
419,-110.1646778,"POLYGON ((106.417047 -6.085031, 106.417406 -6.085031, 106.417406 -6.084671, 106.417047 -6.084671, 106.417047 -6.085031))",BANTEN,TANGERANG,KRONJO,36_3_7,45.86586617,KAB. TANGERANG_kronjo,kronjo,KAB. TANGERANG,P2,SubUrban
172,-114.9302326,"POLYGON ((106.417047 -6.331579, 106.417406 -6.331579, 106.417406 -6.33122, 106.417047 -6.33122, 106.417047 -6.331579))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
443,-108.0225734,"POLYGON ((106.417406 -6.242089, 106.417766 -6.242089, 106.417766 -6.241729, 106.417406 -6.241729, 106.417406 -6.242089))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
1238,-106.4798061,"POLYGON ((106.417406 -6.389802, 106.417766 -6.389802, 106.417766 -6.389443, 106.417406 -6.389443, 106.417406 -6.389802))",BANTEN,LEBAK,MAJA,36_2_13,79.03635945,KAB. LEBAK_maja,maja,KAB. LEBAK,P2,SubUrban
232,-112.5258621,"POLYGON ((106.418125 -6.417476, 106.418485 -6.417476, 106.418485 -6.417116, 106.418125 -6.417116, 106.418125 -6.417476))",BANTEN,LEBAK,CURUG BITUNG,36_2_23,92.83936293,KAB. LEBAK_curug bitung,curug bitung,KAB. LEBAK,P2,Rural
152,-108.4736842,"POLYGON ((106.418844 -6.258262, 106.419203 -6.258262, 106.419203 -6.257902, 106.418844 -6.257902, 106.418844 -6.258262))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
171,-109.5497076,"POLYGON ((106.418844 -6.315406, 106.419203 -6.315406, 106.419203 -6.315047, 106.418844 -6.315047, 106.418844 -6.315406))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
202,-106.0148515,"POLYGON ((106.419203 -6.260059, 106.419563 -6.260059, 106.419563 -6.259699, 106.419203 -6.259699, 106.419203 -6.260059))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
156,-107.2435897,"POLYGON ((106.419563 -6.120971, 106.419922 -6.120971, 106.419922 -6.120611, 106.419563 -6.120611, 106.419563 -6.120971))",BANTEN,TANGERANG,KRESEK,36_3_6,28.28835376,KAB. TANGERANG_kresek,kresek,KAB. TANGERANG,P2,SubUrban
210,-107.4190476,"POLYGON ((106.419563 -6.256824, 106.419922 -6.256824, 106.419922 -6.256465, 106.419563 -6.256465, 106.419563 -6.256824))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
282,-108.570922,"POLYGON ((106.419563 -6.320438, 106.419922 -6.320438, 106.419922 -6.320078, 106.419563 -6.320078, 106.419563 -6.320438))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
334,-108.3353293,"POLYGON ((106.419922 -6.306421, 106.420282 -6.306421, 106.420282 -6.306062, 106.419922 -6.306062, 106.419922 -6.306421))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
296,-114.5574324,"POLYGON ((106.419922 -6.320797, 106.420282 -6.320797, 106.420282 -6.320438, 106.419922 -6.320438, 106.419922 -6.320797))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
151,-109.5496689,"POLYGON ((106.419922 -6.400943, 106.420282 -6.400943, 106.420282 -6.400584, 106.419922 -6.400584, 106.419922 -6.400943))",BANTEN,LEBAK,CURUG BITUNG,36_2_23,92.83936293,KAB. LEBAK_curug bitung,curug bitung,KAB. LEBAK,P2,Rural
203,-117.8522167,"POLYGON ((106.420282 -6.295639, 106.420641 -6.295639, 106.420641 -6.29528, 106.420282 -6.29528, 106.420282 -6.295639))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
434,-107.9493088,"POLYGON ((106.421 -6.225197, 106.42136 -6.225197, 106.42136 -6.224837, 106.421 -6.224837, 106.421 -6.225197))",BANTEN,TANGERANG,BALARAJA,36_3_1,32.15465266,KAB. TANGERANG_balaraja,balaraja,KAB. TANGERANG,P1,Urban
191,-108.2565445,"POLYGON ((106.422079 -6.188538, 106.422438 -6.188538, 106.422438 -6.188179, 106.422079 -6.188179, 106.422079 -6.188538))",BANTEN,TANGERANG,JAYANTI,36_3_2,22.71342755,KAB. TANGERANG_jayanti,jayanti,KAB. TANGERANG,P2,SubUrban
213,-109.6338028,"POLYGON ((106.422079 -6.244245, 106.422438 -6.244245, 106.422438 -6.243886, 106.422079 -6.243886, 106.422079 -6.244245))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
174,-109.5747126,"POLYGON ((106.422079 -6.244604, 106.422438 -6.244604, 106.422438 -6.244245, 106.422079 -6.244245, 106.422079 -6.244604))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
1629,-111.1952118,"POLYGON ((106.422079 -6.31936, 106.422438 -6.31936, 106.422438 -6.319, 106.422079 -6.319, 106.422079 -6.31936))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
556,-111.3327338,"POLYGON ((106.422079 -6.319719, 106.422438 -6.319719, 106.422438 -6.31936, 106.422079 -6.31936, 106.422079 -6.319719))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
180,-107.4,"POLYGON ((106.422438 -7.326039, 106.422797 -7.326039, 106.422797 -7.32568, 106.422438 -7.32568, 106.422438 -7.326039))",JAWA BARAT,SUKABUMI,CIRACAP,32_2_26,153.7400286,KAB. SUKABUMI_ciracap,ciracap,KAB. SUKABUMI,P2,SubUrban
444,-113.786036,"POLYGON ((106.422797 -6.28917, 106.423157 -6.28917, 106.423157 -6.288811, 106.422797 -6.288811, 106.422797 -6.28917))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
497,-113.9557344,"POLYGON ((106.422797 -6.289889, 106.423157 -6.289889, 106.423157 -6.289529, 106.422797 -6.289529, 106.422797 -6.289889))",BANTEN,TANGERANG,SOLEAR,36_3_31,33.13362696,KAB. TANGERANG_solear,solear,KAB. TANGERANG,P2,SubUrban
1075,-109.4288372,"POLYGON ((106.422797 -7.326758, 106.423157 -7.326758, 106.423157 -7.326398, 106.422797 -7.326398, 106.422797 -7.326758))",JAWA BARAT,SUKABUMI,CIRACAP,32_2_26,153.7400286,KAB. SUKABUMI_ciracap,ciracap,KAB. SUKABUMI,P2,SubUrban
169,-107.3609467,"POLYGON ((106.422797 -7.327117, 106.423157 -7.327117, 106.423157 -7.326758, 106.422797 -7.326758, 106.422797 -7.327117))",JAWA BARAT,SUKABUMI,CIRACAP,32_2_26,153.7400286,KAB. SUKABUMI_ciracap,ciracap,KAB. SUKABUMI,P2,SubUrban
273,-113.2380952,"POLYGON ((106.423157 -6.243886, 106.423516 -6.243886, 106.423516 -6.243526, 106.423157 -6.243526, 106.423157 -6.243886))",BANTEN,TANGERANG,CISOKA,36_3_5,33.82096143,KAB. TANGERANG_cisoka,cisoka,KAB. TANGERANG,P2,SubUrban
