Cellname,LTE_SITE_ID,LTE_SITE_ID_2,SITE_Name
JK4G18_4424884E_5,4424884E_CO,4424884E,4424884E_LTE_HAJI_TAUFIQ_RELOCATION
JK4G18_4424884E_4,4424884E_CO,4424884E,4424884E_LTE_HAJI_TAUFIQ_RELOCATION
JK4G18_4424884E_6,4424884E_CO,4424884E,4424884E_LTE_HAJI_TAUFIQ_RELOCATION
JK4G18_4424884E_14,4424884E_CO,4424884E,4424884E_LTE_HAJI_TAUFIQ_RELOCATION
JK4G21_4435085E21_8,5085G_CO,4435085E,4435085E_LTE_PALMERAH_UTARA2
JK4G21_4435085E21_9,5085G_CO,4435085E,4435085E_LTE_PALMERAH_UTARA2
JK4G21_4435686E21_7,5686G_CO,4435686E,4435686E_LTE_PALMERAH1
JK4G21_4435686E21_8,5686G_CO,4435686E,4435686E_LTE_PALMERAH1
JK4G21_4435686E21_9,5686G_CO,4435686E,4435686E_LTE_PALMERAH1
JK4G21_4435001E21_7,5001G_CO,4435001E,4435001E_LTE_KEBAYORAN_BARU
JK4G21_4435001E21_8,5001G_CO,4435001E,4435001E_LTE_KEBAYORAN_BARU
JK4G21_4435001E21_9,5001G_CO,4435001E,4435001E_LTE_KEBAYORAN_BARU
JK4G21_4435172E21_7,5172G_CO,4435172E,4435172E_LTE_AHMAD_DAHLAN
JK4G21_4435172E21_8,5172G_CO,4435172E,4435172E_LTE_AHMAD_DAHLAN
JK4G21_4435172E21_9,5172G_CO,4435172E,4435172E_LTE_AHMAD_DAHLAN
JK4G21_SH4431544E21_7,SH3431544G_CO,SH4431544E,SH4431544E_LTE_KOMPLEK_MENDAWAI
JK4G21_SH4433008E21_7,SH3433008G_CO,SH4433008E,SH4433008E_LTE_KYAI_MAJA_MENDAWAI
JK4G21_SH4433008E21_8,SH3433008G_CO,SH4433008E,SH4433008E_LTE_KYAI_MAJA_MENDAWAI
JK4G21_SH4433008E21_9,SH3433008G_CO,SH4433008E,SH4433008E_LTE_KYAI_MAJA_MENDAWAI
JK4G21_441PX398E21_7,341PX398G_CO,441PX398E,441PX398E_LTE_BLOK_M_PLAZA
JK4G21_441PX398E21_8,341PX398G_CO,441PX398E,441PX398E_LTE_BLOK_M_PLAZA
JK4G21_441PX398E21_17_M,341PX398G_CO,441PX398E,441PX398E_LTE_BLOK_M_PLAZA
JK4G21_443SCTEMP831E_8,443SCTEMP831E,443SCTEMP831E,443SCTEMP831E_LTE_SMALLCELLS_TEMP_SENAYAN_CITY_EVENT
JK4G21_4431523E21_7,4431523E,4431523E,4431523E_LTE_HANG_LEKIR
JK4G21_4431523E21_8,4431523E,4431523E,4431523E_LTE_HANG_LEKIR
JK4G21_4431523E21_9,4431523E,4431523E,4431523E_LTE_HANG_LEKIR
JK4G21_443SCTEMP831E_7,443SCTEMP831E,443SCTEMP831E,443SCTEMP831E_LTE_SMALLCELLS_TEMP_SENAYAN_CITY_EVENT
JK4G21_MC4410038E21_7,MC4410038E,MC4410038E,MC4410038E_LTE_SIMPRUG_INDAH
JK4G21_MC4410038E21_8,MC4410038E,MC4410038E,MC4410038E_LTE_SIMPRUG_INDAH
JK4G21_MC4410038E21_9,MC4410038E_BB,MC4410038E,MC4410038E_LTE_SIMPRUG_INDAH
JK4G21_4425494E21_8,5494G_CO,4425494E,4425494E_LTE_TOMANG_FLYOVER
JK4G21_4425494E21_7,5494G_CO,4425494E,4425494E_LTE_TOMANG_FLYOVER
JK4G21_4425494E21_9,5494G_CO,4425494E,4425494E_LTE_TOMANG_FLYOVER
JK4G21_4425679E21_8,5679G_CO,4425679E,4425679E_LTE_S_PARMAN
JK4G21_4425679E21_9,5679G_CO,4425679E,4425679E_LTE_S_PARMAN
JK4G21_SH4431991E21_9,SH3431991G_CO,SH4431991E,SH4431991E_LTE_GELORA_PALMERAH_RELOC_A
JK4G21_4431509E21_7,3431509G_CO,4431509E,4431509E_LTE_PATAL_SENAYAN_GROGOL_UTARA
JK4G21_4431509E21_8,3431509G_CO,4431509E,4431509E_LTE_PATAL_SENAYAN_GROGOL_UTARA
JK4G21_4431509E21_9,3431509G_CO,4431509E,4431509E_LTE_PATAL_SENAYAN_GROGOL_UTARA
JK4G21_SH4431991E21_7,SH3431991G_CO,SH4431991E,SH4431991E_LTE_GELORA_PALMERAH_RELOC_A
JK4G21_SH4431991E21_8,SH3431991G_CO,SH4431991E,SH4431991E_LTE_GELORA_PALMERAH_RELOC_A
JK4G21_4435237E21_9,5237G_CO,4435237E,4435237E_LTE_SELONG_SRIWIJAYA
JK4G21_4435506E21_7,5506G_CO,4435506E,4435506E_LTE_KUNINGAN_BARAT
JK4G21_4435506E21_8,5506G_CO,4435506E,4435506E_LTE_KUNINGAN_BARAT
JK4G21_4435506E21_9,5506G_CO,4435506E,4435506E_LTE_KUNINGAN_BARAT
JK4G21_441PX364E21_17_P2M,341PX364G_CO,441PX364E,441PX364E_LTE_DEPARTMEN_PU
JK4G21_441PX364E21_18_P2M,341PX364G_CO,441PX364E,441PX364E_LTE_DEPARTMEN_PU
JK4G21_441PX364E21_7,441PX364E,441PX364E,441PX364E_LTE_DEPARTMEN_PU
JK4G21_441PX567E21_8,341PX567G_CO,441PX567E,441PX567E_LTE_ST_SISINGAMARAJA_BLOK_A
JK4G21_443PC004E21_17,341PC004G_CO,443PC004E,443PC004E_LTE_MENARA_SENTRAYA_CIMB_NIAGA
JK4G21_443PC004E21_7,341PC004G_CO,443PC004E,443PC004E_LTE_MENARA_SENTRAYA_CIMB_NIAGA
JK4G21_443PC004E21_8,341PC004G_CO,443PC004E,443PC004E_LTE_MENARA_SENTRAYA_CIMB_NIAGA
JK4G21_443PC004E21_9,341PC004G_CO,443PC004E,443PC004E_LTE_MENARA_SENTRAYA_CIMB_NIAGA
JK4G21_443PC004E21_27_M,341PC004G_CO,443PC004E,443PC004E_LTE_MENARA_SENTRAYA_CIMB_NIAGA
JK4G21_441PX567E21_7,341PX567G_CO,441PX567E,441PX567E_LTE_ST_SISINGAMARAJA_BLOK_A
JK4G21_441PX567E21_17,341PX567G_CO,441PX567E,441PX567E_LTE_ST_SISINGAMARAJA_BLOK_A
JK4G21_441PX567E21_18,341PX567G_CO,441PX567E,441PX567E_LTE_ST_SISINGAMARAJA_BLOK_A
JK4G21_MC4431772E21_7,MC3431772G_CO,MC4431772E,MC4431772E_LTE_MAMPANG_PRAPATAN_IV_KUNINGAN
JK4G21_MC4431772E21_8,MC3431772G_CO,MC4431772E,MC4431772E_LTE_MAMPANG_PRAPATAN_IV_KUNINGAN
JK4G21_SH4431961E21_7,SH4431961E,SH4431961E,SH4431961E_LTE_PONDOK_KARYA
JK4G21_SH4431961E21_8,SH4431961E,SH4431961E,SH4431961E_LTE_PONDOK_KARYA
JK4G21_SH4431961E21_9,SH4431961E,SH4431961E,SH4431961E_LTE_PONDOK_KARYA
JK4G21_441PC797E21_7,441PC797E,441PC797E,441PC797E_LTE_DEPINDUSTRI
JK4G21_441PC797E21_8,441PC797E,441PC797E,441PC797E_LTE_DEPINDUSTRI
JK4G21_441PC797E21_9,441PC797E,441PC797E,441PC797E_LTE_DEPINDUSTRI
JK4G21_SH4431856EB21_8,SH3431856GB_CO,SH4431856EB,SH4431856EB_LTE_POLE_R5S1_TAMAN_PATRA
JK4G21_SH4431856EB21_9,SH3431856GB_CO,SH4431856EB,SH4431856EB_LTE_POLE_R5S1_TAMAN_PATRA
JK4G18_4425245E_4,4425245E_CO,4425245E,4425245E_LTE_PALMERAH_BARAT
JK4G18_4424736E_4,3424736G_CO,4424736E,4424736E_LTE_TANJUNG_DUREN_SELATAN_RELOCATION
JK4G18_4424736E_5,3424736G_CO,4424736E,4424736E_LTE_TANJUNG_DUREN_SELATAN_RELOCATION
JK4G18_441PX180E_4,441PX180E_CO,441PX180E,441PX180E_LTE_HOTEL_B_FASHION_JAKARTA
JK4G18_441PX180E_5,441PX180E_CO,441PX180E,441PX180E_LTE_HOTEL_B_FASHION_JAKARTA
JK4G18_4424740E_4,4424740E,4424740E,4424740E_LTE_ANGGREK_GARDU
JK4G18_SH4424898E_6,SH4424898E_CO,SH4424898E,SH4424898E_LTE_ANGGREK_ROSLIANA
JK4G18_4424658E_4,4424658E,4424658E,4424658E_LTE_KEMANGGISAN_GROGOL_RELOCATION
JK4G18_4424658E_5,4424658E,4424658E,4424658E_LTE_KEMANGGISAN_GROGOL_RELOCATION
JK4G18_4424658E_6,4424658E_BB,4424658E,4424658E_LTE_KEMANGGISAN_GROGOL_RELOCATION
JK4G18_SH4424898E_4,SH4424898E_CO,SH4424898E,SH4424898E_LTE_ANGGREK_ROSLIANA
JK4G18_SH4424898E_5,SH4424898E_CO,SH4424898E,SH4424898E_LTE_ANGGREK_ROSLIANA
JK4G18_4424740E_5,4424740E,4424740E,4424740E_LTE_ANGGREK_GARDU
JK4G18_4424740E_6,4424740E,4424740E,4424740E_LTE_ANGGREK_GARDU
JK4G18_441PX261E_5,441PX261E_CO,441PX261E,441PX261E_LTE_GRAND_SOHO_SLIPI
JK4G18_441PX261E_4,441PX261E_CO,441PX261E,441PX261E_LTE_GRAND_SOHO_SLIPI
JK4G18_4425595E_6,4425595E_C2,4425595E,4425595E_LTE_KEMNGGSNPL
JK4G18_441PX261E_6,441PX261E_CO,441PX261E,441PX261E_LTE_GRAND_SOHO_SLIPI
JK4G18_441PL532E_4,441PL532E_CO,441PL532E,441PL532E_LTE_MENARA_KOMPAS
JK4G18_441PL532E_5,441PL532E_CO,441PL532E,441PL532E_LTE_MENARA_KOMPAS
JK4G18_441PL532E_6,441PL532E_CO,441PL532E,441PL532E_LTE_MENARA_KOMPAS
JK4G18_442PC232E_15_P2M,442PC232E_CO,442PC232E,442PC232E_LTE_SLIPI_PLAZA
JK4G18_441PC975E_4,441PC975E,441PC975E,441PC975E_LTE_WISMA_76
JK4G18_441PX070E_5,441PX070E,441PX070E,441PX070E_LTE_WISMA_ASIA_1
JK4G18_441PX070E_4,441PX070E,441PX070E,441PX070E_LTE_WISMA_ASIA_1
JK4G18_441PC822E_4,441PC822E,441PC822E,441PC822E_LTE_WISMA_ASIA_2
JK4G18_441PC822E_5,441PC822E,441PC822E,441PC822E_LTE_WISMA_ASIA_2
JK4G18_441PX479E_4,341PX479G_CO,441PX479E,441PX479E_LTE_MENARA_CITICON
JK4G18_441PX479E_24_P2M,341PX479G_CO,441PX479E,441PX479E_LTE_MENARA_CITICON
JK4G18_441PX479E_25_P2M,341PX479G_CO,441PX479E,441PX479E_LTE_MENARA_CITICON
JK4G18_442PC232E_4,442PC232E_CO,442PC232E,442PC232E_LTE_SLIPI_PLAZA
JK4G18_442PC232E_14_P2M,442PC232E_CO,442PC232E,442PC232E_LTE_SLIPI_PLAZA
JK4G18_4433076E_4,4433076E_CO,4433076E,4433076E_LTE_3G_JLN.KEBON_1_MANGGA
JK4G18_4433076E_5,4433076E_CO,4433076E,4433076E_LTE_3G_JLN.KEBON_1_MANGGA
JK4G18_4433076E_6,4433076E_CO,4433076E,4433076E_LTE_3G_JLN.KEBON_1_MANGGA
JK4G18_441PC346E_4,441PC346E,441PC346E,441PC346E_LTE_BINUS
JK4G18_441PC346E_16_P2M,441PC346E,441PC346E,441PC346E_LTE_BINUS
JK4G18_441PX484E_4,441PX484E_CO,441PX484E,441PX484E_LTE_APT_PERMATA_HIJAU
JK4G18_MC4431968E_4,MC4431968E_CO,MC4431968E,MC4431968E_LTE_KEBON_MANGGA
JK4G18_MC4431968E_5,MC4431968E_CO,MC4431968E,MC4431968E_LTE_KEBON_MANGGA
JK4G18_441PX484E_5,441PX484E_CO,441PX484E,441PX484E_LTE_APT_PERMATA_HIJAU
JK4G18_MC4431502E_5,MC4431502E_CO,MC4431502E,MC4431502E_LTE_SEHA_KEBAYORAN_LAMA
JK4G18_MC4431502E_6,MC4431502E_CO,MC4431502E,MC4431502E_LTE_SEHA_KEBAYORAN_LAMA
JK4G21_441PX362E21_8,441PX362E,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_18,441PX362E_BB,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_17,441PX362E_BB,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_19,441PX362E_BB,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_27,341PX362G_CO,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_28,341PX362G_CO,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_29,341PX362G_CO,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_7,441PX362E,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G21_441PX362E21_9,441PX362E,441PX362E,441PX362E_LTE_GANDARIA_CITY
JK4G18_MC4431340E_4,MC4431340E_CO,MC4431340E,MC4431340E_LTE_DARMA_PUTRA_KEBAYORAN_BARU
JK4G18_MC4431340E_6,MC4431340E_C2,MC4431340E,MC4431340E_LTE_DARMA_PUTRA_KEBAYORAN_BARU
JK4G18_443PC831E_4,441PX285E,443PC831E,443PC831E_LTE_SENAYAN_CITY_2
JK4G18_441PX247E_4,441PX247E_CO,441PX247E,441PX247E_LTE_SCTV_TOWER
JK4G18_441PC386E_4,441PC386E_CO,441PC386E,441PC386E_LTE_SIMPRUG_INDAH
JK4G18_SH4431528E_4,SH4431528E_CO,SH4431528E,SH4431528E_LTE_TERUSAN_HANG_LEKIR
JK4G18_SH4431528E_5,SH4431528E_CO,SH4431528E,SH4431528E_LTE_TERUSAN_HANG_LEKIR
JK4G18_SH4431528E_6,SH4431528E_CO,SH4431528E,SH4431528E_LTE_TERUSAN_HANG_LEKIR
JK4G18_443PC831E_5,441PX285E,443PC831E,443PC831E_LTE_SENAYAN_CITY_2
JK4G18_443PC831E_6,441PX285E,443PC831E,443PC831E_LTE_SENAYAN_CITY_2
JK4G18_443PC831E_14,443PC831E_BB,443PC831E,443PC831E_LTE_SENAYAN_CITY_CEN
JK4G18_443PC831E_15,443PC831E_BB,443PC831E,443PC831E_LTE_SENAYAN_CITY_CEN
JK4G18_443PC831E_16,443PC831E_BB,443PC831E,443PC831E_LTE_SENAYAN_CITY_CEN
JK4G18_443PC525E_5,443PC525E_CO,443PC525E,443PC525E_LTE_HOTEL_MULIA
JK4G18_SH4431526E_4,SH4431526E_CO,SH4431526E,SH4431526E_LTE_SENAYAN_GOLF
JK4G18_441PX374E_4,441PX374E,441PX374E,441PX374E_LTE_PATAL_SENAYAN
JK4G18_441PX374E_14_P2M,441PX374E_BB,441PX374E,441PX374E_LTE_PATAL_SENAYAN
JK4G18_441PX374E_15_P2M,441PX374E_BB,441PX374E,441PX374E_LTE_PATAL_SENAYAN
JK4G18_441PX374E_24_P2M,441PX374E_BB,441PX374E,441PX374E_LTE_PATAL_SENAYAN
JK4G18_443PC525E_4,443PC525E_CO,443PC525E,443PC525E_LTE_HOTEL_MULIA
JK4G18_443PC525E_6,443PC525E_CO,443PC525E,443PC525E_LTE_HOTEL_MULIA
JK4G21_4435737E21_7,5737G_CO,4435737E,4435737E_LTE_TENTARA_PELAJAR_SENAYAN
JK4G21_4435737E21_8,5737G_CO,4435737E,4435737E_LTE_TENTARA_PELAJAR_SENAYAN
JK4G21_4435737E21_9,5737G_CO,4435737E,4435737E_LTE_TENTARA_PELAJAR_SENAYAN
JK4G18_4433007E_5,3433007G_CO,4433007E,4433007E_LTE_ISKANDARMUDA
JK4G18_MC4431580E_4,MC3431580G_CO,MC4431580E,MC4431580E_LTE_JATAYU_KEBAYORAN
JK4G18_MC4431580E_5,MC3431580G_CO,MC4431580E,MC4431580E_LTE_JATAYU_KEBAYORAN
JK4G18_MC4431580E_6,MC3431580G_CO,MC4431580E,MC4431580E_LTE_JATAYU_KEBAYORAN
JK4G18_4433007E_4,3433007G_CO,4433007E,4433007E_LTE_ISKANDARMUDA
JK4G18_4433007E_6,3433007G_CO,4433007E,4433007E_LTE_ISKANDARMUDA
JK4G18_SH4431347E_4,SH3431347G_CO,SH4431347E,SH4431347E_LTE_LIMO_GROGOL_SELATAN
JK4G18_SH4431347E_5,SH3431347G_CO,SH4431347E,SH4431347E_LTE_LIMO_GROGOL_SELATAN
JK4G18_SH4431347E_6,SH3431347G_CO,SH4431347E,SH4431347E_LTE_LIMO_GROGOL_SELATAN
JK4G18_442PL614E_24_P2M,442PL614E_BB,442PL614E,442PL614E_LTE_RUSUN_PETAMBURAN_BL5
JK4G18_442PL614E_4,442PL614E,442PL614E,442PL614E_LTE_RUSUN_PETAMBURAN_BL5
JK4G18_442PL614E_25_P2M,442PL614E_BB,442PL614E,442PL614E_LTE_RUSUN_PETAMBURAN_BL5
JK4G18_442PL614E_26_P2M,442PL614E_BB,442PL614E,442PL614E_LTE_RUSUN_PETAMBURAN_BL5
JK4G18_441PL325E_4,441PL325E,441PL325E,441PL325E_LTE_GP_PLAZA
JK4G18_441PL325E_5,441PL325E,441PL325E,441PL325E_LTE_GP_PLAZA
JK4G18_441PL325E_14_P2M,441PL325E,441PL325E,441PL325E_LTE_GP_PLAZA
JK4G18_441PL325E_15_P2M,441PL325E,441PL325E,441PL325E_LTE_GP_PLAZA
JK4G18_4424867E_4,4424867E,4424867E,4424867E_LTE_TAMBLINGIN_BENHIL
JK4G18_4424867E_5,4424867E,4424867E,4424867E_LTE_TAMBLINGIN_BENHIL
JK4G18_4424867E_6,4424867E,4424867E,4424867E_LTE_TAMBLINGIN_BENHIL
JK4G18_441PL215E_4,341PL215G_C2,441PL215E,441PL215E_LTE_TEMPO_PRINT_OFFICE
JK4G18_441PL215E_14_M,341PL215G_C2,441PL215E,441PL215E_LTE_TEMPO_PRINT_OFFICE
JK4G18_441PX478E_4,441PX478E_CO,441PX478E,441PX478E_LTE_SENOPATI_SUITE
JK4G18_441PC016E_4,441PC016E_CO,441PC016E,441PC016E_LTE_PLAZA_SENAYAN
JK4G18_MC4431290E_4,MC4431290E_CO,MC4431290E,MC4431290E_LTE_HANG_TUAH_RELOK
JK4G18_MC4431290E_5,MC4431290E_CO,MC4431290E,MC4431290E_LTE_HANG_TUAH_RELOK
JK4G18_SH4431419E_4,SH5431419N_CO,SH4431419E,SH4431419E_LTE_PLAZA_SENAYAN
JK4G18_SH4431419E_5,SH5431419N_CO,SH4431419E,SH4431419E_LTE_PLAZA_SENAYAN
JK4G18_SH4431419E_6,SH5431419N_CO,SH4431419E,SH4431419E_LTE_PLAZA_SENAYAN
JK4G18_4433063E_4,4433063E_CO,4433063E,4433063E_LTE_GUNAWARMAN_KEB_BARU
JK4G18_4433058E_5,4433058E,4433058E,4433058E_LTE_JALAN_PURNAWARMAN
JK4G18_441PX364E_14_P2M,341PX364G_CO,441PX364E,LTE_DEPARTMEN_PU
JK4G18_441PX364E_15_P2M,341PX364G_CO,441PX364E,LTE_DEPARTMEN_PU
JK4G18_441PX364E_24_P2M_M,341PX364G_CO,441PX364E,LTE_DEPARTMEN_PU
JK4G18_441PX364E_25_P2M_M,341PX364G_CO,441PX364E,LTE_DEPARTMEN_PU
JK4G18_441PX364E_4,441PX364E,441PX364E,LTE_DEPARTMEN_PU
JK4G18_441PX364E_5,441PX364E,441PX364E,LTE_DEPARTMEN_PU
JK4G18_4433058E_4,4433058E,4433058E,4433058E_LTE_JALAN_PURNAWARMAN
JK4G18_4433058E_6,4433058E_BB,4433058E,4433058E_LTE_JALAN_PURNAWARMAN
JK4G18_4433058E_14,4433058E_BB,4433058E,4433058E_LTE_JALAN_PURNAWARMAN
JK4G18_441PC157E_14_P2M,441PC157E_CO,441PC157E,441PC157E_LTE_ELEKTRINDO_BUILDING
JK4G18_441PC157E_4,441PC157E_CO,441PC157E,441PC157E_LTE_ELEKTRINDO_BUILDING
JK4G18_SH4431519E_4,SH4431519E_CO,SH4431519E,SH4431519E_LTE_TRUNOJOYO_ASEAN_RELOC
JK4G18_SH4431519E_5,SH4431519E_CO,SH4431519E,SH4431519E_LTE_TRUNOJOYO_ASEAN_RELOC
JK4G18_SH4431519E_6,SH4431519E_CO,SH4431519E,SH4431519E_LTE_TRUNOJOYO_ASEAN_RELOC
JK4G18_441PL433E_4,441PL433E_CO,441PL433E,441PL433E_LTE_RECAPITAL_BUILDING
JK4G18_441PL433E_24_P2M,441PL433E_CO,441PL433E,441PL433E_LTE_RECAPITAL_BUILDING
JK4G18_441PL433E_25_P2M,441PL433E_CO,441PL433E,441PL433E_LTE_RECAPITAL_BUILDING
JK4G18_4424788E_4,3424788G_CO,4424788E,4424788E_LTE_SLIPI_II_KOTA_BAMBU_UTARA
JK4G18_4424749E_5,3424749G_CO,4424749E,4424749E_LTE_JATI_BUNDERAN
JK4G18_441PX033E_15_P2M,441PX033E_CO,441PX033E,441PX033E_LTE_JAKARTA_RESIDENCES
JK4G18_441PX033E_14_P2M,441PX033E_CO,441PX033E,441PX033E_LTE_JAKARTA_RESIDENCES
JK4G18_441PX033E_16_P2M,441PX033E_CO,441PX033E,441PX033E_LTE_JAKARTA_RESIDENCES
JK4G18_441PX033E_4,441PX033E_CO,441PX033E,441PX033E_LTE_JAKARTA_RESIDENCES
JK4G18_441PX033E_5,441PX033E_CO,441PX033E,441PX033E_LTE_JAKARTA_RESIDENCES
JK4G18_4424749E_4,3424749G_CO,4424749E,4424749E_LTE_JATI_BUNDERAN
JK4G18_4424749E_6,3424749G_CO,4424749E,4424749E_LTE_JATI_BUNDERAN
JK4G18_441PX083E_4,441PX083E_CO,441PX083E,441PX083E_LTE_COSMO_TERRACE_APARTMENT
JK4G18_441PX083E_5,441PX083E_CO,441PX083E,441PX083E_LTE_COSMO_TERRACE_APARTMENT
JK4G18_4424788E_5,3424788G_CO,4424788E,4424788E_LTE_SLIPI_II_KOTA_BAMBU_UTARA
JK4G18_4424788E_6,3424788G_CO,4424788E,4424788E_LTE_SLIPI_II_KOTA_BAMBU_UTARA
JK4G18_4431382E_5,3431382G_CO,4431382E,4431382E_LTE_MADRASAH_SENAYAN
JK4G18_4431382E_4,3431382G_CO,4431382E,4431382E_LTE_MADRASAH_SENAYAN
JK4G18_4431382E_6,3431382G_CO,4431382E,4431382E_LTE_MADRASAH_SENAYAN
JK4G18_441PL420E_5,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_4435008E_5,4435008E_CO,4435008E,4435008E_LTE_GATOT_SUBROTO
JK4G18_441PL420E_4,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_441PL420E_14_M,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_441PL420E_15_M,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_441PL420E_24_P2M,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_441PL420E_25_P2M,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_441PL420E_26_P2M,441PL420E_CO,441PL420E,441PL420E_LTE_WISMA_MULIA_2
JK4G18_443PX516E_6,443PX516E,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_443PX516E_15,543PX516N_CO,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_443PX516E_4,443PX516E,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_443PX516E_5,443PX516E,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_443PX516E_14,443PX516E,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_443PX516E_24,341PX516G_CO,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_443PX516E_34_M,341PX516G_CO,443PX516E,443PX516E_LTE_CIPUTRA_WORLD_2_JKT
JK4G18_SH4431844E_4,SH4431844E,SH4431844E,SH4431844E_LTE_POLE_MK3S1_TAMAN E3
JK4G18_SH4431844E_5,SH4431844E,SH4431844E,SH4431844E_LTE_POLE_MK3S1_TAMAN E3
JK4G18_SH4431844E_6,SH4431844E,SH4431844E,SH4431844E_LTE_POLE_MK3S1_TAMAN E3
JK4G18_4435008E_4,4435008E_CO,4435008E,4435008E_LTE_GATOT_SUBROTO
JK4G18_SH4431843E_5,SH3431843G_CO,SH4431843E,SH4431843E_LTE_MK2M_MENARA_RAJAWALI
JK4G18_SH4431843E_4,SH3431843G_CO,SH4431843E,SH4431843E_LTE_MK2M_MENARA_RAJAWALI
JK4G18_SH4431843E_6,SH3431843G_CO,SH4431843E,SH4431843E_LTE_MK2M_MENARA_RAJAWALI
JK4G18_SH4433009E_4,SH4433009E_CO,SH4433009E,SH4433009E_LTE_SULTAN_HASANUDIN
JK4G18_SH4433009E_5,SH4433009E_CO,SH4433009E,SH4433009E_LTE_SULTAN_HASANUDIN
JK4G18_SH4433009E_6,SH4433009E_CO,SH4433009E,SH4433009E_LTE_SULTAN_HASANUDIN
JK4G18_4414550E_4,4414550E_CO,4414550E,4414550E_LTE_VIA_RENATA_SENAYAN
JK4G18_4414550E_5,4414550E_CO,4414550E,4414550E_LTE_VIA_RENATA_SENAYAN
JK4G18_4414550E_6,4414550E_CO,4414550E,4414550E_LTE_VIA_RENATA_SENAYAN
JK4G18_441PC283E_4,441PC283E_CO,441PC283E,441PC283E_LTE_APARTEMAN_KINTAMANI_TOWER_A_B
JK4G18_441PX464E_14_P2M,441PX464E_BB,441PX464E,441PX464E_LTE_GED_ESDM
JK4G18_441PC868E_4,441PC868E_CO,441PC868E,441PC868E_LTE_MENARA_KARYA
JK4G18_441PC868E_5,441PC868E_CO,441PC868E,441PC868E_LTE_MENARA_KARYA
JK4G18_441PX046E_4,441PX046E_CO,441PX046E,441PX046E_LTE_GRAHA_AKTIVA
JK4G18_441PX046E_5,441PX046E_CO,441PX046E,441PX046E_LTE_GRAHA_AKTIVA
JK4G18_441PX464E_4,441PX464E,441PX464E,441PX464E_LTE_GED_ESDM
JK4G18_441PX464E_5_P2M,441PX464E_BB,441PX464E,441PX464E_LTE_GED_ESDM
JK4G18_441PX464E_6_P2M,441PX464E_BB,441PX464E,441PX464E_LTE_GED_ESDM
JK4G18_441PL712E_4_P2M,441PL712E_CO,441PL712E,441PL712E_LTE_GEDUNG_RNI
JK4G18_441PL712E_5_P2M,441PL712E_CO,441PL712E,441PL712E_LTE_GEDUNG_RNI
JK4G18_441PC433E_4,441PC433E_CO,441PC433E,441PC433E_LTE_WISMABAJA
JK4G18_4431787E_5,4431787E,4431787E,4431787E_LTE_HERO
JK4G18_4431787E_4,4431787E,4431787E,4431787E_LTE_HERO
JK4G18_4431787E_6,4431787E_BB,4431787E,4431787E_LTE_HERO
JK4G18_441PC339E_4,441PC339E_CO,441PC339E,441PC339E_LTE_SURVEYOR_INDONESIA
JK4G18_441PC339E_5,441PC339E_CO,441PC339E,441PC339E_LTE_SURVEYOR_INDONESIA
JK4G18_441PC370E_4,441PC370E_CO,441PC370E,441PC370E_LTE_ISTANA_HARMONI
JK4G18_441PC370E_14_P2M,441PC370E_CO,441PC370E,441PC370E_LTE_ISTANA_HARMONI
JK4G18_441PC418E_4,441PC418E_CO,441PC418E,441PC418E_LTE_WISMA_HAYAM_WURUK
JK4G18_441PC418E_5,441PC418E_CO,441PC418E,441PC418E_LTE_WISMA_HAYAM_WURUK
JK4G18_BH4424741E_5,BH4424741E,BH4424741E,BH4424741E_LTE_ANGGREK_NELIMURNI
JK4G18_BH4424741E_4,BH4424741E,BH4424741E,BH4424741E_LTE_ANGGREK_NELIMURNI
JK4G18_BH4424741E_6,BH4424741E,BH4424741E,BH4424741E_LTE_ANGGREK_NELIMURNI
JK4G18_441PC531E_4,441PC531E_CO,441PC531E,441PC531E_LTE_WISMA_BARITO_PACIFIC
